@relation 'Acoustic Analysis (Time Domain)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute 'dB ' numeric
@attribute 'Zero Crossing Number' numeric
@attribute 'Standard Deviation' numeric
@attribute block numeric
@attribute 'vertical line' numeric
@attribute 'horizontal line' numeric
@attribute 'line with angles' numeric
@attribute curve numeric
@attribute oscillation numeric
@attribute 'High Freq' numeric
@attribute 'Middle Freq' numeric
@attribute 'Low Freq' {0,1}

@data
-54.659,36,11.445,0,0,0,0,0,0,0,0,0
-53.903,40,10.716,0,0,0,0,0,0,0,0,0
-55.761,36,11.464,0,0,0,0,0,0,0,0,0
-54.81,36,9.7307,0,0,0,0,0,0,0,0,0
-55.082,41,10.842,0,0,0,0,0,0,0,0,0
-55.696,38,9.8863,0,0,0,0,0,0,0,0,0
-56.334,47,8.2622,0,0,0,0,0,0,0,0,0
-55.497,44,8.3543,0,0,0,0,0,0,0,0,0
-55.991,45,9.7314,0,0,0,0,0,0,0,0,0
-55.929,46,8.8549,0,0,0,0,0,0,0,0,0
-54.089,34,11.472,0,0,0,0,0,0,0,0,0
-57.911,53,6.2867,0,0,0,0,0,0,0,0,0
-54.913,38,9.982,0,0,0,0,0,0,0,0,0
-57.681,47,8.9387,0,0,0,0,0,0,0,0,0
-55.675,46,11.357,0,0,0,0,0,0,0,0,0
-54.762,38,10.354,0,0,0,0,0,0,0,0,0
-55.498,42,9.2168,0,0,0,0,0,0,0,0,0
-57.579,50,7.9195,0,0,0,0,0,0,0,0,0
-54.987,47,9.9091,0,0,0,0,0,0,0,0,0
-57.392,56,8.5758,0,0,0,0,0,0,0,0,0
-56.687,42,10.127,0,0,0,0,0,0,0,0,0
-58.684,52,8.8129,0,0,0,0,0,0,0,0,0
-55.963,50,9.9498,0,0,0,0,0,0,0,0,0
-56.88,51,7.8001,0,0,0,0,0,0,0,0,0
-58.94,54,7.4972,0,0,0,0,0,0,0,0,0
-53.203,29,10.969,0,0,0,0,0,0,0,0,0
-54.551,35,10.536,0,0,0,0,0,0,0,0,0
-54.21,35,10.919,0,0,0,0,0,0,0,0,0
-55.199,40,11.428,0,0,0,0,0,0,0,0,0
-57.421,52,7.4585,0,0,0,0,0,0,0,0,0
-56.432,50,8.4409,0,0,0,0,0,0,0,0,0
-57.147,62,7.4585,0,0,0,0,0,0,0,0,0
-56.493,45,10.258,0,0,0,0,0,0,0,0,0
-55.374,39,10.396,0,0,0,0,0,0,0,0,0
-55.536,39,9.8879,0,0,0,0,0,0,0,0,0
-54.332,36,12.66,0,0,0,0,0,0,0,0,0
-59.077,47,7.851,0,0,0,0,0,0,0,0,0
-56.216,40,8.7057,0,0,0,0,0,0,0,0,0
-56.649,50,8.7567,0,0,0,0,0,0,0,0,0
-55.077,41,9.224,0,0,0,0,0,0,0,0,0
-57.893,52,6.9733,0,0,0,0,0,0,0,0,0
-59.53,67,5.7734,0,0,0,0,0,0,0,0,0
-56.724,46,10.727,0,0,0,0,0,0,0,0,0
-55.81,39,10.127,0,0,0,0,0,0,0,0,0
-58.09,53,6.7257,0,1,0,0,0,0,1,0,0
-52.948,42,11.967,0,1,0,0,0,0,1,0,0
-57.932,48,9.6239,0,1,0,0,0,0,1,0,0
-55.784,44,9.1784,0,1,0,0,0,0,1,0,0
-57.256,49,9.3721,0,0,0,0,0,0,0,0,0
-54.945,36,12.132,0,0,0,0,0,0,0,0,0
-57.239,77,4.8733,0,0,0,0,0,0,0,0,0
-56.747,56,8.2428,0,0,0,0,0,0,0,0,0
-54.51,43,9.0911,0,0,0,0,0,0,0,0,0
-54.803,38,10.192,0,0,0,0,0,0,0,0,0
-56.073,58,6.8634,0,0,0,0,0,0,0,0,0
-59.747,71,5.6753,0,0,0,0,0,0,0,0,0
-54.305,38,12.051,0,0,0,0,0,0,0,0,0
-55.762,43,10.705,0,0,0,0,0,0,0,0,0
-56.295,52,8.0703,0,0,0,0,0,1,0,0,1
-55.474,83,5.0775,0,0,0,0,0,1,0,0,1
-51.31,26,12.228,0,0,0,0,0,1,0,0,1
-53.764,61,8.197,0,0,0,0,0,1,0,0,1
-58.21,84,4.4554,0,0,0,0,0,1,0,0,1
-57.682,61,8.4173,0,0,0,0,0,1,0,0,1
-56.292,77,6.6782,0,0,0,0,0,1,0,0,1
-56.506,50,8.4037,0,0,0,0,0,1,0,0,1
-57.185,54,8.6181,0,0,0,0,0,1,0,0,1
-50.983,61,8.8189,0,0,0,0,0,1,0,0,1
-54.56,29,11.365,0,0,0,0,0,1,0,0,1
-57.203,81,5.8089,0,0,0,0,0,1,0,0,1
-56.422,58,8.3486,0,0,0,0,0,1,0,0,1
-58.388,53,9.0325,0,0,0,0,0,1,0,0,1
-54.968,70,6.2217,0,0,0,0,0,1,0,0,1
-53.261,60,8.2803,0,0,0,0,0,1,0,0,1
-56.78,64,8.4653,0,0,0,0,0,1,0,0,1
-55.857,72,6.8364,0,0,0,0,0,1,0,0,1
-57.903,77,4.6737,0,0,0,0,0,1,0,0,1
-53.792,33,12.475,0,0,0,0,0,1,0,0,1
-55.286,56,8.8172,0,0,0,0,0,1,0,0,1
-53.509,92,3.5733,0,0,0,0,0,1,0,0,1
-51.59,119,1.2711,0,0,0,0,0,1,0,0,1
-54.203,96,3.4274,0,0,0,0,0,1,0,0,1
-54.848,92,3.8254,0,0,0,0,0,1,0,0,1
-54.231,72,7.0394,0,0,0,0,0,1,0,0,1
-55.717,91,2.7112,0,0,0,0,0,1,0,0,1
-54.528,83,4.0304,0,0,0,0,0,1,0,0,1
-52.512,100,3.1205,0,0,0,0,0,1,0,0,1
-55.342,64,8.0181,0,0,0,0,0,1,0,0,1
-50.624,115,1.3716,0,0,0,0,0,1,0,0,1
-54.949,91,4.7698,0,0,0,0,0,1,0,0,1
-55.933,57,8.3491,0,0,0,0,0,1,0,0,1
-54.274,78,5.7819,0,0,0,0,0,1,0,0,1
-53.812,83,3.5629,0,0,0,0,0,1,0,0,1
-56.885,84,3.943,0,0,0,0,0,1,0,0,1
-58.575,86,3.9735,0,0,0,0,0,1,0,0,1
-56.411,63,7.2377,0,0,0,0,0,1,0,0,1
-50.995,84,4.5643,0,0,0,0,0,1,0,0,1
-51.568,112,2.0519,0,0,0,0,0,1,0,0,1
-55.505,64,6.6999,0,0,0,0,0,1,0,0,1
-54.696,79,5.1305,0,0,0,0,0,1,0,0,1
-54.608,100,3.5813,0,1,0,0,0,1,1,0,1
-55.762,87,3.9074,0,1,0,0,0,1,1,0,1
-55.121,66,6.1353,0,1,0,0,0,1,1,0,1
-58.619,80,5.2682,0,0,0,0,0,1,0,0,1
-53.074,66,6.6919,0,0,0,0,0,1,0,0,1
-50.786,109,2.0438,0,0,0,0,0,1,0,0,1
-55.675,81,5.842,0,0,0,0,0,1,0,0,1
-56.105,71,6.4064,0,0,0,0,0,1,0,0,1
-54.173,100,3.1536,0,0,0,0,0,1,0,0,1
-55.458,81,3.7791,0,0,0,0,0,1,0,0,1
-56.711,80,5.0626,0,0,0,0,0,1,0,0,1
-56.581,63,7.9705,0,0,0,0,0,1,0,0,1
-54.347,82,4.4295,0,0,0,0,0,1,0,0,1
-46.95,110,0.97252,0,0,0,0,0,1,0,0,1
-54.474,101,3.0099,0,0,0,0,0,1,0,0,1
-54.766,71,6.24,0,0,0,0,0,1,0,0,1
-55.668,91,3.8951,0,0,1,0,0,1,0,0,1
-53.938,81,4.8442,0,0,1,0,0,1,0,0,1
-53.791,70,3.7968,0,0,1,0,0,1,0,0,1
-52.429,52,5.1503,0,0,1,0,0,1,0,0,1
-49.966,50,5.9116,0,0,1,0,0,1,0,0,1
-50.716,90,2.6671,0,0,1,0,0,1,0,0,1
-50.29,109,2.0409,0,0,1,0,0,1,0,0,1
-54.599,63,7.3891,0,0,0,0,0,1,0,0,1
-56.029,78,5.3361,0,0,0,0,0,1,0,0,1
-55.339,103,2.964,0,0,0,0,0,1,0,0,1
-55.894,75,6.0015,0,0,0,0,0,1,0,0,1
-56.379,70,5.7383,0,0,0,0,0,1,0,0,1
-58.507,79,4.7753,0,0,0,0,0,1,0,0,1
-58.351,80,4.9389,0,0,0,0,0,1,0,0,1
-55.573,54,7.8809,0,0,0,0,0,1,0,0,1
-56.9,75,7.0082,0,0,0,0,0,1,0,0,1
-56.065,48,8.7722,0,0,0,0,0,1,0,0,1
-57.652,63,7.2465,0,0,0,0,0,1,0,0,1
-56.089,40,8.6854,0,0,0,0,0,0,0,0,0
-55.913,51,8.9429,0,0,0,0,0,0,0,0,0
-56.512,50,9.4271,0,0,0,0,0,0,0,0,0
-57.277,52,8.0956,0,0,0,0,0,0,0,0,0
-57.05,47,9.3088,0,0,1,0,0,0,0,0,1
-54.697,39,10.26,0,0,1,0,0,0,0,0,1
-54.693,44,6.3464,0,0,1,0,0,0,0,0,1
-51.297,54,2.0056,0,0,1,0,0,0,0,0,1
-48.893,54,1.7062,0,0,1,0,0,0,0,0,1
-46.995,54,1.4935,0,0,1,0,0,0,0,0,1
-51.825,57,3.9135,0,0,1,0,0,0,0,0,1
-56.49,54,5.2228,0,0,1,0,0,0,0,0,1
-55.187,44,10.394,0,0,1,0,0,0,0,0,1
-59.952,66,5.6359,0,0,0,0,0,0,0,0,0
-58.351,58,8.457,0,0,0,0,0,0,0,0,0
-58.86,70,5.6197,0,0,0,0,0,0,0,0,0
-55.071,46,7.7213,0,0,0,0,0,0,0,0,0
-56.219,44,8.5234,0,0,0,0,0,0,0,0,0
-56.331,47,7.0386,0,0,0,0,0,0,0,0,0
-57.719,48,8.4062,0,0,0,0,0,0,0,0,0
-58.635,58,7.5834,0,1,0,0,0,0,1,0,0
-56.549,58,8.043,0,1,0,0,0,0,1,0,0
-56.654,66,7.2416,0,1,1,0,0,0,1,0,1
-52.553,54,3.3644,0,1,1,0,0,0,1,0,1
-47.937,54,1.6056,0,0,1,0,0,0,0,0,1
-43.789,55,1.1253,0,0,1,0,0,0,0,0,1
-42.686,55,0.76122,0,0,1,0,0,0,0,0,1
-42.771,56,1.1766,0,0,1,0,0,0,0,0,1
-41.237,56,0.66548,0,0,1,0,0,0,0,0,1
-41.071,55,0.75389,0,0,1,0,0,0,0,0,1
-47.567,46,5.9489,0,0,1,0,0,0,0,0,1
-55.757,66,4.461,0,0,1,0,0,0,0,0,1
-54.459,53,8.8205,0,0,1,0,0,0,0,0,1
-57.862,58,7.0109,0,0,0,0,0,0,0,0,0
-57.796,54,6.7758,0,0,0,0,0,0,0,0,0
-58.236,50,8.811,1,0,0,0,0,0,0,0,1
-53.861,43,7.845,1,0,0,0,0,0,0,0,1
-53.331,43,5.2704,1,0,0,0,0,0,0,0,1
-56.275,67,5.5534,1,0,0,0,0,0,0,0,1
-53.78,50,4.1272,1,0,0,0,0,0,0,0,1
-58.167,56,6.3949,1,0,0,0,0,0,0,0,1
-59.297,67,6.3559,1,0,0,0,0,0,0,0,1
-55.433,45,4.13,1,0,0,0,0,0,0,0,1
-55.32,57,5.2029,1,0,0,0,0,0,0,0,1
-55.284,51,6.9563,1,0,0,0,0,0,0,0,1
-53.356,44,6.9653,1,0,0,0,0,0,0,0,1
-57.043,48,8.6926,1,0,0,0,0,0,0,0,1
-57.346,42,10.226,1,0,0,0,0,0,0,0,1
-58.257,58,7.4439,0,0,1,0,0,0,0,0,1
-54.591,57,5.8938,0,0,1,0,0,0,0,0,1
-50.559,65,2.4861,0,0,1,0,0,0,0,0,1
-48.686,67,1.717,0,0,1,0,0,0,0,0,1
-46.299,67,1.0924,0,0,1,0,0,0,0,0,1
-46.068,65,2.308,0,0,1,0,0,0,0,0,1
-48.386,52,3.6251,0,0,1,0,0,0,0,0,1
-52.633,44,6.858,0,0,1,0,0,0,0,0,1
-53.029,43,8.565,0,0,1,0,0,0,0,0,1
-57.273,60,6.9159,0,0,1,0,0,0,0,0,1
-55.425,55,6.6093,0,0,0,0,0,0,0,0,0
-55.869,61,6.3189,0,0,0,0,0,0,0,0,0
-54.404,53,6.7994,0,0,0,0,1,0,0,0,1
-55.885,51,7.6384,0,0,0,0,1,0,0,0,1
-56.498,48,8.1689,0,0,0,0,1,0,0,0,1
-55.298,28,10.558,0,0,0,0,1,0,0,0,1
-53.432,62,3.7464,0,0,0,0,1,0,0,0,1
-47.834,72,1.4135,0,0,0,0,1,0,0,0,1
-50.596,69,1.9653,0,0,0,0,1,0,0,0,1
-48.496,67,2.5923,0,0,0,0,1,0,0,0,1
-47.675,71,2.673,0,0,0,0,1,0,0,0,1
-50.565,83,4.8589,0,0,0,0,1,0,0,0,1
-53.742,91,4.2762,0,0,0,0,1,0,0,0,1
-52.64,88,4.2724,0,0,0,0,1,0,0,0,1
-51.481,76,4.1154,0,0,0,0,1,0,0,0,1
-51.725,73,4.0272,0,0,0,0,1,0,0,0,1
-54.247,83,4.4949,0,0,0,0,1,0,0,0,1
-50.659,81,2.1574,0,0,0,0,1,0,0,0,1
-52.397,93,3.0107,0,1,0,0,1,0,1,0,1
-54.639,88,4.3102,0,1,0,0,1,0,1,0,1
-54.863,83,4.5754,0,1,0,0,1,0,1,0,1
-55.299,82,5.2625,0,0,0,0,1,0,0,0,1
-56.846,73,5.6633,0,0,0,0,1,0,0,0,1
-56.938,62,7.9096,0,0,0,0,1,0,0,0,1
-54.979,51,7.297,0,0,0,0,1,0,0,0,1
-53.584,39,10.671,0,0,0,0,1,0,0,0,1
-55.697,54,8.6891,0,0,0,0,1,0,0,0,1
-56.781,68,6.4898,0,0,0,0,1,0,0,0,1
-58.523,71,5.6123,0,0,0,0,1,0,0,0,1
-56.258,47,9.9885,0,0,0,0,1,0,0,0,1
-58.402,59,6.9145,0,0,0,0,1,0,0,0,1
-56.985,48,8.5658,0,0,0,0,1,0,0,0,1
-58.156,59,7.7428,0,0,0,0,1,0,0,0,1
-55.165,45,9.453,0,0,0,0,1,0,0,0,1
-54.819,39,10.599,0,0,0,0,1,0,0,0,1
-57.478,54,6.2111,0,0,0,0,0,0,0,0,0
-58.542,63,5.8816,0,0,0,0,0,0,0,0,0
-58.913,62,6.3665,0,0,0,0,0,0,0,0,0
-56.248,43,8.7981,0,0,0,0,0,0,0,0,0
-54.604,39,10.339,0,0,0,0,0,0,0,0,0
-56.794,36,11.059,0,0,0,0,0,0,0,0,0
-55.408,39,10.738,0,0,0,0,0,0,0,0,0
-58.465,63,7.6259,0,0,0,0,0,0,0,0,0
-55.673,44,10.248,0,0,0,0,0,0,0,0,0
-55.259,40,9.7221,0,0,0,0,0,0,0,0,0
-57.409,55,8.9869,0,0,0,0,0,0,0,0,0
-54.827,50,8.6838,0,0,0,0,0,0,0,0,0
-55.935,43,8.5603,0,0,0,0,0,0,0,0,0
-55.645,46,8.6426,0,0,0,0,0,0,0,0,0
-57.058,63,6.8934,0,0,0,0,0,0,0,0,0
-56.781,45,9.3052,0,0,0,0,0,0,0,0,0
-59.165,56,6.5424,0,0,0,0,0,0,0,0,0
-59.213,62,6.9011,0,0,0,0,0,0,0,0,0
-56.742,46,8.3494,0,0,0,0,0,0,0,0,0
-59.687,62,6.3233,0,0,0,0,0,0,0,0,0
-56.428,44,9.2105,0,0,0,0,0,0,0,0,0
-58.634,49,7.8519,0,0,0,0,0,0,0,0,0
-58.055,56,9.3541,0,0,0,0,0,0,0,0,0
-55.479,42,10.431,0,0,0,0,0,0,0,0,0
-53.667,30,13.215,0,0,0,0,0,0,0,0,0
-55.308,48,9.6762,0,0,0,0,0,0,0,0,0
-58.12,59,7.3157,0,0,0,0,0,0,0,0,0
-57.55,65,7.0337,0,0,0,0,0,0,0,0,0
-58.442,51,8.684,0,0,0,0,0,0,0,0,0
-54.417,44,10.631,0,0,0,0,0,0,0,0,0
-55.711,41,9.197,0,0,0,0,0,0,0,0,0
-55.302,100,2.0923,0,0,0,0,0,0,0,0,0
-54.141,97,3.0409,0,0,0,0,0,0,0,0,0
-56.91,81,4.3236,0,0,0,0,0,1,0,0,1
-50.715,92,4.805,0,0,0,0,0,1,0,0,1
-51.268,88,5.9064,0,0,0,0,0,1,0,0,1
-55.587,73,6.4372,0,0,0,0,0,1,0,0,1
-56.92,82,4.8913,0,0,0,0,0,1,0,0,1
-56.912,71,5.9889,0,1,0,0,0,1,1,0,1
-57.573,79,4.9818,0,1,0,0,0,1,1,0,1
-54.944,98,3.5571,0,1,0,0,0,1,1,0,1
-54.608,49,8.177,0,0,0,0,0,1,0,0,1
-54.836,44,10.076,0,0,0,0,0,1,0,0,1
-52.67,83,5.3046,0,0,0,0,0,1,0,0,1
-56.516,68,5.2017,0,0,0,0,0,1,0,0,1
-53.497,45,10.827,0,0,0,0,0,1,0,0,1
-54.062,97,3.3023,0,0,0,0,0,1,0,0,1
-55.233,60,7.2425,0,0,0,0,0,1,0,0,1
-53.546,67,7.6493,0,0,0,0,0,1,0,0,1
-55.152,81,4.6752,0,0,0,0,0,1,0,0,1
-55.81,55,7.8894,0,0,0,0,0,1,0,0,1
-56.924,87,4.9327,0,0,0,0,0,1,0,0,1
-54.651,55,8.829,0,0,0,0,0,1,0,0,1
-56.383,58,7.2118,0,0,0,0,0,1,0,0,1
-54.046,80,5.9254,0,0,0,0,0,1,0,0,1
-54.904,74,6.2878,0,0,0,0,0,1,0,0,1
-56.763,69,6.4696,0,0,0,0,0,1,0,0,1
-54.281,98,4.3455,0,0,0,0,0,1,0,0,1
-55.904,85,4.9657,0,0,0,0,0,1,0,0,1
-56.127,68,7.0415,0,0,0,0,0,1,0,0,1
-56.73,93,3.3675,0,0,0,0,0,1,0,0,1
-56.923,57,8.1216,0,0,0,0,0,1,0,0,1
-57.274,73,7.8669,0,1,0,0,0,1,0,1,1
-55.133,103,4.1787,0,1,0,0,0,1,0,1,1
-54.744,59,8.1786,0,1,0,0,0,1,0,1,1
-54.184,54,9.7456,0,1,0,0,0,1,0,1,1
-55.499,76,6.2692,0,0,0,0,0,1,0,0,1
-57.1,67,6.9843,0,0,0,0,0,1,0,0,1
-55.816,47,10.259,0,0,0,0,0,1,0,0,1
-56.485,73,6.4089,0,0,0,0,0,1,0,0,1
-54.537,104,2.7319,0,0,0,0,0,1,0,0,1
-53.15,44,9.9962,0,0,0,0,0,1,0,0,1
-56.028,80,5.7334,0,0,0,0,0,1,0,0,1
-49.967,50,10.445,0,0,0,0,0,1,0,0,1
-53.138,49,8.8381,0,0,0,0,0,1,0,0,1
-55.005,49,9.1815,0,0,0,0,0,1,0,0,1
-51.784,69,6.4989,0,0,0,0,0,1,0,0,1
-54.211,52,8.8278,0,0,0,0,0,1,0,0,1
-55.073,58,8.9995,0,0,0,0,0,1,0,0,1
-56.041,89,4.4922,0,0,0,0,0,1,0,0,1
-55.76,73,5.0842,0,0,0,0,0,1,0,0,1
-56.579,64,7.753,0,0,0,0,0,1,0,0,1
-53.764,77,5.4381,0,0,0,0,0,1,0,0,1
-54.045,63,7.6322,0,0,0,0,0,1,0,0,1
-55.079,53,7.931,0,0,0,0,0,1,0,0,1
-55.711,68,6.0121,0,0,0,0,0,1,0,0,1
-56.387,68,5.9837,0,0,0,0,0,1,0,0,1
-55.483,50,9.5251,0,0,0,0,0,1,0,0,1
-55.039,55,9.146,0,0,0,0,0,1,0,0,1
-55.959,75,6.1318,0,0,0,0,0,1,0,0,1
-55.919,49,8.2697,0,0,0,0,0,1,0,0,1
-54.124,46,10.1,0,0,0,0,0,1,0,0,1
-56.209,43,7.5204,0,0,0,0,0,1,0,0,1
-58.122,67,6.2576,0,1,0,0,0,1,1,0,1
-56.248,56,7.7469,0,1,0,0,0,0,1,0,0
-58.178,53,6.8197,0,1,0,0,0,0,1,0,0
-58.002,61,7.4975,0,1,0,0,0,0,1,0,0
-58.112,49,8.9077,0,0,0,0,0,0,0,0,0
-58.833,54,7.9869,0,0,0,0,0,0,0,0,0
-54.816,39,11.029,0,0,0,0,0,0,0,0,0
-56.703,45,8.7089,0,0,0,0,0,0,0,0,0
-57.353,55,7.8556,0,0,0,0,0,0,0,0,0
-56.172,33,10.701,0,0,0,0,0,0,0,0,0
-56.885,43,9.1412,0,0,0,0,0,0,0,0,0
-59.41,59,5.6884,0,0,0,0,0,0,0,0,0
-57.025,53,8.5841,0,0,0,0,0,0,0,0,0
-57.892,51,8.3892,0,0,0,0,0,0,0,0,0
-58.718,50,8.1902,0,0,0,0,0,0,0,0,0
-59.382,65,7.0501,0,0,0,0,0,0,0,0,0
-57.967,61,7.5516,0,0,0,0,0,0,0,0,0
-56.33,53,8.3856,0,0,0,0,0,0,0,0,0
-57.838,56,8.0875,0,0,0,0,0,0,0,0,0
-56.185,51,9.376,0,0,0,0,0,0,0,0,0
-56.362,45,8.7199,0,0,0,0,0,0,0,0,0
-57.886,64,6.2117,0,0,0,0,0,0,0,0,0
-55.339,35,10.341,0,0,0,0,0,0,0,0,0
-56.442,49,9.8581,0,0,0,0,0,0,0,0,0
-54.008,30,11.596,0,0,0,0,0,0,0,0,0
-56.535,52,9.1706,0,0,0,0,0,0,0,0,0
-55.85,37,11.192,0,0,0,0,0,0,0,0,0
-55.647,32,9.3666,0,0,0,0,0,0,0,0,0
-58.035,54,8.4951,0,0,0,0,0,0,0,0,0
-57.534,53,8.0213,0,0,0,0,0,0,0,0,0
-55.307,32,12.026,0,0,0,0,0,0,0,0,0
-56.434,36,11.378,0,0,0,0,0,0,0,0,0
-55.78,39,10.03,0,0,0,0,0,0,0,0,0
-59.379,63,6.3174,0,0,0,0,0,0,0,0,0
-55.888,36,10.001,0,0,0,0,0,0,0,0,0
-57.379,41,11.153,0,0,0,0,0,0,0,0,0
-57.929,50,9.3178,0,0,0,0,0,0,0,0,0
-57.922,58,9.2589,0,0,0,0,0,0,0,0,0
-56.824,49,8.9096,0,0,0,0,0,0,0,0,0
-56.491,41,8.6029,0,0,0,0,0,0,0,0,0
-54.49,30,10.352,0,0,0,0,0,0,0,0,0
-54.397,41,10.109,0,0,0,0,0,0,0,0,0
-56.161,37,10.604,0,0,0,0,0,0,0,0,0
-57.083,62,6.1771,0,0,0,0,0,0,0,0,0
-55.879,44,9.6773,0,0,0,0,0,0,0,0,0
-54.738,38,9.7234,0,0,0,0,0,0,0,0,0
-55.016,40,12.261,0,0,0,0,0,0,0,0,0
-54.741,33,10.308,0,0,0,0,0,0,0,0,0
-55.653,43,10.732,0,0,0,0,0,0,0,0,0
-53.315,28,13.414,0,0,0,0,0,0,0,0,0
-54.488,37,12.958,0,0,0,0,0,0,0,0,0
-52.984,24,13.484,0,0,0,0,0,0,0,0,0
-55.734,51,9.1742,0,0,0,0,0,0,0,0,0
-58.738,65,7.0143,0,0,0,0,0,0,0,0,0
-58.209,51,5.3674,0,0,0,0,0,0,0,0,0
-57.595,57,7.6984,0,1,0,0,0,0,1,0,0
-56.027,57,8.8144,0,1,0,0,0,0,1,0,0
-52.726,29,11.842,0,1,0,0,0,0,1,0,0
-60.217,66,6.1313,0,0,0,0,0,0,0,0,0
-57.367,46,9.2393,0,0,0,0,0,0,0,0,0
-55.705,41,11.14,0,0,0,0,0,0,0,0,0
-58.603,54,7.2145,0,0,0,0,0,0,0,0,0
-57.45,58,7.5407,0,0,0,0,0,0,0,0,0
-56.037,44,9.5186,0,0,0,0,0,0,0,0,0
-56.302,50,10.021,0,0,0,0,0,0,0,0,0
-55.801,42,9.056,0,0,0,0,0,0,0,0,0
-53.702,31,12.318,0,0,0,0,0,0,0,0,0
-56.53,45,10.52,0,0,0,0,0,0,0,0,0
-57.932,60,8.2687,0,0,0,0,0,0,0,0,0
-53.591,35,10.712,0,0,0,0,0,0,0,0,0
-55.406,39,10.013,0,0,0,0,0,0,0,0,0
-58.739,56,6.5533,0,0,0,0,0,0,0,0,0
-55.17,43,9.7794,0,0,0,0,0,0,0,0,0
-58.932,60,7.6293,0,0,0,0,0,0,0,0,0
-55.159,44,8.7179,0,0,0,0,0,0,0,0,0
-57.43,61,7.3118,0,0,0,0,0,0,0,0,0
-55.497,36,8.9094,0,0,0,0,0,0,0,0,0
-57.788,48,7.8295,0,0,0,0,0,0,0,0,0
-56.638,47,8.608,0,0,0,0,0,0,0,0,0
-57.403,59,6.7851,0,0,1,0,0,0,0,1,0
-52.923,36,11.924,0,0,1,0,0,0,0,1,0
-53.31,40,11.353,0,0,1,0,0,0,0,1,0
-56.18,50,8.3828,0,0,1,0,0,0,0,1,0
-51.778,27,11.65,0,0,1,0,0,0,0,1,0
-56.826,55,7.3982,0,0,1,0,0,0,0,1,0
-57.823,62,8.0719,0,0,1,0,0,0,0,1,0
-53.744,39,11.354,0,0,1,0,0,0,0,1,0
-55.73,42,8.7079,0,0,1,0,0,0,0,1,0
-58.511,68,5.5261,0,0,1,0,0,0,0,1,0
-56.141,40,8.312,0,0,1,0,0,0,0,1,0
-57.237,61,6.9392,0,0,1,0,0,0,0,1,0
-57.949,82,5.1656,0,0,0,0,0,0,0,0,0
-55.558,65,8.1898,0,0,0,0,0,0,0,0,0
-58.037,60,8.2829,0,0,0,0,0,0,0,0,0
-54.405,33,11.349,0,0,0,0,0,0,0,0,0
-58.096,56,7.6762,0,0,0,0,0,0,0,0,0
-58.43,50,6.8564,0,0,0,0,0,0,0,0,0
-57.953,58,8.2447,0,0,0,0,0,0,0,0,0
-59.192,66,7.0044,0,0,0,0,0,0,0,0,0
-57.626,53,7.6315,0,0,0,0,0,0,0,0,0
-57.419,50,8.6283,0,0,0,0,0,0,0,0,0
-57.847,52,8.8258,0,0,1,0,0,0,0,1,0
-56.949,53,8.6261,0,0,1,0,0,0,0,1,0
-55.629,48,9.9591,0,0,1,0,0,0,0,1,0
-56.889,55,7.1599,0,0,1,0,0,0,0,1,0
-56.774,55,8.5258,0,0,1,0,0,0,0,1,0
-58.067,60,6.6014,0,0,1,0,0,0,0,1,0
-56.484,46,7.8447,0,0,1,0,0,0,0,1,0
-51.966,28,11.431,0,0,1,0,0,0,0,1,0
-58.229,54,8.6487,0,0,1,0,0,0,0,1,0
-58.314,71,5.7071,0,0,1,0,0,0,0,1,0
-55.014,66,8.3565,0,0,1,0,0,0,0,1,0
-56.414,66,7.0059,0,0,1,0,0,0,0,1,0
-57.32,89,5.1742,0,0,1,0,0,0,0,1,0
-54.605,40,9.8806,0,0,0,0,0,0,0,0,0
-56.844,64,7.0289,0,0,0,0,0,0,0,0,0
-56.687,54,7.5512,0,0,0,0,0,0,0,0,0
-58.623,60,7.3063,0,0,0,0,0,0,0,0,0
-53.426,42,10.311,0,0,0,0,0,0,0,0,0
-52.618,31,11.683,0,0,0,0,0,0,0,0,0
-54.535,41,10.337,0,0,1,0,0,0,0,1,0
-55.286,48,9.2546,0,0,1,0,0,0,0,1,0
-57.816,54,7.8493,0,0,1,0,0,0,0,1,0
-57.817,47,10.623,0,0,1,0,0,0,0,1,0
-57.319,57,8.3403,0,0,1,0,0,0,0,1,0
-55.652,39,10.617,0,0,1,0,0,0,0,1,0
-52.801,35,11.384,0,0,1,0,0,0,0,1,0
-55.372,51,7.7824,0,0,1,0,0,0,0,1,0
-53.874,49,9.7839,0,0,1,0,0,0,0,1,0
-54.517,52,10.083,0,0,1,0,0,0,0,1,0
-54.084,56,10.67,0,0,1,0,0,0,0,1,0
-57.451,80,6.4305,0,0,1,0,0,0,0,1,0
-56.963,53,8.1678,0,0,1,0,0,0,0,1,0
-56.269,52,8.7582,0,0,1,0,0,0,0,1,0
-52.558,27,11.07,0,0,1,0,0,0,0,1,0
-55.35,41,9.3397,0,0,1,0,0,0,0,1,0
-58.07,58,7.6988,0,0,1,0,0,0,0,1,0
-56.832,50,8.759,0,0,1,0,0,0,0,1,0
-52.97,29,11.393,0,0,1,0,0,0,0,1,0
-56.93,49,7.923,0,0,1,0,0,0,0,1,0
-58.844,60,7.2727,0,0,0,0,0,0,0,0,0
-53.709,36,11.513,0,0,0,0,0,0,0,0,0
