@relation 'Acoustic Analysis (Time Domain)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute 'dB ' numeric
@attribute 'Zero Crossing Number' numeric
@attribute 'Standard Deviation' numeric
@attribute block numeric
@attribute 'vertical line' numeric
@attribute 'horizontal line' numeric
@attribute 'line with angles' numeric
@attribute curve numeric
@attribute oscillation numeric
@attribute 'High Freq' numeric
@attribute 'Middle Freq' numeric
@attribute 'Low Freq' {0,1}

@data
-58.169,66,6.2564,0,0,0,0,0,0,0,0,0
-57.57,60,6.4679,0,0,0,0,0,0,0,0,0
-57.596,47,9.1087,0,0,0,0,0,0,0,0,0
-59.499,65,5.9637,0,0,0,0,0,0,0,0,0
-54.651,39,9.2675,0,0,0,0,0,0,0,0,0
-53.725,78,4.963,0,0,0,0,0,0,0,0,0
-55.464,45,9.5727,0,0,0,0,0,0,0,0,0
-53.496,39,11.192,0,0,0,0,0,0,0,0,0
-57.182,59,7.812,0,0,0,0,0,0,0,0,0
-57.066,51,8.9409,0,0,0,0,0,0,0,0,0
-54.356,44,11.122,0,0,0,0,0,0,0,0,0
-53.325,32,9.8229,0,0,0,0,0,0,0,0,0
-55.916,49,8.4672,0,0,0,0,0,0,0,0,0
-56.196,46,9.6927,0,0,0,0,0,0,0,0,0
-56.793,48,8.4961,0,0,0,0,0,0,0,0,0
-54.661,44,9.7892,0,0,0,0,0,0,0,0,0
-54.527,45,10.153,0,0,0,0,0,0,0,0,0
-57.768,42,7.9708,0,0,0,0,0,0,0,0,0
-58.022,51,8.6133,0,0,0,0,1,0,0,0,1
-57.247,53,9.3671,0,0,0,0,1,0,0,0,1
-55.326,46,8.8067,0,0,0,0,1,0,0,0,1
-54.37,41,10.552,0,0,0,0,1,0,0,0,1
-54.543,40,10.292,0,0,0,0,1,0,0,0,1
-52.967,45,10.083,0,1,0,0,1,0,1,0,1
-56.802,72,7.0296,0,1,0,0,1,0,1,0,1
-57.121,64,6.8925,0,1,0,0,1,0,1,0,1
-55.526,56,8.313,0,1,0,0,1,0,1,0,1
-54.675,69,6.2935,0,0,0,0,1,0,0,0,1
-55.293,47,9.5468,0,0,0,0,1,0,0,0,1
-55.193,36,10.303,0,0,0,0,1,0,0,0,1
-53.632,36,12.155,0,0,0,0,1,0,0,0,1
-52.279,24,13.807,0,0,0,0,0,0,0,0,0
-53.942,38,9.1185,0,0,0,0,0,0,0,0,0
-57.947,53,7.0481,0,0,0,0,0,0,0,0,0
-56.935,52,7.9441,0,0,0,0,0,0,0,0,0
-57.828,56,7.7331,0,0,0,0,0,0,0,0,0
-51.908,29,11.963,0,0,0,0,0,0,0,0,0
-50.807,32,11.694,0,0,0,0,0,0,0,0,0
-57.137,59,8.1194,0,0,0,0,0,0,0,0,0
-58.023,47,7.7347,0,0,0,0,0,0,0,0,0
-55.478,43,9.4751,0,0,0,0,0,0,0,0,0
-57.836,44,8.1444,0,0,0,0,0,0,0,0,0
-56.107,38,10.592,0,0,0,0,0,0,0,0,0
-56.845,50,7.905,0,0,0,0,0,0,0,0,0
-54.586,35,11.99,0,0,0,0,0,0,0,0,0
-57.071,48,9.5203,0,0,0,0,0,0,0,0,0
-57.176,49,9.1896,0,0,0,0,0,0,0,0,0
-58.223,57,8.1564,0,0,0,0,0,0,0,0,0
-54.011,30,12.163,0,0,0,0,0,0,0,0,0
-53.02,38,12.298,0,0,0,0,0,0,0,0,0
-57.784,53,8.5326,0,0,0,0,0,0,0,0,0
-54.505,35,9.7138,0,0,0,0,0,0,0,0,0
-54.674,38,10.116,0,0,0,0,0,0,0,0,0
-54.76,35,11.451,0,0,0,0,0,0,0,0,0
-53.59,29,11.92,0,0,0,0,0,0,0,0,0
-57.063,41,11.394,0,0,0,0,0,0,0,0,0
-54.733,43,9.7963,0,0,0,0,0,0,0,0,0
-56.284,51,7.4172,0,0,0,0,0,0,0,0,0
-56.338,42,9.1573,0,0,0,0,0,0,0,0,0
-56.239,54,7.5874,0,0,0,0,0,0,0,0,0
-56.127,41,9.9653,0,0,0,0,0,0,0,0,0
-54.228,39,9.9051,0,0,0,0,0,0,0,0,0
-53.768,37,10.772,0,0,0,0,0,0,0,0,0
-58.846,54,6.8492,0,0,0,0,0,0,0,0,0
-55.876,38,10.26,0,0,0,0,0,0,0,0,0
-56.203,43,11.769,0,0,0,0,0,0,0,0,0
-56.532,46,6.7017,0,0,0,0,0,0,0,0,0
-57.062,47,9.1267,0,0,0,0,0,0,0,0,0
-57.394,48,8.5244,0,0,0,0,0,0,0,0,0
-59.351,66,6.647,0,0,0,0,0,0,0,0,0
-56.462,40,8.8118,0,0,0,0,0,0,0,0,0
-55.861,41,9.2034,0,0,0,0,0,0,0,0,0
-51.664,28,10.466,0,0,0,0,0,0,0,0,0
-55.083,47,9.2216,0,0,0,0,0,0,0,0,0
-54.392,37,9.039,0,0,0,0,0,0,0,0,0
-57.6,50,7.4341,0,0,0,0,0,0,0,0,0
-56.716,43,10.949,0,0,0,0,0,0,0,0,0
-55.544,49,7.8285,0,0,0,0,0,0,0,0,0
-53.358,35,11.176,0,1,0,0,0,0,1,0,0
-53.569,87,3.6704,0,1,0,0,0,0,1,0,0
-53.62,70,4.8672,0,1,0,0,0,0,1,0,0
-55.866,61,6.8728,0,0,0,0,0,1,0,0,1
-46.795,107,2.0744,0,0,0,0,0,1,0,0,1
-51.552,94,4.2589,0,0,0,0,0,1,0,0,1
-52.925,61,8.4803,0,0,0,0,0,1,0,0,1
-50.635,101,3.6883,0,0,0,0,0,1,0,0,1
-51.547,85,5.4362,0,0,0,0,0,1,0,0,1
-51.035,98,3.5729,0,0,0,0,0,1,0,0,1
-52.687,88,4.0324,0,0,0,0,0,1,0,0,1
-52.75,50,9.3881,0,0,0,0,0,1,0,0,1
-52.564,105,3.405,0,0,0,0,0,1,0,0,1
-52.991,99,2.7401,0,0,0,0,0,1,0,0,1
-56.135,87,5.0076,0,0,0,0,0,1,0,0,1
-50.693,107,3.3539,0,0,0,0,0,1,0,0,1
-53.76,84,4.8018,0,0,0,0,0,1,0,0,1
-53.859,81,6.2386,0,0,0,0,0,1,0,0,1
-50.84,114,1.8022,0,0,0,0,0,1,0,0,1
-54.983,72,5.999,0,0,0,0,0,1,0,0,1
-50.666,79,6.7948,0,0,0,0,0,1,0,0,1
-52.827,89,4.0292,0,0,0,0,0,1,0,0,1
-56.503,95,3.5511,0,0,0,0,0,1,0,0,1
-53.033,100,4.1674,0,0,0,0,0,1,0,0,1
-53.061,89,3.8656,0,0,0,0,0,1,0,0,1
-53.288,77,6.2729,0,0,0,0,0,1,0,0,1
-52.031,100,3.9285,0,0,0,0,0,1,0,0,1
-54.431,95,3.5688,0,0,0,0,0,1,0,0,1
-52.152,51,10.987,0,0,0,0,0,1,0,0,1
-49.285,107,2.1649,0,0,0,0,0,1,0,0,1
-54.606,73,5.321,0,0,0,0,0,1,0,0,1
-54.642,91,5.0756,0,0,0,0,0,1,0,0,1
-51.043,96,3.099,0,0,0,0,0,1,0,0,1
-55.247,74,5.7899,0,0,0,0,0,1,0,0,1
-54.59,103,3.9413,0,0,0,0,0,1,0,0,1
-52.891,83,4.878,0,0,0,0,0,1,0,0,1
-56.871,73,6.3158,0,0,0,0,0,1,0,0,1
-52.507,111,2.5731,0,0,0,0,0,1,0,0,1
-51.685,81,5.8351,0,0,0,0,0,1,0,0,1
-50.758,40,11.521,0,0,0,0,0,1,0,0,1
-53.047,99,3.3655,0,0,0,0,0,1,0,0,1
-51.954,93,3.6588,0,0,0,0,0,1,0,0,1
-57.866,99,3.9654,0,0,0,0,0,1,0,0,1
-51.76,95,4.1042,0,0,0,0,0,1,0,0,1
-51.473,92,4.3541,0,0,0,0,0,1,0,0,1
-54.38,62,7.82,0,0,0,0,0,1,0,0,1
-51.996,99,3.9356,0,0,0,0,0,1,0,0,1
-52.939,98,2.6866,0,0,0,0,0,1,0,0,1
-54.562,56,8.089,0,0,0,0,0,1,0,0,1
-53.53,106,2.4602,0,0,0,0,0,1,0,0,1
-53.403,91,3.3978,0,0,0,0,0,1,0,0,1
-55.02,76,5.0675,0,0,0,0,0,1,0,0,1
-52.706,95,4.1031,0,0,1,0,0,1,0,0,1
-50.408,74,6.3056,0,0,1,0,0,1,0,0,1
-50.616,41,10.515,0,0,1,0,0,1,0,0,1
-50.451,51,7.9865,0,1,1,0,0,1,1,0,1
-50.003,59,6.2207,0,1,1,0,0,1,1,0,1
-50.04,55,1.9763,0,1,1,0,0,1,1,0,1
-52.31,47,8.8572,0,1,1,0,0,1,1,0,1
-57.631,64,6.7443,0,0,1,0,0,1,0,0,1
-55.231,44,10.512,0,0,0,0,0,1,0,0,1
-54.954,42,9.9728,0,0,0,0,0,0,0,0,0
-53.529,32,10.343,0,0,0,0,0,0,0,0,0
-56.089,51,8.42,0,0,0,0,0,0,0,0,0
-58.379,70,6.5712,0,0,0,0,0,0,0,0,0
-56.166,46,8.9284,0,0,0,0,0,0,0,0,0
-57.755,59,8.3057,0,0,0,0,0,0,0,0,0
-56.838,55,8.597,0,0,0,0,0,0,0,0,0
-52.858,35,12.147,0,0,0,0,0,0,0,0,0
-56.033,47,9.5298,0,0,0,0,0,0,0,0,0
-52.179,33,11.683,0,0,0,0,0,0,0,0,0
-57.561,62,6.774,0,0,1,0,0,0,0,0,1
-55.548,50,7.6262,0,0,1,0,0,0,0,0,1
-54.556,54,5.1929,0,0,1,0,0,0,0,0,1
-50.584,53,3.2803,0,0,1,0,0,0,0,0,1
-47.711,53,1.5748,0,0,1,0,0,0,0,0,1
-45.728,53,0.87125,0,0,1,0,0,0,0,0,1
-43.521,52,0.93692,0,0,1,0,0,0,0,0,1
-43.185,53,1.1015,0,0,1,0,0,0,0,0,1
-43.068,54,1.0276,0,0,1,0,0,0,0,0,1
-47.774,55,3.1023,0,0,1,0,0,0,0,0,1
-52.713,46,7.4634,0,0,1,0,0,0,0,0,1
-56.193,56,5.39,0,0,1,0,0,0,0,0,1
-56.053,43,7.9856,0,0,0,0,0,0,0,0,0
-53.763,35,9.986,0,0,0,0,0,0,0,0,0
-57.282,45,9.429,0,0,0,0,0,0,0,0,0
-54.933,39,9.4639,0,0,0,0,0,0,0,0,0
-56.706,50,5.916,0,0,0,0,0,0,0,0,0
-54.911,46,7.1692,0,0,0,0,0,0,0,0,0
-55.449,44,9.369,0,0,0,0,0,0,0,0,0
-55.818,49,6.8596,0,0,0,0,0,0,0,0,0
-55.695,48,7.7232,0,0,0,0,0,0,0,0,0
-56.704,46,6.6947,0,0,0,0,0,0,0,0,0
-57.614,57,8.7247,0,0,0,0,0,0,0,0,0
-56.581,51,7.3122,0,0,0,0,0,0,0,0,0
-53.834,35,8.7405,0,0,0,0,0,0,0,0,0
-52.637,45,8.32,0,0,0,0,0,0,0,0,0
-53.728,32,10.954,0,0,0,0,0,0,0,0,0
-53.907,39,10.226,0,0,0,0,0,0,0,0,0
-56.796,49,6.6944,0,0,0,0,0,0,0,0,0
-55.294,37,8.9592,0,0,1,0,0,0,0,0,1
-53.473,51,7.2691,0,0,1,0,0,0,0,0,1
-51.115,56,5.0698,0,0,1,0,0,0,0,0,1
-54.577,46,9.4339,0,0,1,0,0,0,0,0,1
-51.676,67,2.3955,0,0,1,0,0,0,0,0,1
-46.504,59,2.5537,0,0,1,0,0,0,0,0,1
-52.434,59,4.9404,0,0,1,0,0,0,0,0,1
-51.889,56,6.8272,0,0,1,0,0,0,0,0,1
-54.218,67,4.6656,0,0,1,0,0,0,0,0,1
-52.595,42,8.0887,0,0,1,0,0,0,0,0,1
-57.39,65,7.4945,0,0,1,0,0,0,0,0,1
-56.983,69,5.3741,0,1,0,0,0,0,1,0,0
-55.163,61,7.127,0,1,0,0,0,0,1,0,0
-53.21,30,12.081,0,1,0,0,0,0,1,0,0
-55.908,56,6.7834,0,0,0,0,0,0,0,0,0
-55.704,55,5.0068,0,0,0,0,1,0,0,0,1
-51.264,64,3.4879,0,0,0,0,1,0,0,0,1
-44.08,73,0.85963,0,0,0,0,1,0,0,0,1
-47.081,69,2.3789,0,0,0,0,1,0,0,0,1
-46.773,75,1.3716,0,0,0,0,1,0,1,0,1
-48.508,87,1.5246,0,0,0,0,1,0,1,0,1
-50.293,90,3.4644,0,0,0,0,1,0,1,0,1
-51.603,87,3.3206,0,0,0,0,1,0,1,0,1
-55.34,87,4.1895,0,0,0,0,1,0,1,0,1
-53.859,77,5.97,0,0,0,0,1,0,1,0,1
-52.443,76,5.1399,0,0,0,0,1,0,1,0,1
-54.955,81,5.1741,0,0,0,0,1,0,1,0,1
-54.399,74,5.7787,0,0,0,0,1,0,1,0,1
-53.299,56,8.3957,0,0,0,0,1,0,1,0,1
-55.966,81,4.9356,0,0,0,0,1,0,1,0,1
-54.408,63,6.2936,0,0,0,0,1,0,1,0,1
-56.538,63,6.5118,0,0,0,0,1,0,1,0,1
-54.837,55,8.1065,0,0,0,0,1,0,1,0,1
-56.499,45,9.1128,0,0,0,0,1,0,1,0,1
-57.063,50,8.2818,0,0,0,0,1,0,0,0,1
-55.003,35,11.412,0,0,0,0,1,0,0,0,1
-56.323,63,7.8941,0,0,0,0,1,0,0,0,1
-55.277,44,9.8954,0,0,0,0,1,0,0,0,1
-58.003,62,7.3386,0,0,0,0,0,0,0,0,0
-54.729,33,11.1,0,0,0,0,0,0,0,0,0
-57.183,47,7.9885,0,0,0,0,0,0,0,0,0
-53.676,31,12.101,0,0,0,0,0,0,0,0,0
-54.546,38,9.8339,0,0,0,0,0,0,0,0,0
-58.389,57,7.4973,0,0,0,0,0,0,0,0,0
-52.583,26,14.218,0,0,0,0,0,0,0,0,0
-55.816,41,9.9103,0,0,0,0,0,0,0,0,0
-56.89,53,7.5358,0,0,0,0,0,0,0,0,0
-58.255,57,6.634,0,0,0,0,0,0,0,0,0
-55.849,34,10.051,0,0,0,0,0,0,0,0,0
-55.868,43,10.525,0,0,0,0,0,0,0,0,0
-58.295,46,9.6463,0,0,0,0,0,0,0,0,0
-53.235,27,12.237,0,0,0,0,0,0,0,0,0
-55.197,33,12.625,0,0,0,0,0,0,0,0,0
-55.595,37,10.603,0,0,0,0,0,0,0,0,0
-53.544,37,11.4,0,0,0,0,0,0,0,0,0
-53.841,34,12.002,0,0,0,0,0,0,0,0,0
-53.588,73,7.6089,0,0,0,0,0,0,0,0,0
-54.855,71,7.8942,0,0,0,0,0,0,0,0,0
-55.563,61,8.1993,0,0,0,0,0,0,0,0,0
-53.408,37,12.265,0,0,0,0,0,0,0,0,0
-51.886,32,12.851,0,0,0,0,0,0,0,0,0
-57.774,57,8.6979,0,0,0,0,0,0,0,0,0
-56.402,42,9.2659,0,0,0,0,1,0,0,0,1
-56.946,51,8.9545,0,0,0,0,1,0,0,0,1
-57.101,64,8.3681,0,0,0,0,1,0,0,0,1
-55.38,61,7.5172,0,0,0,0,1,0,0,0,1
-53.325,54,8.9648,0,0,0,0,1,0,0,0,1
-57.292,62,6.5538,0,0,0,0,1,0,0,0,1
-56.843,56,8.2471,0,0,0,0,1,0,0,0,1
-56.907,46,9.8744,0,0,0,0,1,0,0,0,1
-53.232,27,11.681,0,0,0,0,1,0,0,0,1
-57.682,59,7.0667,0,0,0,0,1,0,0,0,1
-55.49,48,9.1401,0,0,0,0,1,0,0,0,1
-53.042,36,12.066,0,0,0,0,1,0,0,0,1
-58.17,64,7.1048,0,0,0,0,1,0,0,0,1
-54.563,37,10.228,0,0,0,0,1,0,0,0,1
-54.086,39,9.7261,0,0,0,0,1,0,0,0,1
-55.323,51,10.386,0,0,0,0,1,0,0,0,1
-57.58,68,6.3467,0,0,0,0,1,0,0,0,1
-54.291,52,10.728,0,0,0,0,1,0,0,0,1
-55.413,89,6.2224,0,0,0,0,1,0,0,0,1
-55.834,68,7.4796,0,0,0,0,1,0,0,0,1
-54.629,56,8.1246,0,0,0,0,1,0,0,0,1
-56.722,54,9.1818,0,0,0,0,1,0,0,0,1
-57.976,59,8.2709,0,0,0,0,1,0,0,0,1
-59.027,75,5.6808,0,0,0,0,1,0,0,0,1
-56.902,48,9.0202,0,0,0,0,1,0,0,0,1
-53.611,29,13.217,0,0,0,0,0,0,0,0,0
-59.352,66,7.6073,0,0,0,0,0,0,0,0,0
-55.254,41,9.5189,0,0,0,0,0,0,0,0,0
-57.675,61,8.2781,0,0,0,0,0,0,0,0,0
-53.273,28,13.033,0,0,0,0,0,0,0,0,0
-52.811,34,12.163,0,0,0,0,0,0,0,0,0
-54.985,43,9.9553,0,0,0,0,0,0,0,0,0
-56.241,87,7.0924,0,0,0,0,0,0,0,0,0
-53.077,37,12.159,0,0,0,0,0,0,0,0,0
-57.765,78,6.4342,0,0,0,0,0,0,0,0,0
-55.554,47,9.6007,0,0,0,0,0,0,0,0,0
-52.824,28,12.517,0,0,0,0,0,0,0,0,0
-57.648,58,8.8679,0,0,0,0,0,0,0,0,0
-57.745,60,7.3387,0,0,0,0,0,0,0,0,0
-56.325,42,10.473,0,0,0,0,0,0,0,0,0
-57.414,49,7.9898,0,0,0,0,0,0,0,0,0
-56.146,46,9.3446,0,0,0,0,0,0,0,0,0
-56.787,55,7.9508,0,0,0,0,0,0,0,0,0
-52.914,28,11.632,0,0,0,0,0,0,0,0,0
-54.843,38,11.41,0,0,0,0,0,0,0,0,0
-52.292,29,12.809,0,0,0,0,0,0,0,0,0
-53.764,34,10.758,0,0,0,0,0,0,0,0,0
-55.583,46,9.9486,0,0,0,0,0,0,0,0,0
-53.948,39,10.534,0,0,0,0,0,0,0,0,0
-52.847,34,12.027,0,0,0,0,0,0,0,0,0
-53.747,37,11.351,0,0,0,0,0,0,0,0,0
-55.56,41,9.6505,0,0,0,0,0,0,0,0,0
-55.714,43,8.9672,0,0,0,0,0,0,0,0,0
-56.181,50,7.6399,0,0,0,0,0,0,0,0,0
-57.719,52,6.7121,0,0,0,0,0,0,0,0,0
-52.669,37,10.717,0,0,0,0,0,0,0,0,0
-55.521,55,5.3857,0,0,0,0,0,0,0,0,0
-56.75,50,9.6962,0,0,0,0,0,0,0,0,0
-53.565,37,12.231,0,0,0,0,0,0,0,0,0
-55.818,39,10.045,0,1,0,0,0,0,0,0,1
-57.241,66,7.3031,0,1,0,0,0,0,0,0,1
-55.821,70,7.4279,0,1,0,0,0,0,0,0,1
-55.761,48,9.103,0,1,0,0,0,0,0,0,1
-56.11,43,10.031,0,1,0,0,0,0,0,0,1
-54.136,34,11.002,0,1,0,0,0,0,0,0,1
-57.677,52,9.4716,0,1,0,0,0,0,0,0,1
-54.634,36,11.542,0,1,0,0,0,0,0,0,1
-56.859,68,4.8337,0,1,0,0,0,0,0,0,1
-55.843,61,7.1931,0,1,0,0,0,0,0,0,1
-55.319,40,10.31,0,1,0,0,0,0,0,0,1
-55.45,43,10.154,0,1,0,0,0,0,0,0,1
-50.902,26,12.792,0,0,0,0,0,0,0,0,0
-54.786,35,11.467,0,0,0,0,0,0,0,0,0
-52.807,22,12.078,0,0,0,0,0,0,0,0,0
-51.253,25,11.488,0,0,0,0,0,0,0,0,0
-58.271,62,6.5011,0,0,0,0,0,0,0,0,0
-55.616,37,9.1183,0,0,0,0,0,0,0,0,0
-55.935,43,8.9767,0,0,0,0,0,0,0,0,0
-58.458,62,6.778,0,0,0,0,0,0,0,0,0
-54.751,40,11.296,0,0,0,0,0,0,0,0,0
-56.256,63,6.2592,0,0,0,0,0,0,0,0,0
-53.704,34,8.8633,0,0,0,0,0,0,0,0,0
-57.969,57,7.2674,0,0,0,0,0,0,0,0,0
-56.622,46,9.3493,0,0,0,0,0,0,0,0,0
-53.369,30,11.993,0,0,0,0,0,0,0,0,0
-54.809,40,10.867,0,0,0,0,0,0,0,0,0
-54.959,48,8.2952,0,0,0,0,0,0,0,0,0
-56.244,45,8.664,0,0,0,0,0,0,0,0,0
-56.301,41,10.217,0,0,0,0,0,0,0,0,0
-56.54,49,9.2537,0,0,0,0,0,0,0,0,0
-55.046,40,7.9894,0,0,0,0,0,0,0,0,0
-54.534,38,12.117,0,0,0,0,0,0,0,0,0
-56.613,48,8.901,0,0,0,0,0,0,0,0,0
-55.552,43,10.843,0,0,0,0,0,0,0,0,0
-57.317,58,6.4588,0,0,0,0,0,0,0,0,0
-53.99,37,11.037,0,0,0,0,0,0,0,0,0
-54.761,47,9.7036,0,0,0,0,0,0,0,0,0
-55.763,49,8.9007,0,0,0,0,0,0,0,0,0
-54.23,43,10.562,0,0,0,0,0,0,0,0,0
-52.584,33,10.597,0,0,0,0,0,0,0,0,0
-55.72,46,9.0856,0,0,0,0,0,0,0,0,0
-53.722,38,11.716,0,0,0,0,0,1,0,0,1
-53.733,47,11.168,0,0,0,0,0,1,0,0,1
-54.236,57,7.8351,0,0,0,0,0,1,0,0,1
-54.688,46,10,0,0,0,0,0,1,0,0,1
-53.079,58,9.8612,0,0,0,0,0,1,0,0,1
-57.003,59,7.1403,0,0,0,0,0,1,0,0,1
-57.274,57,7.9415,0,0,0,0,0,1,0,0,1
-56.654,76,5.3873,0,0,0,0,0,1,0,0,1
-55.171,41,9.7018,0,0,0,0,0,1,0,0,1
-55.349,43,10.345,0,0,0,0,0,1,0,0,1
-54.747,64,6.9638,0,0,0,0,0,1,0,0,1
-56.037,55,8.0893,0,0,0,0,0,1,0,0,1
-56.528,64,7.8011,0,0,0,0,0,1,0,0,1
-52.864,44,9.9092,0,1,0,0,0,1,1,0,1
-55.854,59,10.189,0,1,0,0,0,1,1,0,1
-53.729,44,10.026,0,1,0,0,0,1,1,0,1
-54.476,47,10.088,0,0,0,0,0,1,0,0,1
-57.586,60,6.894,0,0,0,0,0,1,0,0,1
-56.361,76,5.596,0,0,0,0,0,1,0,0,1
-57.558,61,7.3607,0,0,0,0,0,1,0,0,1
-56.734,53,8.0689,0,0,0,0,0,1,0,0,1
-53.549,48,10.355,0,0,0,0,0,1,0,0,1
-55.06,38,11.561,0,0,0,0,0,1,0,0,1
-52.006,29,10.836,0,0,0,0,0,1,0,0,1
-54.102,54,8.6974,0,0,0,0,0,1,0,0,1
-55.373,50,8.781,0,0,0,0,0,1,0,0,1
-55.832,54,7.1692,0,0,0,0,0,1,0,0,1
-55.448,70,6.1808,0,0,0,0,0,1,0,0,1
-54.077,40,11.346,0,0,0,0,0,1,0,0,1
-55.214,43,9.2208,0,0,0,0,0,1,0,0,1
-55.497,54,8.5778,0,0,0,0,0,1,0,0,1
-55.926,40,10.473,0,0,0,0,0,1,0,0,1
-53.937,52,9.5958,0,0,0,0,0,1,0,0,1
-56.179,64,6.8988,0,0,0,0,0,1,0,0,1
-54.911,30,11.2,0,0,0,0,0,1,0,0,1
-57.037,63,6.8783,0,0,0,0,0,1,0,0,1
-58.484,63,6.6307,0,0,0,0,0,1,0,0,1
-56.319,46,9.7846,0,0,0,0,0,1,0,0,1
-55.156,45,11.055,0,0,0,0,0,1,0,0,1
-55.95,38,11.559,0,0,0,0,0,0,0,0,0
-55.252,39,9.99,0,0,0,0,0,0,0,0,0
-57.245,53,8.7167,0,0,0,0,0,0,0,0,0
-56.425,55,8.5396,0,0,0,0,0,0,0,0,0
-55.288,42,10.45,0,0,0,0,0,0,0,0,0
-56.297,45,9.7306,0,0,0,0,0,0,0,0,0
-57.386,45,9.1004,0,0,0,0,0,0,0,0,0
-54.794,33,11.228,0,0,0,0,0,0,0,0,0
-54.52,33,10.372,0,0,0,0,0,0,0,0,0
-57.815,52,6.6482,0,0,0,0,0,0,0,0,0
-56.651,49,9.9237,0,0,0,0,0,0,0,0,0
-58.961,59,6.9904,0,0,0,0,0,0,0,0,0
-57.798,51,8.8779,0,0,0,0,0,0,0,0,0
-58.59,62,7.4107,0,0,0,0,0,0,0,0,0
-57.451,51,8.0426,0,0,0,0,0,0,0,0,0
-55.231,45,10.171,0,0,0,0,0,0,0,0,0
-52.814,35,11.817,0,0,0,0,0,0,0,0,0
-60.183,66,7.1567,0,0,0,0,0,0,0,0,0
-54.612,37,11.425,0,0,0,0,0,0,0,0,0
-55.513,48,6.7908,0,0,0,0,0,0,0,0,0
-56.962,55,9.2906,0,0,0,0,0,0,0,0,0
-56.495,49,10.01,0,0,0,0,0,0,0,0,0
-56,50,9.1891,0,0,0,0,0,0,0,0,0
-53.654,33,12.601,0,0,0,0,0,0,0,0,0
-54.395,33,12.517,0,0,0,0,0,0,0,0,0
-55.097,37,10.823,0,0,0,0,0,0,0,0,0
-53.197,32,11.929,0,0,0,0,0,0,0,0,0
-54.453,31,12.231,0,0,0,0,0,0,0,0,0
-57.27,43,10.302,0,0,0,0,0,0,0,0,0
-56.768,49,7.5291,0,0,0,0,0,0,0,0,0
-55.809,49,10.093,0,1,0,0,0,0,1,0,0
-55.913,38,9.5103,0,1,0,0,0,0,1,0,0
-53.812,29,13.345,0,1,0,0,0,0,1,0,0
-57.661,41,10.052,0,0,0,0,0,0,0,0,0
-53.07,28,11.86,0,0,0,0,0,0,0,0,0
-57.289,56,8.6613,0,0,0,0,0,0,0,0,0
-57.327,59,9.2154,0,0,0,0,0,0,0,0,0
-55.713,38,9.9144,0,0,0,0,0,0,0,0,0
-54.67,36,10.906,0,0,0,0,0,0,0,0,0
-57.177,50,10.03,0,0,0,0,0,0,0,0,0
-56.461,53,8.552,0,0,0,0,0,0,0,0,0
-57.245,53,8.171,0,0,0,0,0,0,0,0,0
-51.594,21,10.59,0,0,0,0,0,0,0,0,0
-58.322,62,8.1883,0,0,0,0,0,0,0,0,0
-56.954,50,8.2873,0,0,0,0,0,0,0,0,0
-57.127,45,8.2016,0,0,0,0,0,0,0,0,0
-56.775,49,9.4381,0,0,0,0,0,0,0,0,0
-58.871,61,7.4774,0,0,0,0,0,0,0,0,0
-56.47,54,9.5195,0,0,0,0,0,0,0,0,0
-54.345,36,12.028,0,0,0,0,0,0,0,0,0
-54.886,35,13.182,0,0,0,0,0,0,0,0,0
-53.307,38,11.355,0,0,0,0,0,0,0,0,0
-54.922,40,9.8422,0,0,0,0,0,0,0,0,0
-55.376,35,10.009,0,0,0,0,0,0,0,0,0
-56.423,46,8.1064,0,0,0,0,0,0,0,0,0
-55.608,36,10.732,0,0,0,0,0,0,0,0,0
-58.496,50,7.431,0,0,0,0,0,0,0,0,0
-56.986,54,8.0793,0,0,0,0,0,0,0,0,0
-56.702,41,8.1665,0,0,0,0,0,0,0,0,0
-57.475,54,8.9012,0,0,0,0,0,0,0,0,0
-54.932,41,8.2249,0,0,0,0,0,0,0,0,0
-51.327,22,10.826,0,0,0,0,0,0,0,0,0
-55.929,37,11.993,0,0,0,0,0,0,0,0,0
-54.287,31,11.606,0,0,0,0,0,0,0,0,0
-56.326,47,9.4879,0,0,0,0,0,0,0,0,0
-56.996,45,9.639,0,0,0,0,0,0,0,0,0
-55.287,42,9.7937,0,0,0,0,0,0,0,0,0
-57.952,53,7.9879,0,0,0,0,0,0,0,0,0
-56.578,51,7.6648,0,0,0,0,0,0,0,0,0
-57.938,58,8.2609,0,0,0,0,0,0,0,0,0
-58,53,7.5299,0,0,0,0,0,0,0,0,0
-55.22,39,9.8218,0,0,0,0,0,0,0,0,0
-56.901,41,9.4599,0,0,0,0,0,0,0,0,0
-57.483,44,8.3136,0,0,0,0,0,0,0,0,0
-55.985,42,10.758,0,0,0,0,0,0,0,0,0
-56.285,35,9.1238,0,0,0,0,0,0,0,0,0
-54.57,33,11.394,0,0,0,0,0,0,0,0,0
-56.767,47,9.4667,0,0,0,0,0,0,0,0,0
-59.53,62,6.5864,0,0,0,0,0,0,0,0,0
-57.175,53,8.5591,0,0,0,0,0,0,0,0,0
-56.643,41,9.5037,0,0,0,0,0,0,0,0,0
-56.452,49,10.097,0,0,0,0,0,0,0,0,0
-55.983,45,8.4603,0,0,0,0,0,0,0,0,0
-57.922,51,7.805,0,0,0,0,0,0,0,0,0
