Frame Number,Start Sample No.,End Sample No.,dB ,Zero Crossing Number,Standard Deviation,block,vertical line,horizontal line,line with angles,curve,oscillation,High Freq,Middle Freq,Low Freq
361,184321,184832,-54.503,79,5.3337,0,0,0,0,0,1,0,0,1
362,184833,185344,-55.849,73,5.7232,0,0,0,0,0,1,0,0,1
363,185345,185856,-54.122,57,8.2966,0,0,0,0,0,1,0,0,1
364,185857,186368,-50.816,82,5.317,0,0,0,0,0,1,0,0,1
365,186369,186880,-56.35,79,5.6491,0,0,0,0,0,1,0,0,1
366,186881,187392,-53.071,89,4.1306,0,0,0,0,0,1,0,0,1
367,187393,187904,-50.134,98,3.6373,0,0,0,0,0,1,0,0,1
368,187905,188416,-54.017,82,5.0305,0,0,0,0,0,1,0,0,1
369,188417,188928,-52.625,98,2.3458,0,1,0,0,0,1,0,1,1
370,188929,189440,-49.837,78,6.535,0,1,0,0,0,1,0,1,1
371,189441,189952,-51.73,51,9.3996,0,1,0,0,0,1,0,1,1
372,189953,190464,-53.096,52,8.3672,0,1,0,0,0,1,0,1,1
373,190465,190976,-55.744,65,7.8228,0,1,0,0,0,1,1,0,1
374,190977,191488,-55.968,74,5.9533,0,1,0,0,0,1,1,0,1
375,191489,192000,-55.156,76,6.1153,0,1,0,0,0,1,1,0,1
376,192001,192512,-55.675,82,4.3161,0,0,0,0,0,1,0,0,1
377,192513,193024,-55.318,49,8.1038,0,0,0,0,0,1,0,0,1
378,193025,193536,-53.293,41,11.076,0,0,0,0,0,0,0,0,0
379,193537,194048,-55.135,53,8.9966,0,0,0,0,0,0,0,0,0
380,194049,194560,-51.819,57,8.5962,0,0,0,0,0,0,0,0,0
381,194561,195072,-53.167,56,8.9558,0,0,0,0,0,0,0,0,0
382,195073,195584,-53.665,50,9.167,0,0,0,0,0,0,0,0,0
383,195585,196096,-54.242,33,10.568,0,0,0,0,0,0,0,0,0
384,196097,196608,-54.976,46,8.6013,0,0,0,0,0,0,0,0,0
385,196609,197120,-51.299,27,12.826,0,0,0,0,0,0,0,0,0
386,197121,197632,-54.138,39,10.469,0,0,0,0,0,0,0,0,0
387,197633,198144,-57.319,49,7.7902,0,0,0,0,0,0,0,0,0
388,198145,198656,-57.775,65,5.8622,0,0,0,0,0,0,0,0,0
389,198657,199168,-55.435,52,8.0933,0,0,0,0,0,0,0,0,0
390,199169,199680,-52.526,26,12.932,0,0,0,0,0,0,0,0,0
391,199681,200192,-54.893,35,12.2,0,0,0,0,0,0,0,0,0
392,200193,200704,-56.878,51,8.4158,0,0,0,0,0,0,0,0,0
393,200705,201216,-54.339,35,11.098,0,0,0,0,0,0,0,0,0
394,201217,201728,-57.908,58,6.943,0,0,0,0,0,0,0,0,0
395,201729,202240,-57.372,65,7.2589,0,0,0,0,0,0,0,0,0
396,202241,202752,-54.537,39,11.559,0,0,0,0,0,0,0,0,0
397,202753,203264,-56.225,49,8.919,0,0,0,0,0,0,0,0,0
398,203265,203776,-55.256,44,10.429,0,0,0,0,0,0,0,0,0
399,203777,204288,-56.641,55,8.2681,0,0,0,0,0,0,0,0,0
400,204289,204800,-53.281,43,10.238,0,0,0,0,0,0,0,0,0
401,204801,205312,-52.289,29,10.632,0,0,0,0,0,0,0,0,0
402,205313,205824,-53.955,46,9.5133,0,0,0,0,0,0,0,0,0
403,205825,206336,-51.405,22,12.519,0,0,0,0,0,0,0,0,0
404,206337,206848,-56.107,54,9.6155,0,0,0,0,0,0,0,0,0
405,206849,207360,-55.743,46,9.6927,0,0,0,0,0,0,0,0,0
406,207361,207872,-55.81,47,9.2138,0,0,0,0,0,0,0,0,0
407,207873,208384,-49.967,23,11.96,0,0,0,0,0,0,0,0,0
408,208385,208896,-52.119,32,12.631,0,0,0,0,0,0,0,0,0
409,208897,209408,-51.06,26,12.798,0,0,0,0,0,0,0,0,0
410,209409,209920,-54.911,50,10.208,0,0,0,0,0,0,0,0,0
411,209921,210432,-55.848,47,9.6047,0,0,0,0,0,0,0,0,0
412,210433,210944,-55.614,43,11.947,0,0,0,0,0,0,0,0,0
413,210945,211456,-55.397,38,11.317,0,0,0,0,0,0,0,0,0
414,211457,211968,-54.179,41,8.8124,0,0,0,0,0,0,0,0,0
415,211969,212480,-53.554,27,12.617,0,0,0,0,0,0,0,0,0
416,212481,212992,-54.744,50,9.2151,0,1,0,0,0,0,0,1,0
417,212993,213504,-52.944,90,7.9427,0,1,0,0,0,0,0,1,0
418,213505,214016,-53.947,104,7.3254,0,1,0,0,0,0,0,1,0
419,214017,214528,-56.987,60,8.3171,0,1,0,0,0,0,0,1,0
420,214529,215040,-52.275,37,12.742,0,1,0,0,0,0,0,1,0
421,215041,215552,-55.075,43,10.758,0,0,0,0,0,0,0,0,0
422,215553,216064,-56.021,53,10.006,0,0,0,0,0,0,0,0,0
423,216065,216576,-53.532,36,11.729,0,0,0,0,0,0,0,0,0
424,216577,217088,-53.452,37,11.034,0,0,0,0,0,0,0,0,0
425,217089,217600,-54.703,40,10.394,0,0,0,0,0,0,0,0,0
426,217601,218112,-57.837,60,7.0386,0,0,0,0,0,0,0,0,0
427,218113,218624,-55.124,40,10.31,0,0,0,0,0,0,0,0,0
428,218625,219136,-55.523,41,10.082,0,1,0,0,0,0,1,0,0
429,219137,219648,-53.971,43,11.003,0,1,0,0,0,0,1,0,0
430,219649,220160,-54.624,41,10.963,0,1,0,0,0,0,1,0,0
431,220161,220672,-54.862,48,10.594,0,0,0,0,0,0,0,0,0
432,220673,221184,-55.299,47,8.1358,0,0,0,0,0,0,0,0,0
433,221185,221696,-55.579,44,9.5289,0,0,0,0,0,0,0,0,0
434,221697,222208,-55.81,50,9.4178,0,0,0,0,0,0,0,0,0
435,222209,222720,-54.618,36,10.766,0,0,0,0,0,0,0,0,0
436,222721,223232,-56.463,42,9.9127,0,0,0,0,0,0,0,0,0
437,223233,223744,-56.159,45,9.0491,0,0,0,0,0,0,0,0,0
438,223745,224256,-53.633,33,11.783,0,0,0,0,0,0,0,0,0
439,224257,224768,-54.659,36,11.445,0,0,0,0,0,0,0,0,0
440,224769,225280,-53.903,40,10.716,0,0,0,0,0,0,0,0,0
441,225281,225792,-55.761,36,11.464,0,0,0,0,0,0,0,0,0
442,225793,226304,-54.81,36,9.7307,0,0,0,0,0,0,0,0,0
443,226305,226816,-55.082,41,10.842,0,0,0,0,0,0,0,0,0
444,226817,227328,-55.696,38,9.8863,0,0,0,0,0,0,0,0,0
445,227329,227840,-56.334,47,8.2622,0,0,0,0,0,0,0,0,0
446,227841,228352,-55.497,44,8.3543,0,0,0,0,0,0,0,0,0
447,228353,228864,-55.991,45,9.7314,0,0,0,0,0,0,0,0,0
448,228865,229376,-55.929,46,8.8549,0,0,0,0,0,0,0,0,0
449,229377,229888,-54.089,34,11.472,0,0,0,0,0,0,0,0,0
450,229889,230400,-57.911,53,6.2867,0,0,0,0,0,0,0,0,0
451,230401,230912,-54.913,38,9.982,0,0,0,0,0,0,0,0,0
452,230913,231424,-57.681,47,8.9387,0,0,0,0,0,0,0,0,0
453,231425,231936,-55.675,46,11.357,0,0,0,0,0,0,0,0,0
454,231937,232448,-54.762,38,10.354,0,0,0,0,0,0,0,0,0
455,232449,232960,-55.498,42,9.2168,0,0,0,0,0,0,0,0,0
456,232961,233472,-57.579,50,7.9195,0,0,0,0,0,0,0,0,0
457,233473,233984,-54.987,47,9.9091,0,0,0,0,0,0,0,0,0
458,233985,234496,-57.392,56,8.5758,0,0,0,0,0,0,0,0,0
459,234497,235008,-56.687,42,10.127,0,0,0,0,0,0,0,0,0
460,235009,235520,-58.684,52,8.8129,0,0,0,0,0,0,0,0,0
461,235521,236032,-55.963,50,9.9498,0,0,0,0,0,0,0,0,0
462,236033,236544,-56.88,51,7.8001,0,0,0,0,0,0,0,0,0
463,236545,237056,-58.94,54,7.4972,0,0,0,0,0,0,0,0,0
464,237057,237568,-53.203,29,10.969,0,0,0,0,0,0,0,0,0
465,237569,238080,-54.551,35,10.536,0,0,0,0,0,0,0,0,0
466,238081,238592,-54.21,35,10.919,0,0,0,0,0,0,0,0,0
467,238593,239104,-55.199,40,11.428,0,0,0,0,0,0,0,0,0
468,239105,239616,-57.421,52,7.4585,0,0,0,0,0,0,0,0,0
469,239617,240128,-56.432,50,8.4409,0,0,0,0,0,0,0,0,0
470,240129,240640,-57.147,62,7.4585,0,0,0,0,0,0,0,0,0
471,240641,241152,-56.493,45,10.258,0,0,0,0,0,0,0,0,0
472,241153,241664,-55.374,39,10.396,0,0,0,0,0,0,0,0,0
473,241665,242176,-55.536,39,9.8879,0,0,0,0,0,0,0,0,0
474,242177,242688,-54.332,36,12.66,0,0,0,0,0,0,0,0,0
475,242689,243200,-59.077,47,7.851,0,0,0,0,0,0,0,0,0
476,243201,243712,-56.216,40,8.7057,0,0,0,0,0,0,0,0,0
477,243713,244224,-56.649,50,8.7567,0,0,0,0,0,0,0,0,0
478,244225,244736,-55.077,41,9.224,0,0,0,0,0,0,0,0,0
479,244737,245248,-57.893,52,6.9733,0,0,0,0,0,0,0,0,0
480,245249,245760,-59.53,67,5.7734,0,0,0,0,0,0,0,0,0
481,245761,246272,-56.724,46,10.727,0,0,0,0,0,0,0,0,0
482,246273,246784,-55.81,39,10.127,0,0,0,0,0,0,0,0,0
483,246785,247296,-58.09,53,6.7257,0,1,0,0,0,0,1,0,0
484,247297,247808,-52.948,42,11.967,0,1,0,0,0,0,1,0,0
485,247809,248320,-57.932,48,9.6239,0,1,0,0,0,0,1,0,0
486,248321,248832,-55.784,44,9.1784,0,1,0,0,0,0,1,0,0
487,248833,249344,-57.256,49,9.3721,0,0,0,0,0,0,0,0,0
488,249345,249856,-54.945,36,12.132,0,0,0,0,0,0,0,0,0
489,249857,250368,-57.239,77,4.8733,0,0,0,0,0,0,0,0,0
490,250369,250880,-56.747,56,8.2428,0,0,0,0,0,0,0,0,0
491,250881,251392,-54.51,43,9.0911,0,0,0,0,0,0,0,0,0
492,251393,251904,-54.803,38,10.192,0,0,0,0,0,0,0,0,0
493,251905,252416,-56.073,58,6.8634,0,0,0,0,0,0,0,0,0
494,252417,252928,-59.747,71,5.6753,0,0,0,0,0,0,0,0,0
495,252929,253440,-54.305,38,12.051,0,0,0,0,0,0,0,0,0
496,253441,253952,-55.762,43,10.705,0,0,0,0,0,0,0,0,0
497,253953,254464,-56.295,52,8.0703,0,0,0,0,0,1,0,0,1
498,254465,254976,-55.474,83,5.0775,0,0,0,0,0,1,0,0,1
499,254977,255488,-51.31,26,12.228,0,0,0,0,0,1,0,0,1
500,255489,256000,-53.764,61,8.197,0,0,0,0,0,1,0,0,1
501,256001,256512,-58.21,84,4.4554,0,0,0,0,0,1,0,0,1
502,256513,257024,-57.682,61,8.4173,0,0,0,0,0,1,0,0,1
503,257025,257536,-56.292,77,6.6782,0,0,0,0,0,1,0,0,1
504,257537,258048,-56.506,50,8.4037,0,0,0,0,0,1,0,0,1
505,258049,258560,-57.185,54,8.6181,0,0,0,0,0,1,0,0,1
506,258561,259072,-50.983,61,8.8189,0,0,0,0,0,1,0,0,1
507,259073,259584,-54.56,29,11.365,0,0,0,0,0,1,0,0,1
508,259585,260096,-57.203,81,5.8089,0,0,0,0,0,1,0,0,1
509,260097,260608,-56.422,58,8.3486,0,0,0,0,0,1,0,0,1
510,260609,261120,-58.388,53,9.0325,0,0,0,0,0,1,0,0,1
511,261121,261632,-54.968,70,6.2217,0,0,0,0,0,1,0,0,1
512,261633,262144,-53.261,60,8.2803,0,0,0,0,0,1,0,0,1
513,262145,262656,-56.78,64,8.4653,0,0,0,0,0,1,0,0,1
514,262657,263168,-55.857,72,6.8364,0,0,0,0,0,1,0,0,1
515,263169,263680,-57.903,77,4.6737,0,0,0,0,0,1,0,0,1
516,263681,264192,-53.792,33,12.475,0,0,0,0,0,1,0,0,1
517,264193,264704,-55.286,56,8.8172,0,0,0,0,0,1,0,0,1
518,264705,265216,-53.509,92,3.5733,0,0,0,0,0,1,0,0,1
519,265217,265728,-51.59,119,1.2711,0,0,0,0,0,1,0,0,1
520,265729,266240,-54.203,96,3.4274,0,0,0,0,0,1,0,0,1
521,266241,266752,-54.848,92,3.8254,0,0,0,0,0,1,0,0,1
522,266753,267264,-54.231,72,7.0394,0,0,0,0,0,1,0,0,1
523,267265,267776,-55.717,91,2.7112,0,0,0,0,0,1,0,0,1
524,267777,268288,-54.528,83,4.0304,0,0,0,0,0,1,0,0,1
525,268289,268800,-52.512,100,3.1205,0,0,0,0,0,1,0,0,1
526,268801,269312,-55.342,64,8.0181,0,0,0,0,0,1,0,0,1
527,269313,269824,-50.624,115,1.3716,0,0,0,0,0,1,0,0,1
528,269825,270336,-54.949,91,4.7698,0,0,0,0,0,1,0,0,1
529,270337,270848,-55.933,57,8.3491,0,0,0,0,0,1,0,0,1
530,270849,271360,-54.274,78,5.7819,0,0,0,0,0,1,0,0,1
531,271361,271872,-53.812,83,3.5629,0,0,0,0,0,1,0,0,1
532,271873,272384,-56.885,84,3.943,0,0,0,0,0,1,0,0,1
533,272385,272896,-58.575,86,3.9735,0,0,0,0,0,1,0,0,1
534,272897,273408,-56.411,63,7.2377,0,0,0,0,0,1,0,0,1
535,273409,273920,-50.995,84,4.5643,0,0,0,0,0,1,0,0,1
536,273921,274432,-51.568,112,2.0519,0,0,0,0,0,1,0,0,1
537,274433,274944,-55.505,64,6.6999,0,0,0,0,0,1,0,0,1
538,274945,275456,-54.696,79,5.1305,0,0,0,0,0,1,0,0,1
539,275457,275968,-54.608,100,3.5813,0,1,0,0,0,1,1,0,1
540,275969,276480,-55.762,87,3.9074,0,1,0,0,0,1,1,0,1
541,276481,276992,-55.121,66,6.1353,0,1,0,0,0,1,1,0,1
542,276993,277504,-58.619,80,5.2682,0,0,0,0,0,1,0,0,1
543,277505,278016,-53.074,66,6.6919,0,0,0,0,0,1,0,0,1
544,278017,278528,-50.786,109,2.0438,0,0,0,0,0,1,0,0,1
545,278529,279040,-55.675,81,5.842,0,0,0,0,0,1,0,0,1
546,279041,279552,-56.105,71,6.4064,0,0,0,0,0,1,0,0,1
547,279553,280064,-54.173,100,3.1536,0,0,0,0,0,1,0,0,1
548,280065,280576,-55.458,81,3.7791,0,0,0,0,0,1,0,0,1
549,280577,281088,-56.711,80,5.0626,0,0,0,0,0,1,0,0,1
550,281089,281600,-56.581,63,7.9705,0,0,0,0,0,1,0,0,1
551,281601,282112,-54.347,82,4.4295,0,0,0,0,0,1,0,0,1
552,282113,282624,-46.95,110,0.97252,0,0,0,0,0,1,0,0,1
553,282625,283136,-54.474,101,3.0099,0,0,0,0,0,1,0,0,1
554,283137,283648,-54.766,71,6.24,0,0,0,0,0,1,0,0,1
555,283649,284160,-55.668,91,3.8951,0,0,1,0,0,1,0,0,1
556,284161,284672,-53.938,81,4.8442,0,0,1,0,0,1,0,0,1
557,284673,285184,-53.791,70,3.7968,0,0,1,0,0,1,0,0,1
558,285185,285696,-52.429,52,5.1503,0,0,1,0,0,1,0,0,1
559,285697,286208,-49.966,50,5.9116,0,0,1,0,0,1,0,0,1
560,286209,286720,-50.716,90,2.6671,0,0,1,0,0,1,0,0,1
561,286721,287232,-50.29,109,2.0409,0,0,1,0,0,1,0,0,1
562,287233,287744,-54.599,63,7.3891,0,0,0,0,0,1,0,0,1
563,287745,288256,-56.029,78,5.3361,0,0,0,0,0,1,0,0,1
564,288257,288768,-55.339,103,2.964,0,0,0,0,0,1,0,0,1
565,288769,289280,-55.894,75,6.0015,0,0,0,0,0,1,0,0,1
566,289281,289792,-56.379,70,5.7383,0,0,0,0,0,1,0,0,1
567,289793,290304,-58.507,79,4.7753,0,0,0,0,0,1,0,0,1
568,290305,290816,-58.351,80,4.9389,0,0,0,0,0,1,0,0,1
569,290817,291328,-55.573,54,7.8809,0,0,0,0,0,1,0,0,1
570,291329,291840,-56.9,75,7.0082,0,0,0,0,0,1,0,0,1
571,291841,292352,-56.065,48,8.7722,0,0,0,0,0,1,0,0,1
572,292353,292864,-57.652,63,7.2465,0,0,0,0,0,1,0,0,1
573,292865,293376,-56.089,40,8.6854,0,0,0,0,0,0,0,0,0
574,293377,293888,-55.913,51,8.9429,0,0,0,0,0,0,0,0,0
575,293889,294400,-56.512,50,9.4271,0,0,0,0,0,0,0,0,0
576,294401,294912,-57.277,52,8.0956,0,0,0,0,0,0,0,0,0
577,294913,295424,-57.05,47,9.3088,0,0,1,0,0,0,0,0,1
578,295425,295936,-54.697,39,10.26,0,0,1,0,0,0,0,0,1
579,295937,296448,-54.693,44,6.3464,0,0,1,0,0,0,0,0,1
580,296449,296960,-51.297,54,2.0056,0,0,1,0,0,0,0,0,1
581,296961,297472,-48.893,54,1.7062,0,0,1,0,0,0,0,0,1
582,297473,297984,-46.995,54,1.4935,0,0,1,0,0,0,0,0,1
583,297985,298496,-51.825,57,3.9135,0,0,1,0,0,0,0,0,1
584,298497,299008,-56.49,54,5.2228,0,0,1,0,0,0,0,0,1
585,299009,299520,-55.187,44,10.394,0,0,1,0,0,0,0,0,1
586,299521,300032,-59.952,66,5.6359,0,0,0,0,0,0,0,0,0
587,300033,300544,-58.351,58,8.457,0,0,0,0,0,0,0,0,0
588,300545,301056,-58.86,70,5.6197,0,0,0,0,0,0,0,0,0
589,301057,301568,-55.071,46,7.7213,0,0,0,0,0,0,0,0,0
590,301569,302080,-56.219,44,8.5234,0,0,0,0,0,0,0,0,0
591,302081,302592,-56.331,47,7.0386,0,0,0,0,0,0,0,0,0
592,302593,303104,-57.719,48,8.4062,0,0,0,0,0,0,0,0,0
593,303105,303616,-58.635,58,7.5834,0,1,0,0,0,0,1,0,0
594,303617,304128,-56.549,58,8.043,0,1,0,0,0,0,1,0,0
595,304129,304640,-56.654,66,7.2416,0,1,1,0,0,0,1,0,1
596,304641,305152,-52.553,54,3.3644,0,1,1,0,0,0,1,0,1
597,305153,305664,-47.937,54,1.6056,0,0,1,0,0,0,0,0,1
598,305665,306176,-43.789,55,1.1253,0,0,1,0,0,0,0,0,1
599,306177,306688,-42.686,55,0.76122,0,0,1,0,0,0,0,0,1
600,306689,307200,-42.771,56,1.1766,0,0,1,0,0,0,0,0,1
601,307201,307712,-41.237,56,0.66548,0,0,1,0,0,0,0,0,1
602,307713,308224,-41.071,55,0.75389,0,0,1,0,0,0,0,0,1
603,308225,308736,-47.567,46,5.9489,0,0,1,0,0,0,0,0,1
604,308737,309248,-55.757,66,4.461,0,0,1,0,0,0,0,0,1
605,309249,309760,-54.459,53,8.8205,0,0,1,0,0,0,0,0,1
606,309761,310272,-57.862,58,7.0109,0,0,0,0,0,0,0,0,0
607,310273,310784,-57.796,54,6.7758,0,0,0,0,0,0,0,0,0
608,310785,311296,-58.236,50,8.811,1,0,0,0,0,0,0,0,1
609,311297,311808,-53.861,43,7.845,1,0,0,0,0,0,0,0,1
610,311809,312320,-53.331,43,5.2704,1,0,0,0,0,0,0,0,1
611,312321,312832,-56.275,67,5.5534,1,0,0,0,0,0,0,0,1
612,312833,313344,-53.78,50,4.1272,1,0,0,0,0,0,0,0,1
613,313345,313856,-58.167,56,6.3949,1,0,0,0,0,0,0,0,1
614,313857,314368,-59.297,67,6.3559,1,0,0,0,0,0,0,0,1
615,314369,314880,-55.433,45,4.13,1,0,0,0,0,0,0,0,1
616,314881,315392,-55.32,57,5.2029,1,0,0,0,0,0,0,0,1
617,315393,315904,-55.284,51,6.9563,1,0,0,0,0,0,0,0,1
618,315905,316416,-53.356,44,6.9653,1,0,0,0,0,0,0,0,1
619,316417,316928,-57.043,48,8.6926,1,0,0,0,0,0,0,0,1
620,316929,317440,-57.346,42,10.226,1,0,0,0,0,0,0,0,1
621,317441,317952,-58.257,58,7.4439,0,0,1,0,0,0,0,0,1
622,317953,318464,-54.591,57,5.8938,0,0,1,0,0,0,0,0,1
623,318465,318976,-50.559,65,2.4861,0,0,1,0,0,0,0,0,1
624,318977,319488,-48.686,67,1.717,0,0,1,0,0,0,0,0,1
625,319489,320000,-46.299,67,1.0924,0,0,1,0,0,0,0,0,1
626,320001,320512,-46.068,65,2.308,0,0,1,0,0,0,0,0,1
627,320513,321024,-48.386,52,3.6251,0,0,1,0,0,0,0,0,1
628,321025,321536,-52.633,44,6.858,0,0,1,0,0,0,0,0,1
629,321537,322048,-53.029,43,8.565,0,0,1,0,0,0,0,0,1
630,322049,322560,-57.273,60,6.9159,0,0,1,0,0,0,0,0,1
631,322561,323072,-55.425,55,6.6093,0,0,0,0,0,0,0,0,0
632,323073,323584,-55.869,61,6.3189,0,0,0,0,0,0,0,0,0
633,323585,324096,-54.404,53,6.7994,0,0,0,0,1,0,0,0,1
634,324097,324608,-55.885,51,7.6384,0,0,0,0,1,0,0,0,1
635,324609,325120,-56.498,48,8.1689,0,0,0,0,1,0,0,0,1
636,325121,325632,-55.298,28,10.558,0,0,0,0,1,0,0,0,1
637,325633,326144,-53.432,62,3.7464,0,0,0,0,1,0,0,0,1
638,326145,326656,-47.834,72,1.4135,0,0,0,0,1,0,0,0,1
639,326657,327168,-50.596,69,1.9653,0,0,0,0,1,0,0,0,1
640,327169,327680,-48.496,67,2.5923,0,0,0,0,1,0,0,0,1
641,327681,328192,-47.675,71,2.673,0,0,0,0,1,0,0,0,1
642,328193,328704,-50.565,83,4.8589,0,0,0,0,1,0,0,0,1
643,328705,329216,-53.742,91,4.2762,0,0,0,0,1,0,0,0,1
644,329217,329728,-52.64,88,4.2724,0,0,0,0,1,0,0,0,1
645,329729,330240,-51.481,76,4.1154,0,0,0,0,1,0,0,0,1
646,330241,330752,-51.725,73,4.0272,0,0,0,0,1,0,0,0,1
647,330753,331264,-54.247,83,4.4949,0,0,0,0,1,0,0,0,1
648,331265,331776,-50.659,81,2.1574,0,0,0,0,1,0,0,0,1
649,331777,332288,-52.397,93,3.0107,0,1,0,0,1,0,1,0,1
650,332289,332800,-54.639,88,4.3102,0,1,0,0,1,0,1,0,1
651,332801,333312,-54.863,83,4.5754,0,1,0,0,1,0,1,0,1
652,333313,333824,-55.299,82,5.2625,0,0,0,0,1,0,0,0,1
653,333825,334336,-56.846,73,5.6633,0,0,0,0,1,0,0,0,1
654,334337,334848,-56.938,62,7.9096,0,0,0,0,1,0,0,0,1
655,334849,335360,-54.979,51,7.297,0,0,0,0,1,0,0,0,1
656,335361,335872,-53.584,39,10.671,0,0,0,0,1,0,0,0,1
657,335873,336384,-55.697,54,8.6891,0,0,0,0,1,0,0,0,1
658,336385,336896,-56.781,68,6.4898,0,0,0,0,1,0,0,0,1
659,336897,337408,-58.523,71,5.6123,0,0,0,0,1,0,0,0,1
660,337409,337920,-56.258,47,9.9885,0,0,0,0,1,0,0,0,1
661,337921,338432,-58.402,59,6.9145,0,0,0,0,1,0,0,0,1
662,338433,338944,-56.985,48,8.5658,0,0,0,0,1,0,0,0,1
663,338945,339456,-58.156,59,7.7428,0,0,0,0,1,0,0,0,1
664,339457,339968,-55.165,45,9.453,0,0,0,0,1,0,0,0,1
665,339969,340480,-54.819,39,10.599,0,0,0,0,1,0,0,0,1
666,340481,340992,-57.478,54,6.2111,0,0,0,0,0,0,0,0,0
667,340993,341504,-58.542,63,5.8816,0,0,0,0,0,0,0,0,0
668,341505,342016,-58.913,62,6.3665,0,0,0,0,0,0,0,0,0
669,342017,342528,-56.248,43,8.7981,0,0,0,0,0,0,0,0,0
670,342529,343040,-54.604,39,10.339,0,0,0,0,0,0,0,0,0
671,343041,343552,-56.794,36,11.059,0,0,0,0,0,0,0,0,0
672,343553,344064,-55.408,39,10.738,0,0,0,0,0,0,0,0,0
673,344065,344576,-58.465,63,7.6259,0,0,0,0,0,0,0,0,0
674,344577,345088,-55.673,44,10.248,0,0,0,0,0,0,0,0,0
675,345089,345600,-55.259,40,9.7221,0,0,0,0,0,0,0,0,0
676,345601,346112,-57.409,55,8.9869,0,0,0,0,0,0,0,0,0
677,346113,346624,-54.827,50,8.6838,0,0,0,0,0,0,0,0,0
678,346625,347136,-55.935,43,8.5603,0,0,0,0,0,0,0,0,0
679,347137,347648,-55.645,46,8.6426,0,0,0,0,0,0,0,0,0
680,347649,348160,-57.058,63,6.8934,0,0,0,0,0,0,0,0,0
681,348161,348672,-56.781,45,9.3052,0,0,0,0,0,0,0,0,0
682,348673,349184,-59.165,56,6.5424,0,0,0,0,0,0,0,0,0
683,349185,349696,-59.213,62,6.9011,0,0,0,0,0,0,0,0,0
684,349697,350208,-56.742,46,8.3494,0,0,0,0,0,0,0,0,0
685,350209,350720,-59.687,62,6.3233,0,0,0,0,0,0,0,0,0
686,350721,351232,-56.428,44,9.2105,0,0,0,0,0,0,0,0,0
687,351233,351744,-58.634,49,7.8519,0,0,0,0,0,0,0,0,0
688,351745,352256,-58.055,56,9.3541,0,0,0,0,0,0,0,0,0
689,352257,352768,-55.479,42,10.431,0,0,0,0,0,0,0,0,0
690,352769,353280,-53.667,30,13.215,0,0,0,0,0,0,0,0,0
691,353281,353792,-55.308,48,9.6762,0,0,0,0,0,0,0,0,0
692,353793,354304,-58.12,59,7.3157,0,0,0,0,0,0,0,0,0
693,354305,354816,-57.55,65,7.0337,0,0,0,0,0,0,0,0,0
694,354817,355328,-58.442,51,8.684,0,0,0,0,0,0,0,0,0
695,355329,355840,-54.417,44,10.631,0,0,0,0,0,0,0,0,0
696,355841,356352,-55.711,41,9.197,0,0,0,0,0,0,0,0,0
697,356353,356864,-55.302,100,2.0923,0,0,0,0,0,0,0,0,0
698,356865,357376,-54.141,97,3.0409,0,0,0,0,0,0,0,0,0
699,357377,357888,-56.91,81,4.3236,0,0,0,0,0,1,0,0,1
700,357889,358400,-50.715,92,4.805,0,0,0,0,0,1,0,0,1
701,358401,358912,-51.268,88,5.9064,0,0,0,0,0,1,0,0,1
702,358913,359424,-55.587,73,6.4372,0,0,0,0,0,1,0,0,1
703,359425,359936,-56.92,82,4.8913,0,0,0,0,0,1,0,0,1
704,359937,360448,-56.912,71,5.9889,0,1,0,0,0,1,1,0,1
705,360449,360960,-57.573,79,4.9818,0,1,0,0,0,1,1,0,1
706,360961,361472,-54.944,98,3.5571,0,1,0,0,0,1,1,0,1
707,361473,361984,-54.608,49,8.177,0,0,0,0,0,1,0,0,1
708,361985,362496,-54.836,44,10.076,0,0,0,0,0,1,0,0,1
709,362497,363008,-52.67,83,5.3046,0,0,0,0,0,1,0,0,1
710,363009,363520,-56.516,68,5.2017,0,0,0,0,0,1,0,0,1
711,363521,364032,-53.497,45,10.827,0,0,0,0,0,1,0,0,1
712,364033,364544,-54.062,97,3.3023,0,0,0,0,0,1,0,0,1
713,364545,365056,-55.233,60,7.2425,0,0,0,0,0,1,0,0,1
714,365057,365568,-53.546,67,7.6493,0,0,0,0,0,1,0,0,1
715,365569,366080,-55.152,81,4.6752,0,0,0,0,0,1,0,0,1
716,366081,366592,-55.81,55,7.8894,0,0,0,0,0,1,0,0,1
717,366593,367104,-56.924,87,4.9327,0,0,0,0,0,1,0,0,1
718,367105,367616,-54.651,55,8.829,0,0,0,0,0,1,0,0,1
719,367617,368128,-56.383,58,7.2118,0,0,0,0,0,1,0,0,1
720,368129,368640,-54.046,80,5.9254,0,0,0,0,0,1,0,0,1
721,368641,369152,-54.904,74,6.2878,0,0,0,0,0,1,0,0,1
722,369153,369664,-56.763,69,6.4696,0,0,0,0,0,1,0,0,1
723,369665,370176,-54.281,98,4.3455,0,0,0,0,0,1,0,0,1
724,370177,370688,-55.904,85,4.9657,0,0,0,0,0,1,0,0,1
725,370689,371200,-56.127,68,7.0415,0,0,0,0,0,1,0,0,1
726,371201,371712,-56.73,93,3.3675,0,0,0,0,0,1,0,0,1
727,371713,372224,-56.923,57,8.1216,0,0,0,0,0,1,0,0,1
728,372225,372736,-57.274,73,7.8669,0,1,0,0,0,1,0,1,1
