Frame Number,Start Sample No.,End Sample No.,dB ,Zero Crossing Number,Standard Deviation,block,vertical line,horizontal line,line with angles,curve,oscillation,High Freq,Middle Freq,Low Freq
1095,560129,560640,-51.264,64,3.4879,0,0,0,0,1,0,0,0,1
1096,560641,561152,-44.08,73,0.85963,0,0,0,0,1,0,0,0,1
1097,561153,561664,-47.081,69,2.3789,0,0,0,0,1,0,0,0,1
1098,561665,562176,-46.773,75,1.3716,0,0,0,0,1,0,1,0,1
1099,562177,562688,-48.508,87,1.5246,0,0,0,0,1,0,1,0,1
1100,562689,563200,-50.293,90,3.4644,0,0,0,0,1,0,1,0,1
1101,563201,563712,-51.603,87,3.3206,0,0,0,0,1,0,1,0,1
1102,563713,564224,-55.34,87,4.1895,0,0,0,0,1,0,1,0,1
1103,564225,564736,-53.859,77,5.97,0,0,0,0,1,0,1,0,1
1104,564737,565248,-52.443,76,5.1399,0,0,0,0,1,0,1,0,1
1105,565249,565760,-54.955,81,5.1741,0,0,0,0,1,0,1,0,1
1106,565761,566272,-54.399,74,5.7787,0,0,0,0,1,0,1,0,1
1107,566273,566784,-53.299,56,8.3957,0,0,0,0,1,0,1,0,1
1108,566785,567296,-55.966,81,4.9356,0,0,0,0,1,0,1,0,1
1109,567297,567808,-54.408,63,6.2936,0,0,0,0,1,0,1,0,1
1110,567809,568320,-56.538,63,6.5118,0,0,0,0,1,0,1,0,1
1111,568321,568832,-54.837,55,8.1065,0,0,0,0,1,0,1,0,1
1112,568833,569344,-56.499,45,9.1128,0,0,0,0,1,0,1,0,1
1113,569345,569856,-57.063,50,8.2818,0,0,0,0,1,0,0,0,1
1114,569857,570368,-55.003,35,11.412,0,0,0,0,1,0,0,0,1
1115,570369,570880,-56.323,63,7.8941,0,0,0,0,1,0,0,0,1
1116,570881,571392,-55.277,44,9.8954,0,0,0,0,1,0,0,0,1
1117,571393,571904,-58.003,62,7.3386,0,0,0,0,0,0,0,0,0
1118,571905,572416,-54.729,33,11.1,0,0,0,0,0,0,0,0,0
1119,572417,572928,-57.183,47,7.9885,0,0,0,0,0,0,0,0,0
1120,572929,573440,-53.676,31,12.101,0,0,0,0,0,0,0,0,0
1121,573441,573952,-54.546,38,9.8339,0,0,0,0,0,0,0,0,0
1122,573953,574464,-58.389,57,7.4973,0,0,0,0,0,0,0,0,0
1123,574465,574976,-52.583,26,14.218,0,0,0,0,0,0,0,0,0
1124,574977,575488,-55.816,41,9.9103,0,0,0,0,0,0,0,0,0
1125,575489,576000,-56.89,53,7.5358,0,0,0,0,0,0,0,0,0
1126,576001,576512,-58.255,57,6.634,0,0,0,0,0,0,0,0,0
1127,576513,577024,-55.849,34,10.051,0,0,0,0,0,0,0,0,0
1128,577025,577536,-55.868,43,10.525,0,0,0,0,0,0,0,0,0
1129,577537,578048,-58.295,46,9.6463,0,0,0,0,0,0,0,0,0
1130,578049,578560,-53.235,27,12.237,0,0,0,0,0,0,0,0,0
1131,578561,579072,-55.197,33,12.625,0,0,0,0,0,0,0,0,0
1132,579073,579584,-55.595,37,10.603,0,0,0,0,0,0,0,0,0
1133,579585,580096,-53.544,37,11.4,0,0,0,0,0,0,0,0,0
1134,580097,580608,-53.841,34,12.002,0,0,0,0,0,0,0,0,0
1135,580609,581120,-53.588,73,7.6089,0,0,0,0,0,0,0,0,0
1136,581121,581632,-54.855,71,7.8942,0,0,0,0,0,0,0,0,0
1137,581633,582144,-55.563,61,8.1993,0,0,0,0,0,0,0,0,0
1138,582145,582656,-53.408,37,12.265,0,0,0,0,0,0,0,0,0
1139,582657,583168,-51.886,32,12.851,0,0,0,0,0,0,0,0,0
1140,583169,583680,-57.774,57,8.6979,0,0,0,0,0,0,0,0,0
1141,583681,584192,-56.402,42,9.2659,0,0,0,0,1,0,0,0,1
1142,584193,584704,-56.946,51,8.9545,0,0,0,0,1,0,0,0,1
1143,584705,585216,-57.101,64,8.3681,0,0,0,0,1,0,0,0,1
1144,585217,585728,-55.38,61,7.5172,0,0,0,0,1,0,0,0,1
1145,585729,586240,-53.325,54,8.9648,0,0,0,0,1,0,0,0,1
1146,586241,586752,-57.292,62,6.5538,0,0,0,0,1,0,0,0,1
1147,586753,587264,-56.843,56,8.2471,0,0,0,0,1,0,0,0,1
1148,587265,587776,-56.907,46,9.8744,0,0,0,0,1,0,0,0,1
1149,587777,588288,-53.232,27,11.681,0,0,0,0,1,0,0,0,1
1150,588289,588800,-57.682,59,7.0667,0,0,0,0,1,0,0,0,1
1151,588801,589312,-55.49,48,9.1401,0,0,0,0,1,0,0,0,1
1152,589313,589824,-53.042,36,12.066,0,0,0,0,1,0,0,0,1
1153,589825,590336,-58.17,64,7.1048,0,0,0,0,1,0,0,0,1
1154,590337,590848,-54.563,37,10.228,0,0,0,0,1,0,0,0,1
1155,590849,591360,-54.086,39,9.7261,0,0,0,0,1,0,0,0,1
1156,591361,591872,-55.323,51,10.386,0,0,0,0,1,0,0,0,1
1157,591873,592384,-57.58,68,6.3467,0,0,0,0,1,0,0,0,1
1158,592385,592896,-54.291,52,10.728,0,0,0,0,1,0,0,0,1
1159,592897,593408,-55.413,89,6.2224,0,0,0,0,1,0,0,0,1
1160,593409,593920,-55.834,68,7.4796,0,0,0,0,1,0,0,0,1
1161,593921,594432,-54.629,56,8.1246,0,0,0,0,1,0,0,0,1
1162,594433,594944,-56.722,54,9.1818,0,0,0,0,1,0,0,0,1
1163,594945,595456,-57.976,59,8.2709,0,0,0,0,1,0,0,0,1
1164,595457,595968,-59.027,75,5.6808,0,0,0,0,1,0,0,0,1
1165,595969,596480,-56.902,48,9.0202,0,0,0,0,1,0,0,0,1
1166,596481,596992,-53.611,29,13.217,0,0,0,0,0,0,0,0,0
1167,596993,597504,-59.352,66,7.6073,0,0,0,0,0,0,0,0,0
1168,597505,598016,-55.254,41,9.5189,0,0,0,0,0,0,0,0,0
1169,598017,598528,-57.675,61,8.2781,0,0,0,0,0,0,0,0,0
1170,598529,599040,-53.273,28,13.033,0,0,0,0,0,0,0,0,0
1171,599041,599552,-52.811,34,12.163,0,0,0,0,0,0,0,0,0
1172,599553,600064,-54.985,43,9.9553,0,0,0,0,0,0,0,0,0
1173,600065,600576,-56.241,87,7.0924,0,0,0,0,0,0,0,0,0
1174,600577,601088,-53.077,37,12.159,0,0,0,0,0,0,0,0,0
1175,601089,601600,-57.765,78,6.4342,0,0,0,0,0,0,0,0,0
1176,601601,602112,-55.554,47,9.6007,0,0,0,0,0,0,0,0,0
1177,602113,602624,-52.824,28,12.517,0,0,0,0,0,0,0,0,0
1178,602625,603136,-57.648,58,8.8679,0,0,0,0,0,0,0,0,0
1179,603137,603648,-57.745,60,7.3387,0,0,0,0,0,0,0,0,0
1180,603649,604160,-56.325,42,10.473,0,0,0,0,0,0,0,0,0
1181,604161,604672,-57.414,49,7.9898,0,0,0,0,0,0,0,0,0
1182,604673,605184,-56.146,46,9.3446,0,0,0,0,0,0,0,0,0
1183,605185,605696,-56.787,55,7.9508,0,0,0,0,0,0,0,0,0
1184,605697,606208,-52.914,28,11.632,0,0,0,0,0,0,0,0,0
1185,606209,606720,-54.843,38,11.41,0,0,0,0,0,0,0,0,0
1186,606721,607232,-52.292,29,12.809,0,0,0,0,0,0,0,0,0
1187,607233,607744,-53.764,34,10.758,0,0,0,0,0,0,0,0,0
1188,607745,608256,-55.583,46,9.9486,0,0,0,0,0,0,0,0,0
1189,608257,608768,-53.948,39,10.534,0,0,0,0,0,0,0,0,0
1190,608769,609280,-52.847,34,12.027,0,0,0,0,0,0,0,0,0
1191,609281,609792,-53.747,37,11.351,0,0,0,0,0,0,0,0,0
1192,609793,610304,-55.56,41,9.6505,0,0,0,0,0,0,0,0,0
1193,610305,610816,-55.714,43,8.9672,0,0,0,0,0,0,0,0,0
1194,610817,611328,-56.181,50,7.6399,0,0,0,0,0,0,0,0,0
1195,611329,611840,-57.719,52,6.7121,0,0,0,0,0,0,0,0,0
1196,611841,612352,-52.669,37,10.717,0,0,0,0,0,0,0,0,0
1197,612353,612864,-55.521,55,5.3857,0,0,0,0,0,0,0,0,0
1198,612865,613376,-56.75,50,9.6962,0,0,0,0,0,0,0,0,0
1199,613377,613888,-53.565,37,12.231,0,0,0,0,0,0,0,0,0
1200,613889,614400,-55.818,39,10.045,0,1,0,0,0,0,0,0,1
1201,614401,614912,-57.241,66,7.3031,0,1,0,0,0,0,0,0,1
1202,614913,615424,-55.821,70,7.4279,0,1,0,0,0,0,0,0,1
1203,615425,615936,-55.761,48,9.103,0,1,0,0,0,0,0,0,1
1204,615937,616448,-56.11,43,10.031,0,1,0,0,0,0,0,0,1
1205,616449,616960,-54.136,34,11.002,0,1,0,0,0,0,0,0,1
1206,616961,617472,-57.677,52,9.4716,0,1,0,0,0,0,0,0,1
1207,617473,617984,-54.634,36,11.542,0,1,0,0,0,0,0,0,1
1208,617985,618496,-56.859,68,4.8337,0,1,0,0,0,0,0,0,1
1209,618497,619008,-55.843,61,7.1931,0,1,0,0,0,0,0,0,1
1210,619009,619520,-55.319,40,10.31,0,1,0,0,0,0,0,0,1
1211,619521,620032,-55.45,43,10.154,0,1,0,0,0,0,0,0,1
1212,620033,620544,-50.902,26,12.792,0,0,0,0,0,0,0,0,0
1213,620545,621056,-54.786,35,11.467,0,0,0,0,0,0,0,0,0
1214,621057,621568,-52.807,22,12.078,0,0,0,0,0,0,0,0,0
1215,621569,622080,-51.253,25,11.488,0,0,0,0,0,0,0,0,0
1216,622081,622592,-58.271,62,6.5011,0,0,0,0,0,0,0,0,0
1217,622593,623104,-55.616,37,9.1183,0,0,0,0,0,0,0,0,0
1218,623105,623616,-55.935,43,8.9767,0,0,0,0,0,0,0,0,0
1219,623617,624128,-58.458,62,6.778,0,0,0,0,0,0,0,0,0
1220,624129,624640,-54.751,40,11.296,0,0,0,0,0,0,0,0,0
1221,624641,625152,-56.256,63,6.2592,0,0,0,0,0,0,0,0,0
1222,625153,625664,-53.704,34,8.8633,0,0,0,0,0,0,0,0,0
1223,625665,626176,-57.969,57,7.2674,0,0,0,0,0,0,0,0,0
1224,626177,626688,-56.622,46,9.3493,0,0,0,0,0,0,0,0,0
1225,626689,627200,-53.369,30,11.993,0,0,0,0,0,0,0,0,0
1226,627201,627712,-54.809,40,10.867,0,0,0,0,0,0,0,0,0
1227,627713,628224,-54.959,48,8.2952,0,0,0,0,0,0,0,0,0
1228,628225,628736,-56.244,45,8.664,0,0,0,0,0,0,0,0,0
1229,628737,629248,-56.301,41,10.217,0,0,0,0,0,0,0,0,0
1230,629249,629760,-56.54,49,9.2537,0,0,0,0,0,0,0,0,0
1231,629761,630272,-55.046,40,7.9894,0,0,0,0,0,0,0,0,0
1232,630273,630784,-54.534,38,12.117,0,0,0,0,0,0,0,0,0
1233,630785,631296,-56.613,48,8.901,0,0,0,0,0,0,0,0,0
1234,631297,631808,-55.552,43,10.843,0,0,0,0,0,0,0,0,0
1235,631809,632320,-57.317,58,6.4588,0,0,0,0,0,0,0,0,0
1236,632321,632832,-53.99,37,11.037,0,0,0,0,0,0,0,0,0
1237,632833,633344,-54.761,47,9.7036,0,0,0,0,0,0,0,0,0
1238,633345,633856,-55.763,49,8.9007,0,0,0,0,0,0,0,0,0
1239,633857,634368,-54.23,43,10.562,0,0,0,0,0,0,0,0,0
1240,634369,634880,-52.584,33,10.597,0,0,0,0,0,0,0,0,0
1241,634881,635392,-55.72,46,9.0856,0,0,0,0,0,0,0,0,0
1242,635393,635904,-53.722,38,11.716,0,0,0,0,0,1,0,0,1
1243,635905,636416,-53.733,47,11.168,0,0,0,0,0,1,0,0,1
1244,636417,636928,-54.236,57,7.8351,0,0,0,0,0,1,0,0,1
1245,636929,637440,-54.688,46,10,0,0,0,0,0,1,0,0,1
1246,637441,637952,-53.079,58,9.8612,0,0,0,0,0,1,0,0,1
1247,637953,638464,-57.003,59,7.1403,0,0,0,0,0,1,0,0,1
1248,638465,638976,-57.274,57,7.9415,0,0,0,0,0,1,0,0,1
1249,638977,639488,-56.654,76,5.3873,0,0,0,0,0,1,0,0,1
1250,639489,640000,-55.171,41,9.7018,0,0,0,0,0,1,0,0,1
1251,640001,640512,-55.349,43,10.345,0,0,0,0,0,1,0,0,1
1252,640513,641024,-54.747,64,6.9638,0,0,0,0,0,1,0,0,1
1253,641025,641536,-56.037,55,8.0893,0,0,0,0,0,1,0,0,1
1254,641537,642048,-56.528,64,7.8011,0,0,0,0,0,1,0,0,1
1255,642049,642560,-52.864,44,9.9092,0,1,0,0,0,1,1,0,1
1256,642561,643072,-55.854,59,10.189,0,1,0,0,0,1,1,0,1
1257,643073,643584,-53.729,44,10.026,0,1,0,0,0,1,1,0,1
1258,643585,644096,-54.476,47,10.088,0,0,0,0,0,1,0,0,1
1259,644097,644608,-57.586,60,6.894,0,0,0,0,0,1,0,0,1
1260,644609,645120,-56.361,76,5.596,0,0,0,0,0,1,0,0,1
1261,645121,645632,-57.558,61,7.3607,0,0,0,0,0,1,0,0,1
1262,645633,646144,-56.734,53,8.0689,0,0,0,0,0,1,0,0,1
1263,646145,646656,-53.549,48,10.355,0,0,0,0,0,1,0,0,1
1264,646657,647168,-55.06,38,11.561,0,0,0,0,0,1,0,0,1
1265,647169,647680,-52.006,29,10.836,0,0,0,0,0,1,0,0,1
1266,647681,648192,-54.102,54,8.6974,0,0,0,0,0,1,0,0,1
1267,648193,648704,-55.373,50,8.781,0,0,0,0,0,1,0,0,1
1268,648705,649216,-55.832,54,7.1692,0,0,0,0,0,1,0,0,1
1269,649217,649728,-55.448,70,6.1808,0,0,0,0,0,1,0,0,1
1270,649729,650240,-54.077,40,11.346,0,0,0,0,0,1,0,0,1
1271,650241,650752,-55.214,43,9.2208,0,0,0,0,0,1,0,0,1
1272,650753,651264,-55.497,54,8.5778,0,0,0,0,0,1,0,0,1
1273,651265,651776,-55.926,40,10.473,0,0,0,0,0,1,0,0,1
1274,651777,652288,-53.937,52,9.5958,0,0,0,0,0,1,0,0,1
1275,652289,652800,-56.179,64,6.8988,0,0,0,0,0,1,0,0,1
1276,652801,653312,-54.911,30,11.2,0,0,0,0,0,1,0,0,1
1277,653313,653824,-57.037,63,6.8783,0,0,0,0,0,1,0,0,1
1278,653825,654336,-58.484,63,6.6307,0,0,0,0,0,1,0,0,1
1279,654337,654848,-56.319,46,9.7846,0,0,0,0,0,1,0,0,1
1280,654849,655360,-55.156,45,11.055,0,0,0,0,0,1,0,0,1
1281,655361,655872,-55.95,38,11.559,0,0,0,0,0,0,0,0,0
1282,655873,656384,-55.252,39,9.99,0,0,0,0,0,0,0,0,0
1283,656385,656896,-57.245,53,8.7167,0,0,0,0,0,0,0,0,0
1284,656897,657408,-56.425,55,8.5396,0,0,0,0,0,0,0,0,0
1285,657409,657920,-55.288,42,10.45,0,0,0,0,0,0,0,0,0
1286,657921,658432,-56.297,45,9.7306,0,0,0,0,0,0,0,0,0
1287,658433,658944,-57.386,45,9.1004,0,0,0,0,0,0,0,0,0
1288,658945,659456,-54.794,33,11.228,0,0,0,0,0,0,0,0,0
1289,659457,659968,-54.52,33,10.372,0,0,0,0,0,0,0,0,0
1290,659969,660480,-57.815,52,6.6482,0,0,0,0,0,0,0,0,0
1291,660481,660992,-56.651,49,9.9237,0,0,0,0,0,0,0,0,0
1292,660993,661504,-58.961,59,6.9904,0,0,0,0,0,0,0,0,0
1293,661505,662016,-57.798,51,8.8779,0,0,0,0,0,0,0,0,0
1294,662017,662528,-58.59,62,7.4107,0,0,0,0,0,0,0,0,0
1295,662529,663040,-57.451,51,8.0426,0,0,0,0,0,0,0,0,0
1296,663041,663552,-55.231,45,10.171,0,0,0,0,0,0,0,0,0
1297,663553,664064,-52.814,35,11.817,0,0,0,0,0,0,0,0,0
1298,664065,664576,-60.183,66,7.1567,0,0,0,0,0,0,0,0,0
1299,664577,665088,-54.612,37,11.425,0,0,0,0,0,0,0,0,0
1300,665089,665600,-55.513,48,6.7908,0,0,0,0,0,0,0,0,0
1301,665601,666112,-56.962,55,9.2906,0,0,0,0,0,0,0,0,0
1302,666113,666624,-56.495,49,10.01,0,0,0,0,0,0,0,0,0
1303,666625,667136,-56,50,9.1891,0,0,0,0,0,0,0,0,0
1304,667137,667648,-53.654,33,12.601,0,0,0,0,0,0,0,0,0
1305,667649,668160,-54.395,33,12.517,0,0,0,0,0,0,0,0,0
1306,668161,668672,-55.097,37,10.823,0,0,0,0,0,0,0,0,0
1307,668673,669184,-53.197,32,11.929,0,0,0,0,0,0,0,0,0
1308,669185,669696,-54.453,31,12.231,0,0,0,0,0,0,0,0,0
1309,669697,670208,-57.27,43,10.302,0,0,0,0,0,0,0,0,0
1310,670209,670720,-56.768,49,7.5291,0,0,0,0,0,0,0,0,0
1311,670721,671232,-55.809,49,10.093,0,1,0,0,0,0,1,0,0
1312,671233,671744,-55.913,38,9.5103,0,1,0,0,0,0,1,0,0
1313,671745,672256,-53.812,29,13.345,0,1,0,0,0,0,1,0,0
1314,672257,672768,-57.661,41,10.052,0,0,0,0,0,0,0,0,0
1315,672769,673280,-53.07,28,11.86,0,0,0,0,0,0,0,0,0
1316,673281,673792,-57.289,56,8.6613,0,0,0,0,0,0,0,0,0
1317,673793,674304,-57.327,59,9.2154,0,0,0,0,0,0,0,0,0
1318,674305,674816,-55.713,38,9.9144,0,0,0,0,0,0,0,0,0
1319,674817,675328,-54.67,36,10.906,0,0,0,0,0,0,0,0,0
1320,675329,675840,-57.177,50,10.03,0,0,0,0,0,0,0,0,0
1321,675841,676352,-56.461,53,8.552,0,0,0,0,0,0,0,0,0
1322,676353,676864,-57.245,53,8.171,0,0,0,0,0,0,0,0,0
1323,676865,677376,-51.594,21,10.59,0,0,0,0,0,0,0,0,0
1324,677377,677888,-58.322,62,8.1883,0,0,0,0,0,0,0,0,0
1325,677889,678400,-56.954,50,8.2873,0,0,0,0,0,0,0,0,0
1326,678401,678912,-57.127,45,8.2016,0,0,0,0,0,0,0,0,0
1327,678913,679424,-56.775,49,9.4381,0,0,0,0,0,0,0,0,0
1328,679425,679936,-58.871,61,7.4774,0,0,0,0,0,0,0,0,0
1329,679937,680448,-56.47,54,9.5195,0,0,0,0,0,0,0,0,0
1330,680449,680960,-54.345,36,12.028,0,0,0,0,0,0,0,0,0
1331,680961,681472,-54.886,35,13.182,0,0,0,0,0,0,0,0,0
1332,681473,681984,-53.307,38,11.355,0,0,0,0,0,0,0,0,0
1333,681985,682496,-54.922,40,9.8422,0,0,0,0,0,0,0,0,0
1334,682497,683008,-55.376,35,10.009,0,0,0,0,0,0,0,0,0
1335,683009,683520,-56.423,46,8.1064,0,0,0,0,0,0,0,0,0
1336,683521,684032,-55.608,36,10.732,0,0,0,0,0,0,0,0,0
1337,684033,684544,-58.496,50,7.431,0,0,0,0,0,0,0,0,0
1338,684545,685056,-56.986,54,8.0793,0,0,0,0,0,0,0,0,0
1339,685057,685568,-56.702,41,8.1665,0,0,0,0,0,0,0,0,0
1340,685569,686080,-57.475,54,8.9012,0,0,0,0,0,0,0,0,0
1341,686081,686592,-54.932,41,8.2249,0,0,0,0,0,0,0,0,0
1342,686593,687104,-51.327,22,10.826,0,0,0,0,0,0,0,0,0
1343,687105,687616,-55.929,37,11.993,0,0,0,0,0,0,0,0,0
1344,687617,688128,-54.287,31,11.606,0,0,0,0,0,0,0,0,0
1345,688129,688640,-56.326,47,9.4879,0,0,0,0,0,0,0,0,0
1346,688641,689152,-56.996,45,9.639,0,0,0,0,0,0,0,0,0
1347,689153,689664,-55.287,42,9.7937,0,0,0,0,0,0,0,0,0
1348,689665,690176,-57.952,53,7.9879,0,0,0,0,0,0,0,0,0
1349,690177,690688,-56.578,51,7.6648,0,0,0,0,0,0,0,0,0
1350,690689,691200,-57.938,58,8.2609,0,0,0,0,0,0,0,0,0
1351,691201,691712,-58,53,7.5299,0,0,0,0,0,0,0,0,0
1352,691713,692224,-55.22,39,9.8218,0,0,0,0,0,0,0,0,0
1353,692225,692736,-56.901,41,9.4599,0,0,0,0,0,0,0,0,0
1354,692737,693248,-57.483,44,8.3136,0,0,0,0,0,0,0,0,0
1355,693249,693760,-55.985,42,10.758,0,0,0,0,0,0,0,0,0
1356,693761,694272,-56.285,35,9.1238,0,0,0,0,0,0,0,0,0
1357,694273,694784,-54.57,33,11.394,0,0,0,0,0,0,0,0,0
1358,694785,695296,-56.767,47,9.4667,0,0,0,0,0,0,0,0,0
1359,695297,695808,-59.53,62,6.5864,0,0,0,0,0,0,0,0,0
1360,695809,696320,-57.175,53,8.5591,0,0,0,0,0,0,0,0,0
1361,696321,696832,-56.643,41,9.5037,0,0,0,0,0,0,0,0,0
1362,696833,697344,-56.452,49,10.097,0,0,0,0,0,0,0,0,0
1363,697345,697856,-55.983,45,8.4603,0,0,0,0,0,0,0,0,0
1364,697857,698368,-57.922,51,7.805,0,0,0,0,0,0,0,0,0
1365,698369,698880,-55.342,41,11.062,0,1,0,0,0,0,1,0,0
1366,698881,699392,-50.949,25,11.832,0,1,0,0,0,0,1,0,0
1367,699393,699904,-53.377,35,12.052,0,1,0,0,0,0,1,0,0
1368,699905,700416,-56.344,46,9.6131,0,0,0,0,0,0,0,0,0
1369,700417,700928,-50.953,29,12.051,0,0,0,0,0,0,0,0,0
1370,700929,701440,-54.621,40,10.411,0,0,0,0,0,0,0,0,0
1371,701441,701952,-56.215,39,10.369,0,0,0,0,0,0,0,0,0
1372,701953,702464,-57.518,55,7.1299,0,0,0,0,0,0,0,0,0
1373,702465,702976,-59.039,64,6.7635,0,0,0,0,0,0,0,0,0
1374,702977,703488,-57.611,52,8.65,0,0,0,0,0,0,0,0,0
1375,703489,704000,-55.277,42,9.1256,0,0,0,0,0,0,0,0,0
1376,704001,704512,-55.911,47,8.9113,0,0,0,0,0,0,0,0,0
1377,704513,705024,-57.542,57,7.4759,0,0,0,0,0,0,0,0,0
1378,705025,705536,-54.784,33,11.819,0,0,0,0,0,0,0,0,0
1379,705537,706048,-58.014,54,7.2076,0,0,0,0,0,0,0,0,0
1380,706049,706560,-56.51,39,9.5954,0,0,0,0,0,0,0,0,0
1381,706561,707072,-56.643,42,11.137,0,0,0,0,0,0,0,0,0
1382,707073,707584,-54.04,30,12.243,0,0,0,0,0,0,0,0,0
1383,707585,708096,-57.261,43,7.6505,0,0,0,0,0,0,0,0,0
1384,708097,708608,-57.595,50,8.0886,0,0,0,0,0,0,0,0,0
1385,708609,709120,-55.706,44,9.2382,0,0,0,0,0,0,0,0,0
1386,709121,709632,-56.986,43,9.3995,0,0,0,0,0,0,0,0,0
1387,709633,710144,-55.06,36,12.753,0,0,0,0,0,0,0,0,0
1388,710145,710656,-55.231,43,9.7761,0,0,0,0,0,0,0,0,0
1389,710657,711168,-54.257,38,10.378,0,0,0,0,0,0,0,0,0
1390,711169,711680,-56.969,52,7.3067,0,0,0,0,0,0,0,0,0
1391,711681,712192,-57.125,50,9.0498,0,0,0,0,0,0,0,0,0
1392,712193,712704,-55.618,44,11.493,0,0,0,0,0,0,0,0,0
1393,712705,713216,-58.903,61,6.9589,0,0,0,0,0,0,0,0,0
1394,713217,713728,-54.396,39,10.795,0,0,0,0,0,0,0,0,0
1395,713729,714240,-57.454,48,8.8504,0,0,0,0,0,0,0,0,0
1396,714241,714752,-56.117,61,8.123,0,0,0,0,0,0,0,0,0
1397,714753,715264,-57.345,48,7.5986,0,0,0,0,0,0,0,0,0
1398,715265,715776,-54.608,37,11.483,0,0,0,0,0,0,0,0,0
1399,715777,716288,-51.654,27,13.88,0,0,0,0,0,0,0,0,0
1400,716289,716800,-57.884,53,9.6615,0,0,0,0,0,0,0,0,0
1401,716801,717312,-57.818,60,7.8536,0,0,0,0,0,0,0,0,0
1402,717313,717824,-57.953,54,6.6946,0,0,0,0,0,0,0,0,0
1403,717825,718336,-55.341,32,8.8877,0,0,0,0,0,0,0,0,0
1404,718337,718848,-56.634,49,8.3029,0,0,0,0,0,0,0,0,0
1405,718849,719360,-55.886,43,8.8733,0,0,0,0,0,0,0,0,0
1406,719361,719872,-54.434,38,12.436,0,0,0,0,0,0,0,0,0
1407,719873,720384,-57.025,48,7.9142,0,0,0,0,0,0,0,0,0
1408,720385,720896,-54.525,34,11.056,0,0,1,0,0,0,0,0,1
1409,720897,721408,-57.597,56,7.7194,0,0,1,0,0,0,0,0,1
1410,721409,721920,-57.294,59,6.6163,0,0,1,0,0,0,0,0,1
1411,721921,722432,-54.146,82,4.433,0,0,1,0,0,0,0,0,1
1412,722433,722944,-52.283,81,5.2345,0,0,1,0,0,0,0,0,1
1413,722945,723456,-51.185,40,11.811,0,0,1,0,0,0,0,0,1
1414,723457,723968,-55.99,57,8.4562,0,0,1,0,0,0,0,0,1
1415,723969,724480,-56.333,48,8.7122,0,0,1,0,0,0,0,0,1
1416,724481,724992,-56.758,48,9.3563,0,0,1,0,0,0,0,0,1
1417,724993,725504,-56.118,39,10.92,0,0,1,0,0,0,0,0,1
1418,725505,726016,-52.192,26,12.654,0,0,1,0,0,0,0,0,1
1419,726017,726528,-55.997,45,9.3962,0,0,1,0,0,0,0,0,1
1420,726529,727040,-58.789,64,7.5529,0,1,1,0,0,0,1,0,1
1421,727041,727552,-55.355,42,10.143,0,1,1,0,0,0,1,0,1
1422,727553,728064,-56.853,47,9.3799,0,1,0,0,0,0,1,0,0
1423,728065,728576,-58.068,48,8.7151,0,0,0,0,0,0,0,0,0
1424,728577,729088,-55.961,52,9.4956,0,0,1,0,0,0,0,0,1
1425,729089,729600,-53.541,39,11.134,0,0,1,0,0,0,0,0,1
1426,729601,730112,-52.122,72,5.4593,0,0,1,0,0,0,0,0,1
1427,730113,730624,-50.522,88,4.1474,0,0,1,0,0,0,0,0,1
1428,730625,731136,-48.688,100,2.448,0,0,1,0,0,0,0,0,1
1429,731137,731648,-53.67,47,10.179,0,0,1,0,0,0,0,0,1
1430,731649,732160,-54.321,45,9.4937,0,0,1,0,0,0,0,0,1
1431,732161,732672,-54.238,60,8.2302,0,0,1,0,0,0,0,0,1
1432,732673,733184,-50.768,28,12.328,0,0,1,0,0,0,0,0,1
1433,733185,733696,-56.498,43,9.1562,0,0,1,0,0,0,0,0,1
1434,733697,734208,-57.863,58,7.8178,0,0,1,0,0,0,0,0,1
1435,734209,734720,-55.547,39,11.529,0,0,1,0,0,0,0,0,1
1436,734721,735232,-50.627,22,10.155,0,0,0,0,0,0,0,0,0
1437,735233,735744,-54.096,39,11.236,0,0,1,0,0,0,0,0,1
1438,735745,736256,-56.779,63,6.1308,0,0,1,0,0,0,0,0,1
1439,736257,736768,-50.976,83,4.4273,0,0,1,0,0,0,0,0,1
1440,736769,737280,-47.685,106,1.0587,0,0,1,0,0,0,0,0,1
1441,737281,737792,-47.624,104,1.4878,0,0,1,0,0,0,0,0,1
1442,737793,738304,-52.466,100,2.0273,0,0,1,0,0,0,0,0,1
1443,738305,738816,-52.32,55,8.7064,0,0,1,0,0,0,0,0,1
1444,738817,739328,-53.936,54,9.0033,0,0,1,0,0,1,0,0,1
1445,739329,739840,-51.051,85,5.5811,0,0,1,0,0,1,0,0,1
1446,739841,740352,-54.273,76,6.9095,0,0,1,0,0,1,0,0,1
1447,740353,740864,-54.604,61,8.0211,0,0,1,0,0,1,0,0,1
1448,740865,741376,-57.439,88,4.9701,0,0,0,0,0,1,0,0,1
1449,741377,741888,-54.843,56,8.5858,0,0,0,0,0,1,0,0,1
1450,741889,742400,-52.249,39,12.132,0,0,1,0,0,1,0,0,1
1451,742401,742912,-48.161,91,3.6459,0,0,1,0,0,1,0,0,1
1452,742913,743424,-46.804,104,0.84253,0,0,1,0,0,1,0,0,1
1453,743425,743936,-46.304,102,1.5964,0,0,1,0,0,1,0,0,1
1454,743937,744448,-50.162,97,2.2008,0,0,1,0,0,1,0,0,1
