@relation 'Acoustic Analysis (Time Domain)-weka.filters.unsupervised.attribute.Remove-R1-3,13-15-weka.filters.unsupervised.attribute.Remove-R2-3'

@attribute 'dB ' numeric
@attribute block numeric
@attribute 'vertical line' numeric
@attribute 'horizontal line' numeric
@attribute 'line with angles' numeric
@attribute curve numeric
@attribute oscillation numeric

@data
-55.767,0,0,0,0,0,0
-58.811,0,1,0,0,0,0
-56.73,0,1,0,0,0,0
-54.378,0,1,0,0,0,0
-54.898,0,1,0,0,0,0
-54.811,0,0,0,0,0,0
-55.478,0,0,0,0,0,0
-55.778,0,0,0,0,0,0
-58.258,0,0,0,0,0,0
-57.749,0,0,0,0,0,0
-56.032,0,0,0,0,0,0
-56.194,0,0,0,0,0,0
-58.229,0,0,0,0,0,0
-56.515,0,0,0,0,0,0
-59.238,0,0,0,0,0,0
-54.461,0,0,0,0,0,0
-54.002,0,0,0,0,0,0
-55.149,0,0,0,0,0,0
-56.143,0,0,0,0,0,0
-55.587,0,0,0,0,0,0
-56.437,0,0,0,0,0,0
-57.683,0,0,0,0,0,0
-52.536,0,0,0,0,0,0
-54.081,0,0,0,0,0,0
-55.778,0,0,0,0,0,0
-58.079,0,0,0,0,0,0
-56.374,0,0,0,0,0,0
-57.428,0,0,0,0,0,0
-56.593,0,0,0,0,0,0
-54.312,0,0,0,0,0,0
-57.7,0,0,0,0,0,0
-53.434,0,0,0,0,0,0
-56.183,0,0,0,0,0,0
-51.262,0,0,0,0,0,0
-55.525,0,0,1,0,0,0
-54.227,0,0,1,0,0,0
-53.129,0,0,1,0,0,0
-53.302,0,0,1,0,0,0
-52.323,0,0,1,0,0,0
-50.21,0,0,1,0,0,0
-50.268,0,0,1,0,0,0
-55.065,0,0,1,0,0,0
-56.214,0,0,1,0,0,0
-53.709,0,0,0,0,0,0
-55.374,0,0,0,0,0,0
-54.879,0,0,0,0,0,0
-54.509,0,0,0,0,0,0
-50.95,0,0,0,0,0,0
-56.69,0,0,0,0,0,0
-56.86,0,0,0,0,0,0
-53.937,0,0,0,0,0,0
-57.584,0,0,0,0,0,0
-54.378,0,0,0,0,0,0
-55.183,0,0,0,0,0,0
-57.412,0,0,0,0,0,0
-56.437,0,0,0,0,0,0
-56.643,0,0,1,0,0,0
-53.426,0,0,1,0,0,0
-49.565,0,0,1,0,0,0
-45.554,0,0,1,0,0,0
-45.198,0,0,1,0,0,0
-47.1,0,0,1,0,0,0
-51.398,0,0,1,0,0,0
-45.253,0,0,1,0,0,0
-44.73,0,0,1,0,0,0
-51.669,0,0,1,0,0,0
-55.313,0,0,1,0,0,0
-55.536,0,0,0,0,0,0
-51.55,0,0,0,0,0,0
-55.029,0,0,0,0,0,0
-56.619,0,0,0,0,0,0
-54.093,0,0,0,0,0,0
-51.873,0,0,0,0,0,0
-53.47,0,0,0,0,0,0
-53.377,0,0,0,0,0,0
-52.722,0,0,0,0,0,0
-54.861,0,0,0,0,0,0
-53.65,0,0,0,0,0,0
-52.192,0,0,0,0,0,0
-53.08,0,0,0,0,0,0
-51.053,0,0,0,0,0,0
-53.508,0,0,0,0,0,0
-55.053,0,0,0,0,0,0
-52.71,0,0,1,0,0,0
-45.748,0,0,1,0,0,0
-40.289,0,0,1,0,0,0
-37.759,0,0,1,0,0,0
-38.941,0,0,1,0,0,0
-42.952,0,0,1,0,0,0
-44.729,0,0,1,0,0,0
-47.79,0,0,1,0,0,0
-50.295,0,0,1,0,0,0
-53.435,0,0,1,0,0,0
-53.441,0,0,1,0,0,0
-53.13,0,0,1,0,0,1
-56.473,0,0,1,0,0,1
-55.102,0,0,0,0,0,1
-56.306,0,0,0,0,0,1
-53.124,0,0,0,0,1,1
-44.834,0,0,0,0,1,1
-46.265,0,0,0,0,1,1
-44.534,0,0,0,0,1,1
-45.131,0,0,0,0,1,1
-48.608,0,0,0,0,1,1
-50.022,0,0,0,0,1,1
-50.194,0,0,0,0,1,1
-53.383,0,0,0,0,1,1
-52.714,0,0,0,0,1,1
-53.805,0,0,0,0,1,1
-54.337,0,0,0,0,1,1
-53.21,0,0,0,0,1,1
-53.419,0,0,0,0,1,1
-49.149,0,0,0,0,1,1
-52.81,0,0,0,0,1,1
-54.265,0,0,0,0,1,1
-52.692,0,0,0,0,1,1
-54.398,0,0,0,0,1,1
-54.543,0,0,0,0,1,1
-56.088,0,0,0,0,1,1
-56.812,0,0,0,0,1,1
-55.584,0,0,0,0,1,1
-52.917,0,0,0,0,1,1
-56.276,0,0,0,0,1,1
-54.873,0,0,0,0,0,1
-54.329,0,0,0,0,0,1
-53.948,0,0,0,0,0,1
-53.49,0,0,0,0,0,1
-54.838,0,0,0,0,0,1
-55.81,0,0,0,0,0,1
-56.317,0,0,0,0,0,1
-55.589,0,0,0,0,0,1
-55.531,0,0,0,0,0,1
-56.738,0,0,0,0,0,1
-50.616,0,0,0,0,0,1
-51.346,0,0,0,0,0,1
-55.199,0,0,0,0,0,0
-56.472,0,0,0,0,0,0
-59.248,0,0,0,0,0,0
-54.913,0,0,0,0,0,0
-57.407,0,0,0,0,0,0
-59.443,0,0,0,0,0,0
-55.699,0,0,0,0,0,0
-55.553,0,0,0,0,0,0
-57.076,0,0,0,0,0,0
-58.382,0,0,0,0,0,0
-55.045,0,1,0,0,0,0
-53.752,0,1,0,0,0,0
-55.304,0,1,0,0,0,0
-58.091,0,0,0,0,0,0
-55.453,0,0,0,0,0,0
-52.294,0,0,0,0,0,0
-57.789,0,0,0,0,0,0
-55.619,0,0,0,0,0,0
-55.648,0,0,0,0,0,0
-56.726,0,0,0,0,0,0
-55.655,0,0,0,0,0,0
-55.739,0,0,0,0,0,0
-57.239,0,0,0,0,0,0
-53.507,0,0,0,0,0,0
-56.313,0,0,0,0,0,0
-58.074,0,0,0,0,0,0
-57.042,0,0,0,0,0,0
-59.719,0,0,0,0,0,0
-57.48,0,0,0,0,0,0
-56.19,0,0,0,0,0,0
-56.065,0,0,0,0,0,0
-56.264,0,0,0,0,0,0
-56.945,0,0,0,0,0,0
-55.848,0,0,0,0,0,0
-55.606,0,0,0,0,0,0
-59.458,0,0,0,0,0,0
-57.868,0,0,0,0,0,0
-55.493,0,0,0,0,0,0
-56.83,0,0,0,0,0,0
-56.516,0,0,0,0,0,0
-56.825,0,0,0,0,0,0
-55.898,0,0,0,0,0,0
-58.125,0,0,0,0,0,0
-54.787,0,0,0,0,0,0
-58.983,0,0,0,0,0,0
-57.258,0,0,0,0,0,0
-55.47,0,0,0,0,0,0
-55.93,0,0,0,0,0,0
-56.514,0,0,0,0,0,0
-55.809,0,0,0,0,0,0
-58.008,0,0,0,0,0,0
-54.748,0,0,0,0,0,0
-58.072,0,0,0,0,0,0
-56.433,0,0,0,0,0,0
-54.782,0,0,0,0,0,0
-56.696,0,0,0,0,0,0
-56.986,0,0,0,0,0,0
-54.984,0,0,0,0,0,0
-55.852,0,0,0,0,0,0
-58.721,0,0,0,0,0,0
-54.687,0,0,0,0,0,0
-57.367,0,0,0,0,0,0
-56.685,0,0,0,0,0,0
-59.147,0,0,0,0,0,0
-56.07,0,0,0,0,0,0
-57.91,0,0,0,0,0,0
-56.026,0,0,0,0,0,0
-54.86,0,0,0,0,0,0
-56.204,0,0,0,0,0,0
-56.95,0,0,0,0,0,0
-55.577,0,0,0,0,0,0
-57.167,0,0,0,0,0,0
-56.177,0,0,0,0,0,0
-56.146,0,0,0,0,0,0
-57.461,0,0,0,0,0,0
-57.763,0,0,0,0,0,0
-57.686,0,0,0,0,0,0
-58.113,0,0,0,0,0,0
-57.46,0,0,0,0,0,0
-57.595,0,0,0,0,0,0
-58.651,0,0,0,0,0,0
-56.649,0,0,0,0,0,0
-55.71,0,1,0,0,0,0
-57.027,0,1,0,0,0,0
-57.592,0,1,0,0,0,0
-55.433,0,1,0,0,0,0
-54.288,0,1,0,0,0,0
-55.535,0,0,0,0,0,0
-56.257,0,0,0,0,0,0
-53.801,0,0,0,0,0,0
-57.457,0,0,0,0,0,0
-56.696,0,0,0,0,0,0
-57.999,0,0,0,0,0,0
-53.622,0,0,0,0,0,0
-54.186,0,0,0,0,0,0
-54.465,0,0,0,0,0,0
-53.929,0,0,0,0,0,0
-55.938,0,1,0,0,0,0
-57.372,0,1,0,0,0,0
-54.835,0,1,0,0,0,0
-56.974,0,1,0,0,0,0
-55.602,0,1,0,0,0,0
-55.815,0,0,0,0,0,0
-54.857,0,0,0,0,0,0
-56.278,0,0,0,0,0,0
-60.305,0,0,0,0,0,0
-58.081,0,0,0,0,0,0
-54.868,0,0,0,0,0,0
-52.879,0,0,0,0,0,0
-53.416,0,0,0,0,0,0
-55.959,1,0,0,0,0,0
-58.055,1,0,0,0,0,0
-55.985,1,0,0,0,0,0
-55.353,1,0,0,0,0,0
-57.522,1,0,0,0,0,0
-55.746,1,0,0,0,0,0
-55.431,1,0,0,0,0,0
-54.459,1,0,0,0,0,0
-55.399,1,0,0,0,0,0
-58.147,1,0,0,0,0,0
-55.872,1,0,0,0,0,0
-55.454,0,0,0,0,0,0
-58.588,0,0,0,0,0,0
-60.101,0,0,0,0,0,0
-56.015,0,0,0,0,0,0
-54.809,0,0,0,0,0,0
-57.17,1,0,0,0,0,0
-56.727,1,0,0,0,0,0
-55.302,1,0,0,0,0,0
-58.013,1,0,0,0,0,0
-55.535,1,0,0,0,0,0
-56.242,1,0,0,0,0,0
-57.994,1,0,0,0,0,0
-55.537,1,0,0,0,0,0
-53.209,1,0,0,0,0,0
-52.451,1,0,0,0,0,0
-52.127,1,0,0,0,0,0
-57.507,1,0,0,0,0,0
-56.63,1,0,0,0,0,0
-57.551,1,0,0,0,0,0
-57.412,0,0,0,0,0,0
-57.796,0,0,0,0,0,0
-56.137,0,0,0,0,0,0
-55.812,0,0,0,0,0,0
-56.357,0,0,0,0,0,0
-56.04,0,0,0,0,0,0
-58.345,0,0,0,0,0,0
-59.496,1,0,0,0,0,0
-52.955,1,0,0,0,0,0
-52.645,1,0,0,0,0,0
-56.912,1,0,0,0,0,0
-58.565,1,0,0,0,0,0
-54.059,1,0,0,0,0,0
-55.33,1,0,0,0,0,0
-55.826,1,0,0,0,0,0
-56.886,1,0,0,0,0,0
-55.41,1,0,0,0,0,0
-56.482,1,0,0,0,0,0
-54.178,1,0,0,0,0,0
-54.724,1,0,0,0,0,0
-57.047,1,0,0,0,0,0
-52.262,1,0,0,0,0,0
-54.551,1,0,0,0,0,0
-56.331,1,0,0,0,0,0
-56.723,1,0,0,0,0,0
-55.757,1,0,0,0,0,0
-51.983,0,0,0,0,0,0
-54.208,0,0,0,0,0,0
-56.744,0,0,0,0,0,0
-58.137,0,0,0,0,0,0
-57.14,0,0,0,0,0,0
-54.765,0,0,0,0,0,0
-56.186,0,0,0,0,0,0
-56.819,0,0,0,0,0,0
-51.575,0,0,0,0,0,0
-54.806,0,0,0,0,0,0
-57.06,0,0,0,0,0,0
-55.593,0,0,0,0,0,0
-52.865,0,0,0,0,0,0
-49.46,0,0,0,0,0,0
-53.985,0,0,0,0,0,0
-52.02,0,0,0,0,0,0
-55.714,0,0,0,0,0,0
-55.175,0,0,0,0,0,0
-58.228,0,0,0,0,0,0
-57.39,0,0,0,0,0,0
-53.17,0,0,0,0,0,0
-53.494,0,0,0,0,0,1
-55.769,0,0,0,0,0,1
-55.555,0,0,0,0,0,1
-54.421,0,0,0,0,0,1
-53.414,0,0,0,0,0,1
-54.323,0,0,0,0,0,1
-53.796,0,0,0,0,0,1
-56.35,0,0,0,0,0,1
-58.926,0,0,0,0,0,1
-55.977,0,0,0,0,0,1
-54.598,0,0,0,0,0,1
-55.074,0,0,0,0,0,1
-55.047,0,0,0,0,0,1
-51.363,0,0,0,0,0,1
-53.51,0,0,0,0,0,1
-50.898,0,0,0,0,0,1
-56.98,0,0,0,0,0,1
-55.042,0,0,0,0,0,1
-53.087,0,0,0,0,0,1
-56.4,0,0,0,0,0,1
-55.692,0,0,0,0,0,1
-54.368,0,0,0,0,0,1
-54.083,0,0,0,0,0,1
-56.781,0,0,0,0,0,1
-57.284,0,0,0,0,0,1
-55.542,0,0,0,0,0,1
-55.683,0,0,0,0,0,1
-54.514,0,0,0,0,0,1
-54.474,0,0,0,0,0,1
-56.185,0,1,0,0,0,1
-55.884,0,1,0,0,0,1
-55.134,0,1,0,0,0,1
-57.792,0,1,0,0,0,1
-58.403,0,1,0,0,0,1
-55.859,0,1,0,0,0,1
-55.297,0,0,0,0,0,1
-52.562,0,0,0,0,0,1
-54.131,0,0,0,0,0,1
-52.886,0,0,0,0,0,1
-54.141,0,0,0,1,0,1
-55.865,0,0,0,1,0,1
-54.835,0,0,0,1,0,1
-56.672,0,0,0,1,0,1
-53.906,0,0,0,1,0,1
-55.899,0,0,0,1,0,1
-56.211,0,0,0,1,0,1
-55.361,0,0,0,0,0,1
-56.37,0,0,0,0,0,1
-59.351,0,0,0,0,0,1
-55.775,0,0,0,0,0,1
-56.114,0,0,0,0,0,1
-53.823,0,0,0,0,0,1
-54.339,0,0,0,0,0,1
-55.129,0,0,0,0,0,1
-51.785,0,0,0,0,0,1
-52.051,0,0,0,0,0,1
-55.131,0,0,0,0,0,1
-53.549,0,0,0,0,0,1
-54.069,0,0,0,0,0,1
-53.014,0,0,0,0,0,1
-55.356,0,0,0,0,0,1
-57.138,0,0,0,0,0,1
-54.976,0,0,0,0,0,1
-50.901,0,0,0,0,0,0
-53.764,0,0,0,0,0,0
-51.402,0,0,0,0,0,0
-53.938,0,0,0,0,0,0
-52.549,0,0,0,0,0,0
-53.57,0,0,0,0,0,0
-54.933,0,0,0,0,0,0
-55.652,0,0,0,0,0,0
-52.132,0,0,0,0,0,0
-55.527,0,0,0,0,0,0
-53.009,0,0,0,0,0,0
-57.245,0,0,0,0,0,0
-53.952,0,0,0,0,0,0
-56.404,0,0,0,0,0,0
-57.487,0,0,0,0,0,0
-49.852,0,0,0,0,0,0
-54.092,0,0,0,0,0,0
-54.227,0,0,0,0,0,0
-58.55,0,0,0,0,0,0
-51.072,0,0,0,0,0,0
-55.302,0,0,0,0,0,0
-53.758,0,0,0,0,0,0
-55.026,0,0,0,0,0,0
-56.517,0,0,0,0,0,0
-56.357,0,0,0,0,0,0
-55.448,0,0,0,0,0,0
-55.028,1,0,0,0,0,0
-55.05,1,0,0,0,0,0
-55.687,1,0,0,0,0,0
-52.504,1,0,0,0,0,0
-52.947,1,0,0,0,0,0
-58.13,0,0,0,0,0,0
-55.516,0,0,0,0,0,0
-53.503,0,0,0,0,0,0
-57.314,0,0,0,0,0,0
-53.769,0,1,0,0,0,0
-55.221,1,1,0,0,0,0
-54.988,1,1,0,0,0,0
-55.98,1,0,0,0,0,0
-56.083,0,0,0,0,0,0
-53.574,0,0,0,0,0,0
-56.3,0,0,0,0,0,0
-52.255,0,0,0,0,0,0
-55.642,1,0,0,0,0,0
-53.107,1,0,0,0,0,0
-55.067,1,0,0,0,0,0
-54.893,1,0,0,0,0,0
-51.256,1,0,0,0,0,0
-55.227,0,0,0,0,0,0
-53.774,0,0,0,0,0,0
-56.769,0,0,0,0,0,0
-54.642,0,0,0,0,0,0
-55.181,0,0,0,0,0,0
-55.84,0,0,0,0,0,0
-56.364,0,0,0,0,0,0
-55.476,0,0,0,0,0,0
-53.797,0,0,0,0,0,0
-56.047,0,0,0,0,0,0
-57.488,0,0,0,0,0,0
-55.361,0,0,0,0,0,0
-56.057,1,0,0,0,0,0
-55.466,1,0,0,0,0,0
-56.832,1,0,0,0,0,0
-57.709,1,0,0,0,0,0
-58.622,0,0,0,0,0,0
-54.732,0,0,0,0,0,0
-56.499,0,0,0,0,0,0
-57.416,0,0,0,0,0,0
-56.644,0,0,0,0,0,0
-54.377,0,0,0,0,0,0
-56.619,0,0,0,0,0,0
-53.685,0,0,0,0,0,0
-54.19,0,0,1,0,0,0
-56.897,0,0,1,0,0,0
-54.351,0,0,1,0,0,0
-54.87,0,0,1,0,0,0
-55.741,0,0,1,0,0,0
-54.795,0,0,1,0,0,0
-55.711,0,0,1,0,0,0
-52.765,0,0,1,0,0,0
-54.073,0,0,1,0,0,0
-55.345,0,0,0,0,0,0
-56.581,0,0,0,0,0,0
-50.097,0,0,0,0,0,0
-55.7,0,0,0,0,0,0
-56.748,0,0,0,0,0,0
-53.835,0,0,0,0,0,0
-53.381,0,0,0,0,0,0
-55.478,0,0,0,0,0,0
-56.857,0,1,0,0,0,0
-52.261,0,1,0,0,0,0
-51.261,0,1,0,0,0,0
-54.441,0,1,0,0,0,0
-52.524,0,1,0,0,0,0
-51.26,0,0,0,0,0,0
-51.363,0,0,0,0,0,0
-54.281,0,0,0,0,0,0
-57.067,0,0,0,0,0,0
-54.216,0,0,0,0,0,0
-56.846,0,0,0,0,0,0
-56.896,0,0,0,0,0,0
-56.634,0,0,0,0,0,0
-53.886,0,0,0,0,0,0
-53.836,0,0,0,0,0,0
-56.179,0,0,0,0,0,0
-55.82,0,0,0,0,0,0
-56.254,0,0,0,0,0,0
-54.956,0,0,0,0,0,0
-47.621,0,0,0,0,0,0
-55.622,0,0,0,0,0,0
-52.824,0,0,0,0,0,0
-55.911,0,0,0,0,0,0
-53.264,0,0,0,0,0,0
-50.503,0,0,0,0,0,0
-53.489,0,0,0,0,0,0
-54.713,0,0,0,0,0,0
-53.311,0,0,0,0,0,0
-55.951,0,0,0,0,0,0
-56.213,0,0,0,0,0,0
-50.296,0,0,0,0,0,0
-51.523,0,0,0,0,0,0
-53.091,0,0,0,0,0,0
-57.592,0,1,0,0,0,0
-51.911,0,1,0,0,0,0
-53.913,0,1,0,0,0,1
-52.368,0,1,0,0,0,1
-49.233,0,1,0,0,0,1
-53.928,0,1,0,0,0,1
-54.439,0,1,0,0,0,1
-50.907,0,0,0,0,0,1
-49.911,0,0,0,0,0,1
-52.716,0,0,0,0,0,1
-54.888,0,0,0,0,0,1
-50.761,0,0,0,0,0,1
-54.354,0,0,0,0,0,1
-51.498,0,0,0,0,0,1
-50.061,0,0,0,0,0,1
-51.687,0,0,0,0,0,1
-54.059,0,0,0,0,0,1
-53.433,0,0,0,0,0,1
-52.336,0,0,0,0,0,1
-53.705,0,0,0,0,0,1
-53.787,0,1,0,0,0,1
-52.963,0,1,0,0,0,1
-51.461,0,1,0,0,0,1
-51.896,0,1,0,0,0,1
-52.091,0,1,0,0,0,1
-56.37,0,0,0,0,0,1
-55.458,0,0,0,0,0,1
-52.077,0,0,0,0,0,1
-53.99,0,1,0,0,0,1
-52.861,0,1,0,0,0,1
-54.156,0,1,0,0,0,1
-52.427,0,1,0,0,0,1
-54.562,0,1,0,0,0,1
-53.422,0,1,0,0,0,1
-51.755,0,1,0,0,0,1
-52.06,0,1,0,0,0,1
-51.545,0,1,0,0,0,1
-50.925,0,1,0,0,0,1
-49.584,0,0,0,0,0,1
-50.831,0,0,0,0,0,1
-54.541,0,0,0,0,0,1
-55.249,0,0,0,0,0,1
-53.74,0,0,0,0,0,1
-50.389,0,0,0,0,0,1
-53.925,0,0,0,0,0,1
-53.121,0,0,0,0,0,1
-53.926,0,0,0,0,0,1
-52.335,0,1,0,0,0,1
-48.841,0,1,0,0,0,1
-54.579,0,1,0,0,0,1
-52.767,0,1,0,0,0,1
-52.1,0,1,0,0,0,1
-50.732,0,1,0,0,0,1
-50.735,0,1,0,0,0,1
-50.209,0,1,0,0,0,1
-50.521,0,0,0,0,0,1
-51.325,0,0,0,0,0,1
-55.47,0,0,0,0,0,1
-49.533,0,0,0,0,0,1
-53.657,0,0,0,0,0,1
-51.262,0,0,0,0,0,1
-52.486,0,0,0,0,0,1
-55.198,0,0,0,0,0,1
-54.542,0,0,0,0,0,1
-52.342,0,0,0,0,0,1
-54.552,0,0,0,0,0,1
-54.75,0,0,0,0,0,1
-55.029,0,0,0,0,0,1
-53.506,0,0,0,0,0,1
-50.129,0,0,0,0,0,1
-54.413,0,0,0,0,0,1
-54.95,0,0,0,0,0,1
-53.412,0,0,0,0,0,1
-52.515,0,0,0,0,0,1
-52.553,0,0,0,0,0,1
-54.216,0,0,0,0,0,1
-53.428,0,0,0,0,0,1
-56.272,0,0,0,0,0,1
-52.282,0,0,0,0,0,1
-52.047,0,0,0,0,0,1
-55.259,0,0,0,0,0,1
-54.711,0,0,0,0,0,1
-54.98,0,0,0,0,0,1
-53.427,0,0,0,0,0,1
-56.04,0,0,0,0,0,1
-56.833,0,0,0,0,0,1
-57.375,0,0,0,0,0,1
-53.843,0,0,0,0,0,1
-53.672,0,0,0,0,0,1
-55.276,0,0,0,0,0,0
-55.803,0,0,0,0,0,0
-57.413,0,0,0,0,0,0
-53.042,0,0,0,0,0,0
-54.683,0,0,0,0,0,0
-54.85,0,0,0,0,0,0
-54.15,0,0,0,0,0,0
-52.847,0,0,0,0,0,0
-53.407,0,0,0,0,0,0
-55.71,0,0,0,0,0,0
-57.007,0,0,0,0,0,0
-54.354,0,0,0,0,0,0
-55.169,0,0,0,0,0,0
-53.131,0,0,0,0,0,0
-53.901,0,0,0,0,0,0
-57.572,0,1,0,0,0,0
-54.533,0,1,0,0,0,0
-57.467,0,1,0,0,0,0
-56.823,0,1,0,0,0,0
-56.514,0,0,0,0,0,0
-53.74,0,0,0,0,0,0
-55.954,0,0,0,0,0,0
-59.524,0,0,0,0,0,0
-55.479,0,0,0,0,0,0
-54.55,0,0,0,0,0,0
-57.284,0,0,0,0,0,0
-56.013,0,0,0,0,0,0
-53.357,0,0,0,0,0,0
-55.95,0,0,0,0,0,0
-57.126,0,0,0,0,0,0
-57.491,0,1,0,0,0,0
-57.516,0,1,0,0,0,0
-57.104,0,1,0,0,0,0
-54.298,0,1,0,0,0,0
-58.597,0,1,0,0,0,0
-57.838,0,0,0,0,0,0
-51.33,0,0,0,0,0,0
-51.297,0,0,0,0,0,0
-54.61,0,0,0,0,0,0
-57.662,0,0,0,0,0,0
-56.892,0,0,0,0,0,0
-52.422,0,0,0,0,0,0
-53.365,0,0,0,0,0,0
-54.712,0,0,0,0,0,0
-52.504,0,1,0,0,0,0
-54.478,0,1,0,0,0,0
-50.578,0,1,0,0,0,0
-55.718,0,1,0,0,0,0
-54.798,0,0,0,0,1,0
-54.764,0,0,0,0,1,0
-57.853,0,0,0,0,1,0
-54.222,0,0,0,0,1,0
-51.615,0,0,0,0,1,0
-54.866,0,0,0,0,1,0
-56.887,0,0,0,0,1,0
-55.212,0,0,0,0,1,0
-56.137,0,0,0,0,1,0
-58.329,0,0,0,0,1,0
-58.331,0,0,0,0,1,0
-54.402,0,0,0,0,1,0
-56.994,0,0,0,0,1,0
-56.864,0,0,0,0,1,0
-52.609,0,0,0,0,1,0
-56.817,0,0,0,0,1,0
-53.667,0,0,0,0,1,0
-56.336,0,0,0,0,1,0
-56.375,0,0,0,0,1,0
-56.336,0,0,0,0,0,0
-55.947,0,0,0,0,0,0
-54.471,0,0,0,0,0,0
-56.807,0,0,0,0,0,0
-58.671,0,0,0,0,0,0
-51.459,0,0,0,0,0,0
-55.108,0,0,0,0,0,0
-52.902,0,0,0,0,0,0
-54.897,0,0,0,0,0,0
-53.516,0,0,0,0,0,0
-53.334,0,0,0,0,0,0
-54.475,0,0,0,0,0,0
-52.632,0,0,0,0,0,0
-54.825,0,0,0,0,0,0
-59.299,0,0,0,0,0,0
-56.725,0,0,0,0,0,0
-54.943,0,0,0,0,0,0
-55.269,0,0,0,0,0,0
-53.449,0,0,0,0,0,0
-59.335,0,0,0,0,0,0
-53.59,0,0,0,0,0,0
-53.409,0,0,0,0,0,0
-47.829,0,0,0,0,0,0
-54.981,0,0,0,0,0,0
-52.241,0,0,0,0,0,0
-54.932,0,0,0,0,0,0
-54.475,0,0,0,0,0,0
-54.922,0,0,0,0,0,0
-56.271,0,0,0,0,0,0
-55.607,0,0,0,0,0,0
-53.503,0,0,0,0,0,0
-55.087,0,0,0,0,0,0
-53.271,0,0,0,0,0,0
-54.751,0,1,0,0,0,0
-51.362,0,1,0,0,0,0
-53.079,0,1,0,0,0,0
-57.067,0,0,0,0,0,0
-53.335,0,0,0,0,0,0
-54.338,0,0,0,0,0,0
-56.503,0,0,0,0,0,0
-52.455,0,0,0,0,0,0
-54.411,0,0,0,0,0,0
-50.943,0,0,0,0,0,0
-51.367,0,0,0,0,0,0
-55.588,0,0,0,0,0,0
-53.79,0,0,0,0,0,0
-56.742,0,0,0,0,0,0
-54.106,0,0,0,0,0,0
-55.631,0,0,0,0,0,0
-55.238,0,0,0,0,0,0
-51.551,0,0,0,0,0,0
-54.183,0,0,0,0,0,0
-54.887,0,0,0,0,0,0
-55.491,0,0,0,0,0,0
-50.37,0,0,0,0,0,0
-55.413,0,0,0,0,0,0
-52.57,0,0,0,0,0,0
-51.169,0,0,0,0,0,0
-53.588,0,0,0,0,0,0
-57.613,0,0,0,0,0,0
-56.608,0,0,0,0,0,0
-54.907,0,0,0,0,0,0
-56.653,0,0,0,0,0,0
-52.928,0,0,0,0,0,0
-57.29,0,0,0,0,0,0
-56.848,0,0,0,0,0,0
-53.715,0,0,0,0,0,1
-52.297,0,0,0,0,0,1
-54.284,0,0,0,0,0,1
-56.769,0,0,0,0,0,1
-51.475,0,0,0,0,0,1
-53.304,0,0,0,0,0,1
-54.28,0,0,0,0,0,1
-54.586,0,0,0,0,0,1
-52.495,0,0,0,0,0,1
-57.37,0,0,0,0,0,1
-53.973,0,0,0,0,0,1
-56.379,0,0,0,0,0,1
-55.699,0,0,0,0,0,1
-54.039,0,0,0,0,0,1
-52.772,0,0,0,0,0,1
-50.942,0,0,0,0,0,1
-53.748,0,0,0,0,0,1
-55.565,0,0,0,0,0,1
-56.785,0,0,0,0,0,1
-54.575,0,0,1,0,0,1
-52.193,0,0,1,0,0,1
-53.784,0,1,1,0,0,1
-51.56,0,1,1,0,0,1
-50.567,0,1,1,0,0,1
-53.962,0,1,1,0,0,1
-53.679,0,0,1,0,0,1
-55.649,0,0,1,0,0,1
-52.773,0,0,1,0,0,1
-56.705,0,0,1,0,0,1
-55.257,0,0,0,0,0,1
-58.284,0,0,0,0,0,1
-55.122,0,0,0,0,0,1
-55.786,0,0,0,0,0,1
-57.523,0,0,0,0,0,1
-55.265,0,0,0,0,0,1
-55.624,0,0,0,0,0,1
-55.128,0,0,0,0,0,1
-56.246,0,0,0,0,0,1
-53.491,0,0,0,0,0,1
-55.836,0,0,0,0,0,0
-57.874,0,0,0,0,0,0
-52.841,0,0,0,0,0,0
-52.77,0,0,0,0,0,0
-53.667,0,0,1,0,0,0
-51.227,0,0,1,0,0,0
-49.334,0,0,1,0,0,0
-47.367,0,0,1,0,0,0
-45.493,0,0,1,0,0,0
-44.101,0,0,1,0,0,0
-41.237,0,0,1,0,0,0
-42.291,0,0,1,0,0,0
-50.794,0,0,1,0,0,0
-51.001,0,0,1,0,0,0
-53.931,0,0,1,0,0,0
-53.6,0,0,1,0,0,0
-57.144,0,0,1,0,0,0
-54.209,0,0,0,0,0,0
-50.197,0,0,1,0,0,0
-53.569,0,0,1,0,0,0
-50.566,0,0,1,0,0,0
-54.434,0,0,1,0,0,0
-50.947,0,0,1,0,0,0
-53.23,0,0,1,0,0,0
-56.923,0,0,1,0,0,0
-56.639,0,0,0,0,0,0
-51.003,0,0,1,0,0,0
-50.692,0,0,1,0,0,0
-50.564,0,0,1,0,0,0
-54.592,0,0,1,0,0,0
-53.726,0,0,1,0,0,0
-53.83,0,0,0,0,0,0
-52.921,0,0,1,0,0,0
-45.892,0,0,1,0,1,0
-39.696,0,0,1,0,1,0
-40.96,0,0,1,0,1,0
-44.872,0,0,1,0,1,0
-41.815,0,0,1,0,1,0
-44.41,0,0,1,0,1,0
-49.152,0,0,1,0,1,0
-50.363,0,0,1,0,1,0
-52.945,0,0,1,0,1,0
-52.699,0,0,1,0,0,0
-51.579,0,0,1,0,0,0
-53.217,0,0,0,0,1,0
