@relation 'Acoustic Analysis (Time Domain)-weka.filters.unsupervised.attribute.Remove-R1-3,13-15-weka.filters.unsupervised.attribute.Remove-R2-3'

@attribute 'dB ' numeric
@attribute block numeric
@attribute 'vertical line' numeric
@attribute 'horizontal line' numeric
@attribute 'line with angles' numeric
@attribute curve numeric
@attribute oscillation numeric

@data
-57.379,0,0,0,0,0,0
-57.929,0,0,0,0,0,0
-57.922,0,0,0,0,0,0
-56.824,0,0,0,0,0,0
-56.491,0,0,0,0,0,0
-54.49,0,0,0,0,0,0
-54.397,0,0,0,0,0,0
-56.161,0,0,0,0,0,0
-57.083,0,0,0,0,0,0
-55.879,0,0,0,0,0,0
-54.738,0,0,0,0,0,0
-55.016,0,0,0,0,0,0
-54.741,0,0,0,0,0,0
-55.653,0,0,0,0,0,0
-53.315,0,0,0,0,0,0
-54.488,0,0,0,0,0,0
-52.984,0,0,0,0,0,0
-55.734,0,0,0,0,0,0
-58.738,0,0,0,0,0,0
-58.209,0,0,0,0,0,0
-57.595,0,1,0,0,0,0
-56.027,0,1,0,0,0,0
-52.726,0,1,0,0,0,0
-60.217,0,0,0,0,0,0
-57.367,0,0,0,0,0,0
-55.705,0,0,0,0,0,0
-58.603,0,0,0,0,0,0
-57.45,0,0,0,0,0,0
-56.037,0,0,0,0,0,0
-56.302,0,0,0,0,0,0
-55.801,0,0,0,0,0,0
-53.702,0,0,0,0,0,0
-56.53,0,0,0,0,0,0
-57.932,0,0,0,0,0,0
-53.591,0,0,0,0,0,0
-55.406,0,0,0,0,0,0
-58.739,0,0,0,0,0,0
-55.17,0,0,0,0,0,0
-58.932,0,0,0,0,0,0
-55.159,0,0,0,0,0,0
-57.43,0,0,0,0,0,0
-55.497,0,0,0,0,0,0
-57.788,0,0,0,0,0,0
-56.638,0,0,0,0,0,0
-57.403,0,0,1,0,0,0
-52.923,0,0,1,0,0,0
-53.31,0,0,1,0,0,0
-56.18,0,0,1,0,0,0
-51.778,0,0,1,0,0,0
-56.826,0,0,1,0,0,0
-57.823,0,0,1,0,0,0
-53.744,0,0,1,0,0,0
-55.73,0,0,1,0,0,0
-58.511,0,0,1,0,0,0
-56.141,0,0,1,0,0,0
-57.237,0,0,1,0,0,0
-57.949,0,0,0,0,0,0
-55.558,0,0,0,0,0,0
-58.037,0,0,0,0,0,0
-54.405,0,0,0,0,0,0
-58.096,0,0,0,0,0,0
-58.43,0,0,0,0,0,0
-57.953,0,0,0,0,0,0
-59.192,0,0,0,0,0,0
-57.626,0,0,0,0,0,0
-57.419,0,0,0,0,0,0
-57.847,0,0,1,0,0,0
-56.949,0,0,1,0,0,0
-55.629,0,0,1,0,0,0
-56.889,0,0,1,0,0,0
-56.774,0,0,1,0,0,0
-58.067,0,0,1,0,0,0
-56.484,0,0,1,0,0,0
-51.966,0,0,1,0,0,0
-58.229,0,0,1,0,0,0
-58.314,0,0,1,0,0,0
-55.014,0,0,1,0,0,0
-56.414,0,0,1,0,0,0
-57.32,0,0,1,0,0,0
-54.605,0,0,0,0,0,0
-56.844,0,0,0,0,0,0
-56.687,0,0,0,0,0,0
-58.623,0,0,0,0,0,0
-53.426,0,0,0,0,0,0
-52.618,0,0,0,0,0,0
-54.535,0,0,1,0,0,0
-55.286,0,0,1,0,0,0
-57.816,0,0,1,0,0,0
-57.817,0,0,1,0,0,0
-57.319,0,0,1,0,0,0
-55.652,0,0,1,0,0,0
-52.801,0,0,1,0,0,0
-55.372,0,0,1,0,0,0
-53.874,0,0,1,0,0,0
-54.517,0,0,1,0,0,0
-54.084,0,0,1,0,0,0
-57.451,0,0,1,0,0,0
-56.963,0,0,1,0,0,0
-56.269,0,0,1,0,0,0
-52.558,0,0,1,0,0,0
-55.35,0,0,1,0,0,0
-58.07,0,0,1,0,0,0
-56.832,0,0,1,0,0,0
-52.97,0,0,1,0,0,0
-56.93,0,0,1,0,0,0
-58.844,0,0,0,0,0,0
-53.709,0,0,0,0,0,0
-58.169,0,0,0,0,0,0
-57.57,0,0,0,0,0,0
-57.596,0,0,0,0,0,0
-59.499,0,0,0,0,0,0
-54.651,0,0,0,0,0,0
-53.725,0,0,0,0,0,0
-55.464,0,0,0,0,0,0
-53.496,0,0,0,0,0,0
-57.182,0,0,0,0,0,0
-57.066,0,0,0,0,0,0
-54.356,0,0,0,0,0,0
-53.325,0,0,0,0,0,0
-55.916,0,0,0,0,0,0
-56.196,0,0,0,0,0,0
-56.793,0,0,0,0,0,0
-54.661,0,0,0,0,0,0
-54.527,0,0,0,0,0,0
-57.768,0,0,0,0,0,0
-58.022,0,0,0,0,1,0
-57.247,0,0,0,0,1,0
-55.326,0,0,0,0,1,0
-54.37,0,0,0,0,1,0
-54.543,0,0,0,0,1,0
-52.967,0,1,0,0,1,0
-56.802,0,1,0,0,1,0
-57.121,0,1,0,0,1,0
-55.526,0,1,0,0,1,0
-54.675,0,0,0,0,1,0
-55.293,0,0,0,0,1,0
-55.193,0,0,0,0,1,0
-53.632,0,0,0,0,1,0
-52.279,0,0,0,0,0,0
-53.942,0,0,0,0,0,0
-57.947,0,0,0,0,0,0
-56.935,0,0,0,0,0,0
-57.828,0,0,0,0,0,0
-51.908,0,0,0,0,0,0
-50.807,0,0,0,0,0,0
-57.137,0,0,0,0,0,0
-58.023,0,0,0,0,0,0
-55.478,0,0,0,0,0,0
-57.836,0,0,0,0,0,0
-56.107,0,0,0,0,0,0
-56.845,0,0,0,0,0,0
-54.586,0,0,0,0,0,0
-57.071,0,0,0,0,0,0
-57.176,0,0,0,0,0,0
-58.223,0,0,0,0,0,0
-54.011,0,0,0,0,0,0
-53.02,0,0,0,0,0,0
-57.784,0,0,0,0,0,0
-54.505,0,0,0,0,0,0
-54.674,0,0,0,0,0,0
-54.76,0,0,0,0,0,0
-53.59,0,0,0,0,0,0
-57.063,0,0,0,0,0,0
-54.733,0,0,0,0,0,0
-56.284,0,0,0,0,0,0
-56.338,0,0,0,0,0,0
-56.239,0,0,0,0,0,0
-56.127,0,0,0,0,0,0
-54.228,0,0,0,0,0,0
-53.768,0,0,0,0,0,0
-58.846,0,0,0,0,0,0
-55.876,0,0,0,0,0,0
-56.203,0,0,0,0,0,0
-56.532,0,0,0,0,0,0
-57.062,0,0,0,0,0,0
-57.394,0,0,0,0,0,0
-59.351,0,0,0,0,0,0
-56.462,0,0,0,0,0,0
-55.861,0,0,0,0,0,0
-51.664,0,0,0,0,0,0
-55.083,0,0,0,0,0,0
-54.392,0,0,0,0,0,0
-57.6,0,0,0,0,0,0
-56.716,0,0,0,0,0,0
-55.544,0,0,0,0,0,0
-53.358,0,1,0,0,0,0
-53.569,0,1,0,0,0,0
-53.62,0,1,0,0,0,0
-55.866,0,0,0,0,0,1
-46.795,0,0,0,0,0,1
-51.552,0,0,0,0,0,1
-52.925,0,0,0,0,0,1
-50.635,0,0,0,0,0,1
-51.547,0,0,0,0,0,1
-51.035,0,0,0,0,0,1
-52.687,0,0,0,0,0,1
-52.75,0,0,0,0,0,1
-52.564,0,0,0,0,0,1
-52.991,0,0,0,0,0,1
-56.135,0,0,0,0,0,1
-50.693,0,0,0,0,0,1
-53.76,0,0,0,0,0,1
-53.859,0,0,0,0,0,1
-50.84,0,0,0,0,0,1
-54.983,0,0,0,0,0,1
-50.666,0,0,0,0,0,1
-52.827,0,0,0,0,0,1
-56.503,0,0,0,0,0,1
-53.033,0,0,0,0,0,1
-53.061,0,0,0,0,0,1
-53.288,0,0,0,0,0,1
-52.031,0,0,0,0,0,1
-54.431,0,0,0,0,0,1
-52.152,0,0,0,0,0,1
-49.285,0,0,0,0,0,1
-54.606,0,0,0,0,0,1
-54.642,0,0,0,0,0,1
-51.043,0,0,0,0,0,1
-55.247,0,0,0,0,0,1
-54.59,0,0,0,0,0,1
-52.891,0,0,0,0,0,1
-56.871,0,0,0,0,0,1
-52.507,0,0,0,0,0,1
-51.685,0,0,0,0,0,1
-50.758,0,0,0,0,0,1
-53.047,0,0,0,0,0,1
-51.954,0,0,0,0,0,1
-57.866,0,0,0,0,0,1
-51.76,0,0,0,0,0,1
-51.473,0,0,0,0,0,1
-54.38,0,0,0,0,0,1
-51.996,0,0,0,0,0,1
-52.939,0,0,0,0,0,1
-54.562,0,0,0,0,0,1
-53.53,0,0,0,0,0,1
-53.403,0,0,0,0,0,1
-55.02,0,0,0,0,0,1
-52.706,0,0,1,0,0,1
-50.408,0,0,1,0,0,1
-50.616,0,0,1,0,0,1
-50.451,0,1,1,0,0,1
-50.003,0,1,1,0,0,1
-50.04,0,1,1,0,0,1
-52.31,0,1,1,0,0,1
-57.631,0,0,1,0,0,1
-55.231,0,0,0,0,0,1
-54.954,0,0,0,0,0,0
-53.529,0,0,0,0,0,0
-56.089,0,0,0,0,0,0
-58.379,0,0,0,0,0,0
-56.166,0,0,0,0,0,0
-57.755,0,0,0,0,0,0
-56.838,0,0,0,0,0,0
-52.858,0,0,0,0,0,0
-56.033,0,0,0,0,0,0
-52.179,0,0,0,0,0,0
-57.561,0,0,1,0,0,0
-55.548,0,0,1,0,0,0
-54.556,0,0,1,0,0,0
-50.584,0,0,1,0,0,0
-47.711,0,0,1,0,0,0
-45.728,0,0,1,0,0,0
-43.521,0,0,1,0,0,0
-43.185,0,0,1,0,0,0
-43.068,0,0,1,0,0,0
-47.774,0,0,1,0,0,0
-52.713,0,0,1,0,0,0
-56.193,0,0,1,0,0,0
-56.053,0,0,0,0,0,0
-53.763,0,0,0,0,0,0
-57.282,0,0,0,0,0,0
-54.933,0,0,0,0,0,0
-56.706,0,0,0,0,0,0
-54.911,0,0,0,0,0,0
-55.449,0,0,0,0,0,0
-55.818,0,0,0,0,0,0
-55.695,0,0,0,0,0,0
-56.704,0,0,0,0,0,0
-57.614,0,0,0,0,0,0
-56.581,0,0,0,0,0,0
-53.834,0,0,0,0,0,0
-52.637,0,0,0,0,0,0
-53.728,0,0,0,0,0,0
-53.907,0,0,0,0,0,0
-56.796,0,0,0,0,0,0
-55.294,0,0,1,0,0,0
-53.473,0,0,1,0,0,0
-51.115,0,0,1,0,0,0
-54.577,0,0,1,0,0,0
-51.676,0,0,1,0,0,0
-46.504,0,0,1,0,0,0
-52.434,0,0,1,0,0,0
-51.889,0,0,1,0,0,0
-54.218,0,0,1,0,0,0
-52.595,0,0,1,0,0,0
-57.39,0,0,1,0,0,0
-56.983,0,1,0,0,0,0
-55.163,0,1,0,0,0,0
-53.21,0,1,0,0,0,0
-55.908,0,0,0,0,0,0
-55.704,0,0,0,0,1,0
-51.264,0,0,0,0,1,0
-44.08,0,0,0,0,1,0
-47.081,0,0,0,0,1,0
-46.773,0,0,0,0,1,0
-48.508,0,0,0,0,1,0
-50.293,0,0,0,0,1,0
-51.603,0,0,0,0,1,0
-55.34,0,0,0,0,1,0
-53.859,0,0,0,0,1,0
-52.443,0,0,0,0,1,0
-54.955,0,0,0,0,1,0
-54.399,0,0,0,0,1,0
-53.299,0,0,0,0,1,0
-55.966,0,0,0,0,1,0
-54.408,0,0,0,0,1,0
-56.538,0,0,0,0,1,0
-54.837,0,0,0,0,1,0
-56.499,0,0,0,0,1,0
-57.063,0,0,0,0,1,0
-55.003,0,0,0,0,1,0
-56.323,0,0,0,0,1,0
-55.277,0,0,0,0,1,0
-58.003,0,0,0,0,0,0
-54.729,0,0,0,0,0,0
-57.183,0,0,0,0,0,0
-53.676,0,0,0,0,0,0
-54.546,0,0,0,0,0,0
-58.389,0,0,0,0,0,0
-52.583,0,0,0,0,0,0
-55.816,0,0,0,0,0,0
-56.89,0,0,0,0,0,0
-58.255,0,0,0,0,0,0
-55.849,0,0,0,0,0,0
-55.868,0,0,0,0,0,0
-58.295,0,0,0,0,0,0
-53.235,0,0,0,0,0,0
-55.197,0,0,0,0,0,0
-55.595,0,0,0,0,0,0
-53.544,0,0,0,0,0,0
-53.841,0,0,0,0,0,0
-53.588,0,0,0,0,0,0
-54.855,0,0,0,0,0,0
-55.563,0,0,0,0,0,0
-53.408,0,0,0,0,0,0
-51.886,0,0,0,0,0,0
-57.774,0,0,0,0,0,0
-56.402,0,0,0,0,1,0
-56.946,0,0,0,0,1,0
-57.101,0,0,0,0,1,0
-55.38,0,0,0,0,1,0
-53.325,0,0,0,0,1,0
-57.292,0,0,0,0,1,0
-56.843,0,0,0,0,1,0
-56.907,0,0,0,0,1,0
-53.232,0,0,0,0,1,0
-57.682,0,0,0,0,1,0
-55.49,0,0,0,0,1,0
-53.042,0,0,0,0,1,0
-58.17,0,0,0,0,1,0
-54.563,0,0,0,0,1,0
-54.086,0,0,0,0,1,0
-55.323,0,0,0,0,1,0
-57.58,0,0,0,0,1,0
-54.291,0,0,0,0,1,0
-55.413,0,0,0,0,1,0
-55.834,0,0,0,0,1,0
-54.629,0,0,0,0,1,0
-56.722,0,0,0,0,1,0
-57.976,0,0,0,0,1,0
-59.027,0,0,0,0,1,0
-56.902,0,0,0,0,1,0
-53.611,0,0,0,0,0,0
-59.352,0,0,0,0,0,0
-55.254,0,0,0,0,0,0
-57.675,0,0,0,0,0,0
-53.273,0,0,0,0,0,0
-52.811,0,0,0,0,0,0
-54.985,0,0,0,0,0,0
-56.241,0,0,0,0,0,0
-53.077,0,0,0,0,0,0
-57.765,0,0,0,0,0,0
-55.554,0,0,0,0,0,0
-52.824,0,0,0,0,0,0
-57.648,0,0,0,0,0,0
-57.745,0,0,0,0,0,0
-56.325,0,0,0,0,0,0
-57.414,0,0,0,0,0,0
-56.146,0,0,0,0,0,0
-56.787,0,0,0,0,0,0
-52.914,0,0,0,0,0,0
-54.843,0,0,0,0,0,0
-52.292,0,0,0,0,0,0
-53.764,0,0,0,0,0,0
-55.583,0,0,0,0,0,0
-53.948,0,0,0,0,0,0
-52.847,0,0,0,0,0,0
-53.747,0,0,0,0,0,0
-55.56,0,0,0,0,0,0
-55.714,0,0,0,0,0,0
-56.181,0,0,0,0,0,0
-57.719,0,0,0,0,0,0
-52.669,0,0,0,0,0,0
-55.521,0,0,0,0,0,0
-56.75,0,0,0,0,0,0
-53.565,0,0,0,0,0,0
-55.818,0,1,0,0,0,0
-57.241,0,1,0,0,0,0
-55.821,0,1,0,0,0,0
-55.761,0,1,0,0,0,0
-56.11,0,1,0,0,0,0
-54.136,0,1,0,0,0,0
-57.677,0,1,0,0,0,0
-54.634,0,1,0,0,0,0
-56.859,0,1,0,0,0,0
-55.843,0,1,0,0,0,0
-55.319,0,1,0,0,0,0
-55.45,0,1,0,0,0,0
-50.902,0,0,0,0,0,0
-54.786,0,0,0,0,0,0
-52.807,0,0,0,0,0,0
-51.253,0,0,0,0,0,0
-58.271,0,0,0,0,0,0
-55.616,0,0,0,0,0,0
-55.935,0,0,0,0,0,0
-58.458,0,0,0,0,0,0
-54.751,0,0,0,0,0,0
-56.256,0,0,0,0,0,0
-53.704,0,0,0,0,0,0
-57.969,0,0,0,0,0,0
-56.622,0,0,0,0,0,0
-53.369,0,0,0,0,0,0
-54.809,0,0,0,0,0,0
-54.959,0,0,0,0,0,0
-56.244,0,0,0,0,0,0
-56.301,0,0,0,0,0,0
-56.54,0,0,0,0,0,0
-55.046,0,0,0,0,0,0
-54.534,0,0,0,0,0,0
-56.613,0,0,0,0,0,0
-55.552,0,0,0,0,0,0
-57.317,0,0,0,0,0,0
-53.99,0,0,0,0,0,0
-54.761,0,0,0,0,0,0
-55.763,0,0,0,0,0,0
-54.23,0,0,0,0,0,0
-52.584,0,0,0,0,0,0
-55.72,0,0,0,0,0,0
-53.722,0,0,0,0,0,1
-53.733,0,0,0,0,0,1
-54.236,0,0,0,0,0,1
-54.688,0,0,0,0,0,1
-53.079,0,0,0,0,0,1
-57.003,0,0,0,0,0,1
-57.274,0,0,0,0,0,1
-56.654,0,0,0,0,0,1
-55.171,0,0,0,0,0,1
-55.349,0,0,0,0,0,1
-54.747,0,0,0,0,0,1
-56.037,0,0,0,0,0,1
-56.528,0,0,0,0,0,1
-52.864,0,1,0,0,0,1
-55.854,0,1,0,0,0,1
-53.729,0,1,0,0,0,1
-54.476,0,0,0,0,0,1
-57.586,0,0,0,0,0,1
-56.361,0,0,0,0,0,1
-57.558,0,0,0,0,0,1
-56.734,0,0,0,0,0,1
-53.549,0,0,0,0,0,1
-55.06,0,0,0,0,0,1
-52.006,0,0,0,0,0,1
-54.102,0,0,0,0,0,1
-55.373,0,0,0,0,0,1
-55.832,0,0,0,0,0,1
-55.448,0,0,0,0,0,1
-54.077,0,0,0,0,0,1
-55.214,0,0,0,0,0,1
-55.497,0,0,0,0,0,1
-55.926,0,0,0,0,0,1
-53.937,0,0,0,0,0,1
-56.179,0,0,0,0,0,1
-54.911,0,0,0,0,0,1
-57.037,0,0,0,0,0,1
-58.484,0,0,0,0,0,1
-56.319,0,0,0,0,0,1
-55.156,0,0,0,0,0,1
-55.95,0,0,0,0,0,0
-55.252,0,0,0,0,0,0
-57.245,0,0,0,0,0,0
-56.425,0,0,0,0,0,0
-55.288,0,0,0,0,0,0
-56.297,0,0,0,0,0,0
-57.386,0,0,0,0,0,0
-54.794,0,0,0,0,0,0
-54.52,0,0,0,0,0,0
-57.815,0,0,0,0,0,0
-56.651,0,0,0,0,0,0
-58.961,0,0,0,0,0,0
-57.798,0,0,0,0,0,0
-58.59,0,0,0,0,0,0
-57.451,0,0,0,0,0,0
-55.231,0,0,0,0,0,0
-52.814,0,0,0,0,0,0
-60.183,0,0,0,0,0,0
-54.612,0,0,0,0,0,0
-55.513,0,0,0,0,0,0
-56.962,0,0,0,0,0,0
-56.495,0,0,0,0,0,0
-56,0,0,0,0,0,0
-53.654,0,0,0,0,0,0
-54.395,0,0,0,0,0,0
-55.097,0,0,0,0,0,0
-53.197,0,0,0,0,0,0
-54.453,0,0,0,0,0,0
-57.27,0,0,0,0,0,0
-56.768,0,0,0,0,0,0
-55.809,0,1,0,0,0,0
-55.913,0,1,0,0,0,0
-53.812,0,1,0,0,0,0
-57.661,0,0,0,0,0,0
-53.07,0,0,0,0,0,0
-57.289,0,0,0,0,0,0
-57.327,0,0,0,0,0,0
-55.713,0,0,0,0,0,0
-54.67,0,0,0,0,0,0
-57.177,0,0,0,0,0,0
-56.461,0,0,0,0,0,0
-57.245,0,0,0,0,0,0
-51.594,0,0,0,0,0,0
-58.322,0,0,0,0,0,0
-56.954,0,0,0,0,0,0
-57.127,0,0,0,0,0,0
-56.775,0,0,0,0,0,0
-58.871,0,0,0,0,0,0
-56.47,0,0,0,0,0,0
-54.345,0,0,0,0,0,0
-54.886,0,0,0,0,0,0
-53.307,0,0,0,0,0,0
-54.922,0,0,0,0,0,0
-55.376,0,0,0,0,0,0
-56.423,0,0,0,0,0,0
-55.608,0,0,0,0,0,0
-58.496,0,0,0,0,0,0
-56.986,0,0,0,0,0,0
-56.702,0,0,0,0,0,0
-57.475,0,0,0,0,0,0
-54.932,0,0,0,0,0,0
-51.327,0,0,0,0,0,0
-55.929,0,0,0,0,0,0
-54.287,0,0,0,0,0,0
-56.326,0,0,0,0,0,0
-56.996,0,0,0,0,0,0
-55.287,0,0,0,0,0,0
-57.952,0,0,0,0,0,0
-56.578,0,0,0,0,0,0
-57.938,0,0,0,0,0,0
-58,0,0,0,0,0,0
-55.22,0,0,0,0,0,0
-56.901,0,0,0,0,0,0
-57.483,0,0,0,0,0,0
-55.985,0,0,0,0,0,0
-56.285,0,0,0,0,0,0
-54.57,0,0,0,0,0,0
-56.767,0,0,0,0,0,0
-59.53,0,0,0,0,0,0
-57.175,0,0,0,0,0,0
-56.643,0,0,0,0,0,0
-56.452,0,0,0,0,0,0
-55.983,0,0,0,0,0,0
-57.922,0,0,0,0,0,0
-55.342,0,1,0,0,0,0
-50.949,0,1,0,0,0,0
-53.377,0,1,0,0,0,0
-56.344,0,0,0,0,0,0
-50.953,0,0,0,0,0,0
-54.621,0,0,0,0,0,0
-56.215,0,0,0,0,0,0
-57.518,0,0,0,0,0,0
-59.039,0,0,0,0,0,0
-57.611,0,0,0,0,0,0
-55.277,0,0,0,0,0,0
-55.911,0,0,0,0,0,0
-57.542,0,0,0,0,0,0
-54.784,0,0,0,0,0,0
-58.014,0,0,0,0,0,0
-56.51,0,0,0,0,0,0
-56.643,0,0,0,0,0,0
-54.04,0,0,0,0,0,0
-57.261,0,0,0,0,0,0
-57.595,0,0,0,0,0,0
-55.706,0,0,0,0,0,0
-56.986,0,0,0,0,0,0
-55.06,0,0,0,0,0,0
-55.231,0,0,0,0,0,0
-54.257,0,0,0,0,0,0
-56.969,0,0,0,0,0,0
-57.125,0,0,0,0,0,0
-55.618,0,0,0,0,0,0
-58.903,0,0,0,0,0,0
-54.396,0,0,0,0,0,0
-57.454,0,0,0,0,0,0
-56.117,0,0,0,0,0,0
-57.345,0,0,0,0,0,0
-54.608,0,0,0,0,0,0
-51.654,0,0,0,0,0,0
-57.884,0,0,0,0,0,0
-57.818,0,0,0,0,0,0
-57.953,0,0,0,0,0,0
-55.341,0,0,0,0,0,0
-56.634,0,0,0,0,0,0
-55.886,0,0,0,0,0,0
-54.434,0,0,0,0,0,0
-57.025,0,0,0,0,0,0
-54.525,0,0,1,0,0,0
-57.597,0,0,1,0,0,0
-57.294,0,0,1,0,0,0
-54.146,0,0,1,0,0,0
-52.283,0,0,1,0,0,0
-51.185,0,0,1,0,0,0
-55.99,0,0,1,0,0,0
-56.333,0,0,1,0,0,0
-56.758,0,0,1,0,0,0
-56.118,0,0,1,0,0,0
-52.192,0,0,1,0,0,0
-55.997,0,0,1,0,0,0
-58.789,0,1,1,0,0,0
-55.355,0,1,1,0,0,0
-56.853,0,1,0,0,0,0
-58.068,0,0,0,0,0,0
-55.961,0,0,1,0,0,0
-53.541,0,0,1,0,0,0
-52.122,0,0,1,0,0,0
-50.522,0,0,1,0,0,0
-48.688,0,0,1,0,0,0
-53.67,0,0,1,0,0,0
-54.321,0,0,1,0,0,0
-54.238,0,0,1,0,0,0
-50.768,0,0,1,0,0,0
-56.498,0,0,1,0,0,0
-57.863,0,0,1,0,0,0
-55.547,0,0,1,0,0,0
-50.627,0,0,0,0,0,0
-54.096,0,0,1,0,0,0
-56.779,0,0,1,0,0,0
-50.976,0,0,1,0,0,0
-47.685,0,0,1,0,0,0
-47.624,0,0,1,0,0,0
-52.466,0,0,1,0,0,0
-52.32,0,0,1,0,0,0
-53.936,0,0,1,0,0,1
-51.051,0,0,1,0,0,1
-54.273,0,0,1,0,0,1
-54.604,0,0,1,0,0,1
-57.439,0,0,0,0,0,1
-54.843,0,0,0,0,0,1
-52.249,0,0,1,0,0,1
-48.161,0,0,1,0,0,1
-46.804,0,0,1,0,0,1
-46.304,0,0,1,0,0,1
-50.162,0,0,1,0,0,1
-54.474,0,0,1,0,0,1
-54.007,0,0,1,0,0,1
-55.027,0,0,1,0,0,1
-53.286,0,0,0,0,0,1
-52.169,0,0,0,0,0,1
-52.827,0,0,1,0,0,1
-50.912,0,0,1,0,0,1
-48.227,0,0,1,0,0,1
-43.556,0,0,1,0,0,1
-42.326,0,0,1,0,0,1
-44.276,0,0,1,0,0,1
-44.781,0,0,1,0,0,1
-44.047,0,0,1,0,0,1
-44.937,0,0,1,0,0,1
-41.651,0,0,1,0,0,1
-40.835,0,0,1,0,0,1
-39.022,0,0,1,0,0,1
-43.967,0,0,1,0,0,1
-50.961,0,0,1,0,0,1
-53.731,0,0,1,0,0,1
-52.209,0,1,1,0,0,1
-52.956,0,1,1,0,0,1
-48.502,0,1,1,0,0,1
-45.874,0,1,1,0,0,1
-48.287,0,0,1,0,0,1
-51.82,0,0,1,0,0,1
-54.757,0,0,1,0,0,1
-54.58,0,0,1,0,0,1
-51.76,0,0,0,0,0,1
-52.033,0,0,0,1,0,1
-50.793,0,0,0,1,0,1
-48.938,0,0,0,1,0,1
-49.898,1,0,0,1,0,1
-42.472,1,0,0,1,0,1
-43.397,1,0,0,1,0,1
-42.293,1,0,0,1,0,1
-41.089,1,0,0,1,0,1
-49.515,1,0,0,1,0,1
-49.973,1,0,0,1,0,1
-48.561,1,0,0,0,0,1
-50.01,0,0,0,0,0,1
-51.311,0,0,0,0,0,1
-53.102,0,0,0,0,0,1
-52.472,0,0,0,0,0,1
-54.676,0,0,0,0,0,1
-57.183,0,0,0,0,0,1
-55.576,0,0,0,0,0,0
-55.759,0,0,0,0,0,0
-57.046,0,0,0,0,0,0
-52.172,0,0,0,0,0,0
-57.834,0,0,0,0,0,0
-57.372,0,0,0,0,0,0
-57.634,0,0,0,0,0,0
-57.034,0,0,0,0,0,0
-53.451,0,0,0,0,0,0
-53.278,0,0,0,0,0,0
-56.041,0,0,0,0,0,0
-55.574,0,0,0,0,0,0
-54.892,0,0,0,0,0,0
-55.689,0,0,0,0,0,0
-52.812,0,0,0,0,0,0
-53.974,0,0,0,0,0,0
-56.898,0,0,0,0,0,0
-56.257,0,0,0,0,0,0
-56.171,0,0,0,0,0,0
-52.469,0,0,0,0,0,0
-52.632,0,0,0,0,0,0
-58.263,0,0,0,0,0,0
-55.006,0,0,0,0,0,0
-55.748,0,0,0,0,0,0
-52.88,0,0,0,0,0,0
-58.009,0,0,0,0,0,0
-55.388,0,0,0,0,0,0
-58.386,0,0,0,0,0,0
-57.564,0,0,0,0,0,0
-57.868,0,0,0,0,0,0
-51.575,0,0,0,0,0,0
-55.069,0,0,0,0,0,0
-54.821,0,0,0,0,0,0
-55.232,0,0,0,0,0,0
-57.365,0,0,0,0,0,0
-54.605,0,0,0,0,0,0
-54.334,0,0,0,0,0,0
-51.903,0,0,0,0,0,0
-57.001,0,0,0,0,0,0
-55.579,0,0,0,0,0,1
-55.523,0,0,0,0,0,1
-55.916,0,0,0,0,0,1
-52.586,0,0,0,0,0,1
-51.001,0,0,0,0,0,1
-55.069,0,0,0,0,0,1
-47.574,0,0,0,0,0,1
-52.085,0,0,0,0,0,1
-56.798,0,0,0,0,0,1
-55.117,0,0,0,0,0,1
-54.332,0,0,0,0,0,1
-52.321,0,0,0,0,0,1
-51.112,0,0,0,0,0,1
-51.367,0,0,0,0,0,1
-54.195,0,0,0,0,0,1
-49.914,0,0,0,0,0,1
-51.381,0,0,0,0,0,1
-53.293,0,0,0,0,0,1
-51.935,0,0,0,0,0,1
-56.168,0,0,0,0,0,1
-53.291,0,0,0,0,0,1
-49.501,0,0,0,0,0,1
-55.104,0,0,0,0,0,1
-53.065,0,0,0,0,0,1
-51.365,0,0,0,0,0,1
-52.408,0,0,0,0,0,1
-50.059,0,0,0,0,0,1
-51.705,0,0,0,0,0,1
-53.623,0,0,0,0,0,1
-51.252,0,0,0,0,0,1
-51.155,0,0,0,0,0,1
-53.336,0,0,0,0,0,1
-51.201,0,0,0,0,0,1
-53.548,0,0,0,0,0,1
-52.951,0,0,0,0,0,1
-52.173,0,0,0,0,0,1
-53.293,0,0,0,0,0,1
-54.493,0,0,0,0,0,1
-50.906,0,0,0,0,0,1
-51.862,0,0,0,0,0,1
-55.834,0,0,0,0,0,1
-51.855,0,0,0,0,0,1
-53.205,0,0,0,0,0,1
-54.985,0,0,0,0,0,1
-51.805,0,0,0,0,0,1
-53.173,0,0,0,0,0,1
-53.912,0,0,0,0,0,1
-51.761,0,0,0,0,0,1
-54.977,0,0,0,0,0,1
-55.002,0,0,0,0,0,1
-50.053,0,0,0,0,0,1
-55.46,0,0,0,0,0,1
-54.407,0,0,0,0,0,1
-53.154,0,0,0,0,0,1
-52.441,0,0,0,0,0,1
-57.363,0,0,0,0,0,1
-54.616,0,0,0,0,0,1
-53.287,0,0,0,0,0,1
-53.109,0,0,0,0,0,1
-54.36,0,0,0,0,0,1
-57.522,0,0,0,0,0,1
-57.414,0,0,0,0,0,1
-56.93,0,0,0,0,0,0
-56.667,0,0,0,0,0,0
-56.294,0,0,0,0,0,0
-55.633,0,0,0,0,0,0
-56.167,0,0,0,0,0,0
