CallId	AudioReadingID	Hits	PeriodicHits	BestCallScore	BestScoreLocation
2	88DF7A54-1241-4CEE-A655-56553C961183	12	0	0	0
2	489CC4FA-95B7-41B5-928F-565E30E0ADD4	23	1	2	21993
2	C77E9325-5460-434A-B256-5665E11F9FE7	24	2	4	23034
2	B86475EC-6DC9-4726-80AE-5667B9B1802B	12	1	2	8396
2	BE6EB5A5-B65C-416D-A25C-566919C80CE0	4	0	0	0
2	2DB79E43-21BF-499C-9B11-7FF6B58B02F4	48	1	2	13040
2	DE0B1DBD-02C3-42A1-A4C8-8C8CE64BADE0	17	1	2	16978
2	F4E66757-0890-4667-BDE2-8DFF7DF35A2C	3	0	0	0
2	3B700F6B-7F44-43A3-B68F-8E0B2E394904	9	1	2	19244
2	200B41F6-5CC9-4C48-A380-8E109A61720A	35	3	4	19801
2	A1A69FB8-68A7-4183-8A7B-8E12DEFF20FC	25	2	2	16718
2	1A32A1E6-0519-43E8-A2D5-8E15C02A6212	29	0	0	0
2	B6B7DCC2-2763-4505-BFFB-8E205EEA2736	6	1	2	8284
2	0DA3CA1A-DFC4-475F-9A4C-8E2728DB3F09	18	0	0	0
2	857DE751-4489-45A0-B99F-8E2C000FB67C	11	0	0	0
2	BA416259-D3F7-4534-9D6C-8E2D00A12BD8	9	1	2	25597
2	AF27185B-A2D5-47F8-B447-8E38673D9854	16	1	2	4198
2	0CF8D054-C690-4764-9885-8E535A5A8246	15	1	0	0
2	0FDC28B5-1CFD-4C38-BC2E-8E5A46103E7F	3	0	0	0
2	36340A97-DDC4-4AA3-9F8F-964A61A12FD3	28	9	5	25151
2	0AFE4E0A-38B4-4600-BDAE-99FAA8031B71	15	2	2	4049
2	85A965CC-22BB-4A0F-9934-99FB50824CE1	17	4	6	4495
2	EE3DF814-06C8-45B8-8AFA-9A1ED35D61AA	8	0	0	0
2	8767071F-6799-45F6-950A-9B7843A5469A	7	0	0	0
2	7D4AC200-1525-446C-9CF8-A35D9538CEA2	15	0	0	0
2	644A08BA-B50E-4D60-988F-A35EECA16AEC	37	1	2	7541
2	94E5A9B8-9852-4CCD-9F86-A3614F16F555	7	0	0	0
2	6948E0C0-0491-4DB7-B950-A36313925678	17	0	0	0
2	B89724E6-B857-4157-AE0F-A389490B8D3F	11	0	0	0
2	27E27D71-9D28-4139-A38B-A39748F2650C	10	1	2	52124
2	BBF902D3-7FFF-4D7B-A51C-A39C7327E85C	9	0	0	0
2	2B5AE656-7293-4A29-B842-A3A715532374	103	11	6	8433
2	A0D37112-4135-4CD6-9829-A3B45DD954D7	13	1	2	17535
2	15C9601B-8DF0-4019-93B3-A3BCC5694844	45	5	6	4198
2	7F3E81F5-B8F2-4B54-93B3-A3C247C83E6C	9	3	6	3492
2	1733A6E8-6279-4D55-B19C-A3CB9A22311A	12	1	2	18167
2	C1EA5C7D-7CE1-4C42-895B-EB74203AD15E	2	0	0	0
2	ED29EA74-7E76-4177-9A31-EB89C5F43952	8	1	2	4978
2	D317A679-FB19-471B-8D3A-EB8DD8CFF58C	24	3	2	7021
2	45B1BFEB-3567-45FE-B705-EB9A1C0C14D2	40	15	16	47851
2	DE90EB74-3D7F-4B96-80BB-EBA1C351E5FF	23	7	8	41535
2	31CA3B09-EF66-4E2C-8E40-EBAED95D223C	14	0	0	0
2	BE0EDDEA-FF96-43A5-B28C-EBB3CAA02CAC	7	3	6	7616
2	2FC554A7-AAE7-4DFC-8638-EBC09C794BF7	58	1	2	17684
2	61F47D3B-D3DD-46E6-97F2-EBD8A691ADB5	28	7	12	25077
2	A2F21715-077A-4A99-B141-FABB04A003D3	70	1	2	15232
2	4B06BEC9-693F-4B39-9B2F-0092182DD856	29	7	11	15529
2	EB52E15E-5B99-445D-8DC5-01B5FA2A5D1D	9	0	0	0
2	21B33BED-9C15-4200-8067-0478AFBF6063	7	0	0	0
2	983272A4-87F5-4389-948B-047C93401FE3	7	0	0	0
2	D42875BA-D5A5-4B22-A3F7-047FA2D688E3	45	14	16	6761
2	B0B2EE5E-0AB5-4447-919B-08A28605007A	21	3	2	5275
2	529471D0-AF39-4B68-A3CC-08A3083C6602	66	0	0	0
2	DF9DD1E0-DDC8-4B78-8DA0-08B2A9B2AF52	3	0	0	0
2	1AA5E338-FEC9-4254-95AE-08C6FA33CB69	4	0	0	0
2	B0D38411-B62F-435A-BA8B-0FA4CCD33ABE	7	0	0	0
2	D3CC4718-BF41-4BC5-8AC1-0FB49A1E062D	82	19	11	47703
2	DC0437D5-6F55-4F73-A7E4-0FB50948300C	4	0	0	0
2	8C6139A2-9538-4DB2-9B98-0FBC1A589DB6	64	19	13	13894
2	761E4546-3247-4DFD-AF58-0FBC697471F5	18	1	2	2637
2	E86321DD-81A6-4BE4-8645-0FC2BF269966	36	6	6	3009
2	C8625C85-E203-4D3D-A8AA-0FD3320AC556	10	0	0	0
2	872F73E2-4989-490D-84BD-155C9210A8FF	10	2	4	7950
2	B45B0458-7A22-4FB5-B9F8-1626EE46A7BA	27	0	0	0
2	5A0BE43D-2F8A-4873-BE52-18728B7E6FA9	31	5	6	16866
2	2051E82D-C657-4314-8D39-187935A84330	12	0	0	0
2	B35D5205-0A61-4DFD-9B98-187ABB297474	4	0	0	0
2	4E567406-9BFA-40D4-B934-1891758D284B	66	10	8	54353
2	F0ACDD9E-0DA6-453E-96BD-18B70E2C7AB9	53	3	4	32396
2	B40CD0A3-6192-4465-9862-18E54DCCB7A9	48	15	25	27009
2	46AD9789-5A8B-4BB6-BBA6-190D7B439383	29	1	0	0
2	8D61D45E-093A-4514-BB03-2BA58FF56E41	11	2	4	4866
2	DB42DD3C-5FE2-4507-A259-2BF09EED773E	16	2	2	10216
2	99F5603F-77DE-4892-ACF1-2C27244A3771	9	1	2	30427
2	AF7E8E35-C731-42F8-B0D6-2C2DA2E93CD8	29	3	6	7244
2	425D3B7B-4858-40D9-BCCA-2C332843D1FF	16	0	0	0
2	AE69C71F-ACF3-48FF-8CBF-2C415554CE16	22	0	0	0
2	D6797535-237D-4681-8BE3-2C7483C33EF0	4	0	0	0
2	FF9785E4-E487-4169-8B43-2C7677DD5490	4	0	0	0
2	CB60E9F9-E2E3-45E5-A56D-2C7A3F333614	15	1	2	5052
2	C0B6F6A2-D475-49D8-9167-2C7ED43E52AD	34	0	0	0
2	4A905A55-FE73-423D-BF41-34D6D29A322F	31	7	10	18390
2	A4535E55-244C-4EAC-944F-360E1B8F806C	6	0	0	0
2	A883619C-7EF3-4B82-8B3A-3BA6C1730F63	6	0	0	0
2	E578D9C5-1CF0-4CAC-A7F9-3F106135F6BE	6	0	0	0
2	3720E2AA-C93F-4515-8BFE-4552241D9A21	4	0	0	0
2	4B6983FA-D65A-4ED7-9483-5827E69730ED	26	5	8	10885
2	CC921236-76FC-4679-A9BD-5906667150A8	38	10	10	26154
2	D3C5690E-3804-41D1-A5CF-5C88F2A349A9	11	1	2	14823
2	937D0326-D022-4265-B31B-5C9A260DC6EA	7	0	0	0
2	5A998A0E-2240-4850-94E9-69AAC9A0456D	1	0	0	0
2	CAE59B97-005F-4D36-9301-6BC7D7D7F48D	8	0	0	0
2	7B89D829-074E-4374-B462-6BDCAD34DD0E	55	0	0	0
2	3ED392A9-894E-45FA-A735-6BEB2FF2D271	17	1	2	5572
2	ECCF3E45-E016-4D5F-AB47-6BECA23C6381	44	6	4	21213
2	9882E50A-D1F8-4F58-A4E6-6BED71A6A742	9	0	0	0
2	5779D73A-E077-43AC-BB62-6BED731D73C5	10	2	4	17052
2	3CF1FD4D-8543-463A-86E3-6BF505A91BCC	13	1	2	3009
2	2D95C65E-FFAC-453B-A072-6C045C00CF28	7	0	0	0
2	6748323B-7160-4735-8E91-6C0C9047BB37	10	0	0	0
2	9BB2BA78-F4C3-4D8D-B8B3-6C1F339946C8	11	0	0	0
2	5B4430F3-0EC8-432D-B46A-6C397D947DBD	56	1	2	8767
2	DF69DEFF-45C8-4B9C-AC5A-7DB00E23E763	24	2	4	5535
2	62109EB4-D332-4B27-9B56-8483653DBBAB	4	0	0	0
2	0D5E553F-AD01-4444-90DE-8595821D7449	48	4	6	6167
2	3EEC94D4-D289-4CD0-92E2-8D11C579EA0B	29	5	6	27158
2	2C19D672-EEDE-4CA9-A1A3-8E624B1F2C22	24	3	2	4681
2	4B02EAC0-0F23-4A45-BC9C-8E74A92D6F37	18	2	4	57176
2	60255474-3CF1-4CD1-AE6F-8E8884547EC0	9	0	0	0
2	DF508567-F3D1-45F5-A22A-8E9266158B5B	6	0	0	0
2	0F607A74-BB2A-4D47-B511-8E9B69E2BD6F	8	1	2	16681
2	45FDA2B7-F823-4A10-A142-8E9DD8ED5FBE	10	1	2	15343
2	99124CB2-6B60-4C4A-82DC-8EA405C57116	5	1	2	22699
2	E3556C1F-E731-4D89-930F-8ECBADB76538	19	4	8	17089
2	C9D5BDB5-79BC-4BD7-A987-925A74B42ED2	30	13	16	2600
2	3C124026-01C2-4ACE-83F1-95E211CC9FCB	4	1	2	9696
2	F1A2D81B-3BEE-446C-898E-979764F70813	10	1	2	2786
2	405C2E21-DE0F-45A7-B27A-980333BB51BC	30	1	2	26080
2	EFC66D54-2EA0-42D9-B568-A3CED47D76EC	2	0	0	0
2	7BC1A34F-0EAA-480B-93BF-A416A2279078	2	0	0	0
2	50BD4020-6BBA-407A-8056-A41FCA250336	13	0	0	0
2	52D2B1B9-628C-4186-8C28-A4265E58560F	26	5	8	17758
2	5DE45D79-AA2A-4352-AB02-A4377566F2E6	6	0	0	0
2	D410246C-44D6-4564-9054-A46E962929A5	19	2	2	14600
2	1115B424-27C8-4D78-AB53-A7E697955692	9	0	0	0
2	114628EB-EFEB-446A-AB68-A936AE40CCAC	35	1	1	27046
2	89250E67-7A75-4CDB-9341-AC21FB186967	32	0	0	0
2	D8E0D0A0-0580-436F-AB16-AE5E5DD92BC1	32	2	4	24260
2	069BD4E5-F135-4689-9B63-B2E6E333AC13	6	0	0	0
2	86B1277B-FED3-4880-845E-B2F470CAD53A	20	1	2	8284
2	6BBA5F8E-A144-4BCC-9DF0-B2F4A0B5D8C6	76	15	14	2637
2	D49AC68A-EB7A-4769-9384-B2F6F1ACAC59	45	1	2	4272
2	5B32E7A2-7902-40BA-9221-B2FFE82A1BCE	9	0	0	0
2	3BB0CE5A-5077-404F-94E3-B3114B917B11	12	1	2	24743
2	A7E3B422-4146-4C2D-A05A-B31809593E8A	14	4	8	17201
2	BC6DB7FD-5E50-4B27-9141-B32AE349F159	67	20	16	13894
2	97BE18F5-B685-4FFF-BB89-B3332EF7FB07	14	2	2	2712
2	5349DEFD-3A48-48EA-9F68-B33C01BC46CC	12	3	6	16792
2	0ADA6732-EA8C-47DA-BAEB-B35B6F232FAE	6	0	0	0
2	C968DF23-3453-4E3B-B63E-B35BE09E1B84	7	1	2	24000
2	F54C3C39-8FFB-407E-9E2B-B35C7EE84AA0	41	0	0	0
2	992F3494-A7AC-4E05-B82A-B35D2BFCFCF0	13	2	2	10142
2	F36BFEDA-2724-4439-98FB-B3716161B36D	43	0	0	0
2	707F5B10-5735-4473-9AC7-D296886809D1	26	3	6	10625
2	19CB98E0-C520-4918-883C-DAF8AE459028	22	1	2	26489
2	0D0352DA-33CB-4896-83EC-DF757F2DB1E4	43	1	2	9585
2	0403046A-E34C-4559-A466-01F88DDDBA1B	19	1	2	25189
2	2A915D83-FB4C-4722-8A24-01F89F6D9BB1	3	0	0	0
2	E3B72CB8-0873-4136-A01B-01F8C417BBE8	17	2	4	14340
2	F88D86E7-F72F-4463-9D49-022F0EB4A4A0	7	1	2	9473
2	89E13D10-843F-4A26-B612-023235736D92	13	1	2	7318
2	C40A9F83-B1DE-408E-9576-023FD94075C8	58	0	0	0
2	C9AF6B1C-64EB-49F0-B407-02445A520438	16	2	2	7318
2	316606EA-175F-4C18-B6A3-0248A11A059C	4	0	0	0
2	FA438E30-805D-4D54-8181-0248D719C032	38	3	2	6984
2	0E980CE1-5CE8-4F05-AA16-0250D3E564B7	21	6	12	23740
2	302D818D-5A4F-4D32-B70E-02550BD847EA	30	1	2	16866
2	245FB9A0-7D5C-4D75-8DD3-08DDF1C2199C	6	0	0	0
2	C4B19B54-C6E4-4ADA-B425-08EF705CCBB4	10	0	0	0
2	01D8808F-7648-414B-8C42-08F65E1AAF71	9	1	2	5609
2	AA0C6F3D-996D-49D1-9C5C-0901F017F5E4	44	12	8	51455
2	3592ED31-A7F2-44AF-8059-09047132B395	35	3	2	11145
2	16545677-2B57-4E74-98A3-0907D76BCE9B	2	0	0	0
2	F01443FF-4A03-47DA-83DE-0912D54A456E	29	1	2	3715
2	778B583A-F057-45A8-BD14-09190287BF8F	23	1	2	23442
2	AFCF54B8-4334-4100-8582-0C8ECB66FBBC	16	4	4	16272
2	F7F4A842-C1AF-4BB2-A085-0C9914B9D3DC	11	0	0	0
2	1C4E8395-0BDF-4D7B-A63C-0C99F4B1D1ED	11	1	2	6204
2	7808081C-8CF2-49FD-A3C3-0CA1D8626816	72	11	6	27938
2	EFC4D07B-F808-41E8-8BBA-0CB700F6AEC2	16	0	0	0
2	C588C0C9-ED99-415D-BC47-0CB988A40B0C	15	0	0	0
2	CF39D3C9-07B8-41D4-BE6F-0CE8EAB574C1	38	1	2	17832
2	D6CF1C91-DA8F-49F9-98E0-322D9EA71139	34	1	2	6278
2	9DCC0266-21CC-4A10-8ED3-77C26C60A4D2	20	1	2	47591
2	1B7ADEBD-B8B9-4F7E-BAF3-8BFABE9D7CE2	19	1	2	2637
2	FDE27218-13C7-48C0-9044-8BFF1AD63148	8	1	2	4123
2	62F903A6-8F7A-4CD3-80BE-8C02D37A681B	11	0	0	0
2	6C7DF41F-9BFA-40E8-85C2-8C2703572420	2	0	0	0
2	63694798-ED22-4955-AAC8-8C2FD6E10330	5	0	0	0
2	F01DC784-1DFD-40CF-A907-8C32E251B660	9	1	2	45956
2	3A49A2B5-6C30-4C7D-899C-8C3AA04EC7F0	5	1	2	8544
2	DD2585B2-B45C-4A16-A877-8C4BAD855513	38	6	4	39343
2	B5D76746-0402-46D0-871E-8C5D6C153EC0	99	4	4	17721
2	1AA1648E-D016-4ECF-9998-9657305ED34A	43	0	0	0
2	73A13443-441C-4B17-A2EF-A0F1DAEE318B	9	1	2	26712
2	8F768918-BA9D-428C-8DC5-A0F302F55293	69	5	4	3566
2	A658C6D3-F18B-4D15-AE9B-A0F691FE10A8	59	16	12	19579
2	6B2D644F-9C89-4778-9F12-A0FF2CEED2B4	10	0	0	0
2	091F85B5-6A7F-4D9A-AF63-A10D085E9D29	4	0	0	0
2	AB2C03F5-060A-4DEE-880D-A11821C5DBD2	3	0	0	0
2	B0D725E2-5749-44DD-A22C-A121264FB821	11	0	0	0
2	E0DF04E7-9D94-4924-BDA6-A124768C4ABF	6	0	0	0
2	63380134-4EB7-47A5-AE1C-A12848BEAF25	7	0	0	0
2	C52C56FA-E91F-4B2E-8A54-A13388A67F2B	10	0	0	0
2	60252E7B-6A83-4AF6-A25F-A13EC08F2D6C	51	13	8	43467
2	21A96177-DBEA-4FC2-82E8-A14A801D3E67	8	2	2	15901
2	E063E2AC-2E42-4622-81A7-A14F21460142	46	7	8	23740
2	4361E352-C25A-42BB-816B-A153D05D8529	2	0	0	0
2	3C25D8CB-9262-4043-9702-A92F84DDBC9A	21	2	2	7764
2	53B69135-93C7-47C9-9CE7-AE259BE84185	12	1	0	0
2	5AF15B36-A170-4695-8BBA-AE2746C4C04D	17	1	2	18241
2	8C40EAC7-A870-4DFE-B7D7-AE2C16CD278A	7	0	0	0
2	72931939-F62A-4598-8068-BB3935336661	5	0	0	0
2	CD3909D9-2635-4212-AA89-BB421D5A271A	21	1	2	11182
2	245E0C14-FBAE-47A1-A298-BB4D6D16A096	13	2	2	36668
2	7E8CFB95-A03A-4D7E-B282-BB58E456D354	7	0	0	0
2	203938DA-3A03-4E23-9A18-BB67764B90A7	8	0	0	0
2	014B5F30-4FEF-44B0-8A3A-BB688CC39FA9	6	1	2	24743
2	6B79697B-6E17-4F2F-B264-BB7A95E78B5E	34	5	6	17238
2	F22E54D2-3AD6-4C62-8CF1-BB7AB80BBE4A	10	1	2	14229
2	8BB390D4-3553-4836-AC21-BBA114F918B7	75	13	6	54056
2	A79809F2-03FF-49A9-ADE0-BBB886035B10	10	2	2	6315
2	A22A182D-A637-4866-B8D4-BBB9175D8FDD	15	0	0	0
2	EC7D5E46-45B3-4830-BCE2-BFC350DD3AD0	7	0	0	0
2	45C808D4-BEE3-4EA5-8253-BFDD73CD1BCC	71	2	2	2823
2	6F2F6E6B-5F0B-41E4-9B6C-BFF64A6C2073	4	0	0	0
2	76C677B9-6385-4782-8573-BFF8B86415B7	7	1	0	0
2	BEFC7349-2A04-4DA0-B981-BFFB63BE68F4	10	3	6	20693
2	BA5CC887-214D-45F3-9F88-C0091C45545F	18	3	4	40829
2	32C94D92-81AD-44B1-8ED0-C01FD9D5957C	38	0	0	0
2	5FCCBC8F-3820-48B3-8C10-C03B07F02485	7	0	0	0
2	7331B306-3C8E-4EA0-A30E-C05B22A3F512	16	1	2	25709
2	9AEDC359-8615-4951-9DEE-D4DEF394EC4D	9	0	0	0
2	24468646-D780-4020-887A-D4E86D350A00	34	3	3	26415
2	5C11C3A6-5F00-4006-8D52-D51B520A2626	24	5	6	25857
2	33C86DEC-1F0E-4892-AACD-D5294966C392	4	1	2	14043
2	444CADDD-D341-4443-8D13-EE4A2FA1F74F	10	1	2	11219
2	D7671F9C-04B0-4CE8-97DB-EE5D19052115	15	1	2	11777
2	C607A62E-5A74-4827-B882-EE67DB17CAA5	5	0	0	0
2	BBF9D1F0-9923-403A-B9AB-EE714AA41FF6	5	0	0	0
2	BED8FD88-68B4-4CE0-A0CD-EE7BD7FDC5DE	11	0	0	0
2	BA947483-F597-442B-BDF2-EE843F9FE475	10	2	2	11740
2	24E09E91-818B-4B9A-AFA6-EE86071636BE	8	0	0	0
2	620C5A67-46CB-4E25-9E56-EEB97AD576E4	24	1	2	29052
2	55D09104-29C8-479C-9671-EEBB8DC4B187	24	4	4	12371
2	2042A7C5-49F8-4753-ADB6-EEC070627EE6	22	3	2	5238
2	511AB133-5D18-48C4-A3C3-EED170ECEBA1	45	0	0	0
2	DDB852F8-68BD-406D-8B77-EED33A38C6F1	4	0	0	0
2	435FA727-9B27-4D12-BD57-EEE117FBA4D6	7	0	0	0
2	7269D318-3CA0-4975-8F3C-FE37A813BF49	52	1	2	2637
2	66753551-3939-41E7-B158-FE54C5C842D9	15	2	4	20656
2	A0528F62-8528-427A-A05B-FE56E2D8341F	9	0	0	0
2	2E8217ED-7D1D-449A-AC9D-FE74B42C6C1F	2	0	0	0
2	1C621E6A-3964-46A8-89A6-FE8D4066C2EF	6	0	0	0
2	50E6580A-6968-4772-9815-FE8EB4D64EBB	18	1	2	7058
2	E5920807-0435-48B4-AE5C-FE9222A6CFC6	23	1	2	22179
2	51C26144-5A9B-4E99-9E1C-09219798CB83	12	0	0	0
2	F70D0669-7A6A-494F-8CBE-092440C30774	21	5	8	10031
2	4DFFD657-C12A-4DD3-9EDE-092FC08CC457	18	7	14	27046
2	F49BE38A-D383-4552-B242-0AECF0BB8662	50	0	0	0
2	E48DEC42-3C54-4898-BBB1-19518A9584B2	2	0	0	0
2	D1EFDB30-1420-44B8-AFE7-195A5BFA85C3	45	8	6	3083
2	66E56AE6-BB2E-4877-8DBA-195F1D855E7F	13	1	2	11294
2	4831E150-6459-4710-8709-1963EB1DCC19	11	0	0	0
2	003DEC43-42D4-4B2F-8937-1968FCF5964C	32	7	8	6910
2	6C7A6D08-0118-48CB-9EA4-19691351EC1A	9	0	0	0
2	1D7D539D-2D0F-4F53-9C7F-3347329E9EC1	27	2	2	3826
2	F9B408F1-002F-4962-9A2D-369D56B1116A	50	5	6	10959
2	21E66D3E-31FC-4574-ADBC-3C0639F519C0	61	12	6	55727
2	04B25340-67EA-4760-9F73-3C295CF206F7	12	0	0	0
2	C1BB1177-2945-486A-9CEA-3C3EC08590FF	23	1	2	34551
2	84A4B416-8BAF-4AB4-A5A0-3C3F7A0B158E	13	2	4	26675
2	B2E8E218-BBC6-4C42-A522-3C699869CFBF	17	3	4	4049
2	432D4A4C-B956-41F9-AC5E-3C6B49DEC909	11	2	4	13969
2	EDA00D72-CB79-483E-BDD3-3C710DA6B50E	11	0	0	0
2	3CA5269E-D540-45E6-9761-3C876FA3D4B7	5	0	0	0
2	6E180721-F1B3-4A46-A21F-3C87F72D4153	45	0	0	0
2	8DCF64E1-4CB3-4CED-8462-420908753666	26	2	2	16495
2	E7D325F6-EEE5-431E-AB12-4A5ED647D1FD	13	0	0	0
2	1E30DFDB-3BE3-4768-BFFD-4A656E88D5BF	11	1	2	26749
2	E77BF421-6F47-4701-AAA0-4A6DC811D0BC	15	2	2	8284
2	2AF9FF71-82DC-4EF0-9EAE-4A760AE1F4CC	66	13	13	29572
2	96572D67-A507-498C-9175-4A78AEE03DE2	67	0	0	0
2	2D73D07E-04B7-41B2-A551-4A854CB5AC83	9	0	0	0
2	74F8E2FC-DE8B-4441-8B45-4AB13FA62D10	4	0	0	0
2	C3C66C90-B6A7-4926-A8B9-4ABC6920CA39	23	11	22	17387
2	E187CE71-C41B-4D09-828E-4AC67F7E37D5	3	0	0	0
2	982DA1CC-2DFE-485F-A75C-4AC724606872	33	5	4	6724
2	1A949F42-1FD6-451B-A775-4AD4969D1879	20	2	2	9250
2	45B65E98-0946-4142-AD66-4F4B7D2E5FCA	27	7	8	27418
2	7119DF84-CC55-44D9-B159-5D0C6B737855	7	0	0	0
2	76BD3E4F-BEDD-457E-9F77-5D113431E32E	16	3	6	9065
2	DFB531D0-51AB-42C4-AAF3-5D281CE33BB0	30	5	8	43207
2	6B11BC8D-464C-4EF8-957A-5D2FA37F784F	19	5	6	25300
2	DD30B40B-96EA-4B96-9672-5D4DB97F7414	6	0	0	0
2	76E1EED6-C4E0-4F55-8ECC-5D50BDE4A08C	27	2	2	14823
2	4E48FF5F-FFBC-41AA-8AD6-5D5AB9B5F7EB	3	0	0	0
2	ACCB302F-0D72-4DC7-8F10-684F79E2836B	60	3	2	3009
2	9AC2DE5C-0550-42BD-A154-779BD4948500	71	3	4	27529
2	7335BB4E-D447-49E8-B6E2-81A988724268	14	1	2	29684
2	905BEF33-7501-4BA1-9A09-81ABF799976B	9	0	0	0
2	D5FD3380-9044-4F95-BE79-81AC68B0D559	14	2	4	16904
2	12B08783-FA9A-4CB1-9D43-81ACD6532D1F	5	0	0	0
2	923FDEB1-9489-4D37-85A5-81B1D7605519	14	1	2	43727
2	5D8A61C0-A33B-4943-B7B5-81D0CD43643C	8	0	0	0
2	E9E5A9BF-17DA-4C58-8E40-81D193DAD332	15	0	0	0
2	FED9CB61-1E6E-401C-BEF3-81DA88F0D670	24	3	4	47294
2	F3D14317-0AAE-4B6D-93D5-820F4809C485	6	0	0	0
2	CDD001A9-ED6B-400F-8A7A-82148015B83A	10	1	2	25003
2	5D0D43FA-EE49-4FA0-A774-821D702BDA6E	10	0	0	0
2	4F02A9F9-9031-4AEB-8C7C-829029BB7E66	62	3	4	7690
2	CC4B69B7-7FE4-4B0E-9BEE-85640260D95D	26	4	4	25523
2	7F3CFAA5-FDF1-4D66-BE5A-856FE30101A7	53	3	4	27232
2	2064A2AA-B4C5-4F5D-9FAA-8A8BC2904FC7	14	1	2	33028
2	22FFC063-E517-43EC-AE94-8AACDE7A621D	8	0	0	0
2	BF17A705-C17D-4DFE-BBD9-8AB0689CFDDE	42	6	4	4904
2	676A7374-5510-43F2-84D4-931F226ED045	1	0	0	0
2	C1E4186C-A1EC-4EC6-9204-93235730A4F9	6	0	0	0
2	7862F773-2DAE-4584-89BB-9324A812CEC0	34	6	4	48743
2	FCBE2AD2-58F2-4F55-AB88-932F40D00881	6	0	0	0
2	4B70B889-E9D9-4C26-B26E-933501B5C59E	25	3	2	51232
2	E733C59B-6733-41CB-BD66-933C4805B99C	6	1	2	12817
2	FC4D7B4E-9541-4B43-BD69-9342A52F2522	17	0	0	0
2	384BDDE1-AD54-4A06-A658-9350A9FA7754	45	14	14	14006
2	5147D9A6-2242-4D1E-A233-9353E1AEA906	39	2	2	2600
2	EB9FD701-4EE8-4EBD-9143-9354C3123AF9	32	18	23	5721
2	58AE93C6-7294-4A38-98D4-9365B505A368	1	0	0	0
2	35F2C25E-955B-49BD-A4C3-9377F54C33B2	14	0	0	0
2	A4E2A44D-7031-446A-A2ED-A16959C1356F	23	3	4	42761
2	F41A3ED2-A569-4D71-A5F6-A16CF8F99121	23	3	6	8916
2	835A73AA-39FC-4C0D-ADE2-A187533EEE05	32	5	6	4123
2	2A4BB8A5-5569-4AAB-8FE1-A194B365667F	12	0	0	0
2	56D40419-341F-460E-8BC1-A19F223808E6	9	2	2	15083
2	E1C3864B-5FCF-4F7F-8662-A1B3A5E5E8AB	15	0	0	0
2	FD852EED-5740-4B85-9DD8-A1B641EBC543	30	5	6	21102
2	C3045FC9-4E93-4775-9F88-A1BA5E43B2F3	10	0	0	0
2	C91811BC-7DA2-4FF9-9A47-A1C553F6A302	10	1	2	27678
2	6E784E20-9D27-4591-BB74-A1E3233CF5E4	17	5	10	20805
2	39E5991F-B37D-4EC7-ACE0-A1E45D0E0F2A	21	2	4	6613
2	48468C97-272D-4E06-A799-A202E4FFFA40	8	0	0	0
2	8EEF1BE7-8B4D-4AF4-9326-A8F0CA19D34D	21	1	2	46254
2	96EE51EC-CB24-46EE-9072-A8FADBCECAFB	5	0	0	0
2	5E45F21B-7603-4944-9BE5-A9174198505E	13	0	0	0
2	B4E7AD8E-3E4D-4D48-866D-A9224B7D01FD	3	1	2	22402
2	134C3414-B962-4194-87B0-A9284B2B329E	9	0	0	0
2	58E52BC0-0F4A-4FDE-BB1E-A92C048EDAF0	4	0	0	0
2	18B489B9-56FE-4790-92E6-A935741EA619	14	1	2	11814
2	96DCA8B1-461D-473D-9192-A938CFD39E57	12	2	4	26749
2	2057DF67-9E0A-4401-AD2D-A93E767DB020	11	0	0	0
2	987C7BCA-4C96-4903-95FA-A93F66A99008	9	1	2	2860
2	DAA4ED1D-8649-447C-90D8-B024F322BB58	30	1	2	19913
2	5BFF422F-2E2C-484B-95D9-B521C4FF9CEA	17	1	2	3938
2	8E49A331-14B8-4C4B-B711-C913E195DFA4	31	6	8	9176
2	5AF0982B-822A-402D-AB3E-D6707C882647	73	0	0	0
2	4303D0AA-39DE-43F1-B196-E4DF7E32D77C	31	8	12	25486
2	83183E28-B9F9-4653-AB4D-E7BFB681A71A	91	3	2	5052
2	EB42BE35-7887-4198-B5F9-04842537969B	23	5	6	5126
2	16ACE9BA-3808-4648-A4A3-04899AC35185	7	0	0	0
2	F1D7C0A6-552F-478D-882C-048FC2AC8876	74	0	0	0
2	AC0CE7E5-E247-4EA0-A1B5-049D34D86C18	10	2	2	6873
2	6A0EE746-5647-47E1-8C0D-04AC96683756	23	2	2	10588
2	59C25C5E-9494-4094-9E77-04AD74CD906A	45	18	12	8284
2	260A404F-0884-4E97-90CD-04AD866D149D	26	1	2	2786
2	AE8E9A74-F103-4268-8FB9-04B0FF7CFDB8	51	13	8	33771
2	2D6869E5-319D-4CBB-883C-1A9C1A3C17E8	27	0	0	0
2	F1D9EAEB-76B4-440A-B8C0-1ABFAA958A9D	53	1	2	22959
2	3BD274A0-AE06-4C6F-9933-22AF55BD1032	6	0	0	0
2	4E5DC57C-85A8-4957-A6CB-22CA3D1FD5FD	56	0	0	0
2	92B3202F-34F0-4FF9-8342-22E666AA9377	23	6	6	8730
2	609577DF-E6CF-4001-9776-22EE25E95615	52	1	2	2972
2	7C85C5E4-999F-43D5-A897-23018AD05502	14	1	2	24260
2	697E5088-D689-48CE-90AF-2AB67F1C32E4	6	0	0	0
